Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[-0.15422, -1.12386, -0.17914, -2.3922, -0.7704, -1.90416, -2.06248, 0.53348, -0.85006, 1.48122, 1.57069, 1.02323, 1.70337, 0.62261, 0.56508, -0.75421]","[-1.04046, -1.03612, -1.0351, -1.03996, -1.03588, -1.03974, -1.04117, -1.04153]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-0.3259, 1.47145, 1.11071, 0.26199, -0.62222, 2.2319, 0.74965, -0.32197, 1.97817, -0.55807, -0.52804, -0.99779, -0.59057, -1.52008, -0.49822, 1.23258]","[-1.0336, -1.04553, -1.04453, -1.0328, -1.0385, -1.03206, -1.0322, 1.0372]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[-1.21304, -1.03568, 0.8886, -1.11648, -0.70485, -0.58571, 1.52042, 1.62524, 0.14235, 1.49134, -0.33279, 1.67805, -0.7925, 1.66691, -1.6383, -1.06005]","[-1.04136, -1.04138, -1.04735, -1.04097, -1.03857, -1.04081, 1.04005, -1.04236]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[-1.49934, -0.37797, -1.13622, -1.84503, 1.84015, 0.42405, -0.81856, 0.40187, 0.98492, -0.87781, 1.7986, 0.37684, -1.89783, -2.03928, 0.82675, -2.54467]","[-1.04017, -1.0537, -1.042, -1.04023, -1.03802, 1.03938, -1.04139, -1.04214]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0.62414, -1.02008, 1.36082, 0.24576, -0.41791, -1.16055, 1.11143, -0.24913, -1.46175, 0.81562, -1.76374, -0.74355, 1.24203, 1.42864, -0.52406, 0.91673]","[-1.03189, -1.03762, -1.04331, -1.03078, -1.04654, 1.03955, -1.03106, 1.03982]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[1.37898, 0.78523, 0.38324, -0.70816, -1.51118, 0.39265, 0.90051, 1.38287, -1.52569, -1.72251, -0.1261, 0.21995, 0.15637, -1.49526, -1.07753, -0.28713]","[-1.04137, -1.04702, -1.03718, -1.04264, -1.0419, 1.03948, 1.04, -1.04227]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-0.44145, -1.06768, -0.54784, 1.62226, 0.29643, -0.95508, -0.92269, -1.49827, 1.111, 0.46089, 0.01659, -1.18255, -1.07672, 0.91924, 0.9976, 0.99763]","[-1.02949, -1.02994, -1.03163, -1.02543, -1.0239, 1.04106, 1.04034, 1.04115]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]","[-0.94307, -1.37421, -1.31471, 0.01815, 0.03921, -2.24, -0.68466, 0.29718, 0.49936, -0.02135, 0.86784, 0.32658, -0.70349, 1.25567, 0.8978, -1.24128]","[-1.04037, -1.03296, -1.03312, -1.03962, 1.05075, -1.03972, -1.0412, -1.04158]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0]","[1.67148, -1.58087, 1.55613, -0.98245, -1.39157, -1.15749, 0.88133, 0.26499, -1.63348, 1.16593, -1.79109, 1.98308, 1.85189, 0.47341, -1.29045, 0.40516]","[-1.04176, -1.04171, -1.04765, -1.04181, 1.04346, -1.04101, 1.04047, -1.04273]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0]","[-1.17847, 1.35929, -1.8445, -0.02449, 1.90362, 0.80094, 0.15558, 0.15622, 1.63368, -1.78066, 0.52302, -1.23148, -0.67498, -0.67658, 0.10381, 0.79733]","[-1.03269, -1.05035, -1.03872, -1.03171, 1.0474, -1.03233, 1.03748, 1.03918]"
