Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[1.56824, -2.21354, -2.06855, -0.57008, -0.11654, -0.59574, -0.85476, 2.31623, -0.69464, 1.02324, 1.55311, 1.87258, 1.36842, 1.37102, 1.87792, 0.34303]","[-1.04365, -1.04453, -1.04191, -1.04099, -1.03484, -1.04397, -1.04344, -1.04422]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-1.17572, 1.81183, 0.03092, 0.37765, 1.2511, 0.58961, 0.33835, -0.87466, 0.88893, -0.74338, -1.45445, -1.32926, -0.3141, -0.36183, -0.96803, 0.84136]","[-1.05355, -1.05635, -1.05047, -1.04646, -1.04815, -1.0509, -1.04975, 1.04055]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[-1.15747, -2.04123, 0.83309, -1.64635, 0.55425, -0.3827, 1.11373, 0.61214, 1.00103, 0.54295, -0.61681, 1.28311, -0.87907, 0.85577, -1.06621, -0.75463]","[-1.04635, -1.04506, -1.04056, -1.04047, -1.04313, -1.04714, 1.05399, -1.04299]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1]","[-0.74076, 1.6252, -1.54568, -1.26102, 1.17607, 0.45899, -0.14804, 1.13604, -0.10889, -1.25664, 0.71257, 1.47443, -1.36015, -1.17895, 0.19412, -2.51495]","[-1.04442, -1.04562, -1.06072, -1.04979, -1.05401, 1.04873, -1.04874, -1.04399]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0.85061, -1.85362, 2.38008, 0.27622, -1.84284, -0.74067, 1.12694, -0.55481, -0.44019, 1.07723, -2.07904, -0.31274, 0.06083, 0.57319, -0.23345, 1.33234]","[-1.05139, -1.06474, -1.05422, -1.05229, -1.04942, 1.04738, -1.04842, 1.04676]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[1.66785, 0.36944, 1.44454, -0.87344, -0.39305, 1.72617, 1.03594, 1.01952, -2.07479, -1.41279, -1.12794, 0.75547, 2.13873, -0.82024, -1.86777, -1.21426]","[-1.04858, -1.04431, -1.04202, -1.04893, -1.04952, 1.04947, 1.05015, -1.04405]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-2.07815, -1.39279, -0.95476, 0.8433, 0.77984, -1.6801, -0.28652, -0.35585, 0.72092, 0.95608, 2.03772, -1.15195, -0.07509, 2.13163, 0.21514, 0.28772]","[-1.05374, -1.06086, -1.05627, -1.05222, -1.0528, 1.04642, 1.04621, 1.04532]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1]","[-1.01399, -2.68089, -1.37039, -2.44214, 0.91453, -0.47458, -2.19905, 1.14107, 2.02967, 1.967, 1.19596, 1.11797, -0.51813, -0.79385, 1.72721, -0.92618]","[-1.04382, -1.04518, -1.04243, -1.0417, 1.04808, -1.04372, -1.0437, -1.04554]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[1.11337, -0.28824, 0.33432, -1.93409, -1.45422, -0.81621, 1.31277, 0.40816, -1.67737, 1.31745, -1.23934, 1.27968, 0.93307, 1.0021, -1.20535, -0.37615]","[-1.04703, -1.04592, -1.04122, -1.04289, 1.05986, -1.04763, 1.05327, -1.04337]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[-0.8101, 1.21936, -0.8183, 1.24063, 1.48092, 0.59421, -0.17207, -0.95573, 1.03978, -1.65939, 1.16242, -1.15091, -1.40603, -1.37129, 1.26152, 0.93207]","[-1.05463, -1.05794, -1.06705, -1.05873, 1.04514, -1.05306, 1.04465, 1.04487]"
