Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1]","[1.05014, 0.19715, -0.39198, -0.02564, -1.97071, -1.12607, -0.57178, 1.33989, -1.95913, -0.24326, 0.85802, 0.18643, 0.49457, 1.73687, -0.69159, -0.67104]","[-1.04668, -1.04539, -1.04021, -1.04436, -1.05491, -1.0462, -1.04632, -1.04796]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-0.93445, 0.5605, 1.15313, 0.1984, 0.66394, 0.51119, 0.36033, -0.95285, 0.39508, -1.1566, -1.35207, -1.61567, -1.09532, -0.39214, -1.27034, 1.23975]","[-1.03692, -1.05374, -1.05014, -1.036, -1.0519, -1.03499, -1.03349, 1.03103]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]","[-3.22629, -0.40696, 1.48585, -1.34647, 1.85098, -1.54974, 0.78996, 1.62617, 1.20201, 1.06202, -1.09725, 1.68459, -0.86846, 1.91119, 0.79544, -1.35674]","[-1.04773, -1.04997, -1.05897, -1.04578, -1.05334, -1.04788, 1.03735, -1.04705]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1]","[-0.44892, 0.76419, -0.05958, -1.66521, 0.44296, 2.02481, -0.22652, 0.38491, 1.9096, 0.04974, 1.85657, 1.69969, -1.24977, -1.56379, 0.59475, -0.79541]","[-1.04486, -1.06414, -1.04705, -1.04284, -1.05084, 1.03766, -1.04421, -1.04564]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1]","[1.74752, -0.83483, 0.42907, 1.64312, -0.85848, -0.52142, 1.1168, -0.62306, -2.53745, 1.39284, 0.15308, -1.10139, 1.73438, -0.0678, -0.9665, -0.19923]","[-1.03446, -1.05803, -1.05767, -1.03744, -1.04975, 1.02971, -1.03452, 1.0313]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1]","[1.40504, 1.35041, 0.80061, -1.74199, -0.34785, 0.96074, 0.73544, 0.6084, 0.01853, -1.16774, -0.76865, 1.20684, 1.17049, -1.80332, -0.65224, -0.03889]","[-1.04665, -1.05376, -1.04957, -1.04689, -1.0498, 1.03737, 1.0385, -1.04618]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0]","[-0.75385, -0.99468, -1.46379, 1.67289, 1.70113, -0.22222, -2.41848, -1.22956, 1.02932, 1.61773, 2.2828, 0.02637, -1.30515, 0.31335, -0.40541, 1.85801]","[-1.02952, -1.04595, -1.04632, -1.03143, -1.03657, 1.03184, 1.03216, 1.03184]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[-1.00216, -0.55328, 0.44385, -0.94293, -0.00995, -1.60331, -2.08572, 0.11273, 0.92909, 1.68334, 1.20362, 2.26444, -1.3183, 0.09377, 1.23834, -0.8926]","[-1.04668, -1.04554, -1.04088, -1.04412, 1.04132, -1.04612, -1.04627, -1.04645]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[1.50601, -0.85006, 1.65497, -1.92024, -0.02684, -1.04116, 0.61462, 1.67066, -1.39495, 0.64406, -1.31949, 1.26084, 0.39, 1.17053, -1.64563, -0.82361]","[-1.04771, -1.05007, -1.0591, -1.04621, 1.03312, -1.04777, 1.03707, -1.04783]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]","[-1.40184, 1.28327, -0.58214, 0.64816, 1.76131, 1.31886, -1.79996, 0.03122, 2.50356, -1.42367, 0.50678, -1.14542, 0.36559, -0.77655, 1.13847, 0.13332]","[-1.03489, -1.05697, -1.05444, -1.03368, 1.03674, -1.03446, 1.02857, 1.03176]"
10,"[1, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1]","[0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1]","[2.56117, 0.72883, -0.52885, -0.99141, 0.77146, 1.77064, -1.44352, 0.28383, -1.21317, 0.45269, 0.71319, 0.89577, 0.78669, -1.04538, 1.68341, -1.65207]","[-1.04525, -1.06441, -1.0484, -1.04531, 1.03654, 1.03794, -1.04465, -1.0457]"
11,"[1, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0]","[-2.01978, -0.75836, 1.10743, 1.96036, -0.17432, -2.41118, 1.6838, -1.66266, 1.91819, 0.83461, -0.63872, -0.88998, -1.15182, 1.28175, -0.67446, 0.80935]","[-1.03386, -1.05804, -1.05792, -1.03736, 1.0432, 1.02945, -1.03413, 1.0312]"
12,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1]","[-0.12523, 0.37, 0.57575, -2.39414, 1.5577, 2.26033, 0.75419, 2.07966, 0.68089, -0.33012, -0.74665, 0.38729, -0.16961, 0.30314, 0.04343, -1.40157]","[-1.04632, -1.05199, -1.04775, -1.04662, 1.03649, 1.03711, 1.0381, -1.04637]"
13,"[1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0.42367, -0.95379, -1.54668, 1.48711, -2.07008, -2.56291, -2.60594, -0.73943, 0.21545, 0.27665, 0.36202, 0.4147, 0.70655, 0.38263, 1.02534, 0.72283]","[-1.03058, -1.04657, -1.04619, -1.0324, 1.04259, 1.03151, 1.03158, 1.03242]"
14,"[1, 1, 1, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0]","[2.12962, -1.20328, -0.61914, -1.74706, 2.05397, 1.68154, 0.42341, -1.87787, -0.57248, 0.4266, 0.22142, 0.49732, -1.16258, -1.51479, -0.42537, 1.77313]","[-1.03418, -1.04945, -1.04615, 1.0335, -1.05073, -1.03281, -1.0323, 1.03073]"
15,"[1, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1]","[0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1]","[1.72849, 1.45372, -1.8883, 1.30485, 1.52575, -1.1253, -0.3045, 1.69265, -0.41976, -0.99282, 1.66311, -0.6838, 0.27095, 1.31644, -1.18212, -0.9727]","[-1.05027, -1.0764, -1.05096, 1.03276, -1.05341, -1.05206, 1.03672, -1.0476]"
16,"[1, 1, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0]","[1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0]","[-0.22766, -0.3038, 1.15625, -0.14474, -1.83599, 0.95132, -1.20387, -1.23128, -0.07399, 0.13736, -0.66087, 0.36486, 1.39576, -0.75192, 1.22583, 0.89254]","[-1.0334, -1.04938, -1.0472, 1.0349, -1.04167, -1.03378, 1.0311, 1.03219]"
17,"[1, 1, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 0, 1, 1]","[0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1]","[2.211, -1.10387, 1.10013, 1.48151, 0.58533, 2.0036, -0.90689, 1.59545, -1.62286, 0.83332, -1.24543, -1.51996, -1.34468, -0.80739, 1.01922, -1.76611]","[-1.04745, -1.05954, -1.07126, 1.03645, -1.0552, 1.03726, -1.04673, -1.04519]"
18,"[1, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]","[1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]","[1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]","[-1.25188, 1.67433, -1.80666, -0.42203, -3.16069, -2.20603, 0.80776, -0.92696, 1.3379, -0.47171, 0.07676, 1.71875, 0.44232, 0.38088, -1.39311, 0.0924]","[-1.03463, -1.05987, -1.0438, 1.03932, -1.04885, 1.03598, -1.03486, 1.03205]"
19,"[1, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0]","[0.66023, 1.50777, 0.67681, -1.19954, 1.20658, -1.19676, -0.84035, -0.68117, -0.60094, -0.52637, -0.4811, 1.99328, -1.81718, 1.15485, 0.43837, 1.52764]","[-1.02927, -1.05387, -1.05402, 1.03066, -1.03624, 1.02985, 1.02985, 1.03102]"
