Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 0, 0, 0, 0, 0]",,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]","[2.21746, -0.52717, -1.07626, -0.45106, -0.84937, -1.64622, -1.25556, -0.31068, -0.89436, 1.97811, 0.12014, 0.94836, 1.05158, 1.57472, 1.13418, -1.66827]","[-1.00159, -0.19618, 0.21612, 0.22849, 0.02894, 0.18688, 0.2383, 0.38288]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]",,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-1.22193, 0.46875, 0.7847, 1.13987, 1.24671, 1.25579, 1.63326, -0.58523, 0.56549, -1.58884, -2.14749, -1.03501, -1.07625, -1.2134, -0.30855, 0.49146]","[-1.05103, -1.05243, -1.05492, -1.05249, -1.05881, -1.05308, -1.04803, 1.05889]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[0, 0, 0, 1, 1, 1, 0, 1]",,"[1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1]","[-1.13766, -1.04799, 2.16386, -0.95717, 1.02421, -2.36726, -0.10553, -0.2179, 0.74144, -1.06975, 0.42905, 2.07765, -0.1201, 1.44285, -1.71511, -1.3421]","[1.02077, 0.79745, 0.98917, -0.96827, -0.13477, -0.06315, 1.04831, -0.97236]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",,"[0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1]","[0.05319, 0.92612, -1.20621, -1.93274, 0.24294, 1.18146, -0.72068, 0.03774, -0.32993, -1.95944, 1.27801, 1.67616, -1.27759, -1.33801, 1.60542, -1.28929]","[-1.05091, -1.04914, -1.05637, -1.05228, -1.06672, 1.05369, -1.04987, -1.0552]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 0, 0, 1, 1, 0, 1, 0]",,"[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1]","[1.14515, -2.43043, 0.96624, 0.40082, -1.64712, -0.29699, 1.44833, -1.30362, -0.14465, 0.73369, -0.95413, -1.85822, 0.13504, 0.70644, -0.94414, -0.51399]","[-0.99606, 0.53544, 0.09701, -0.42327, -0.08691, 0.16448, -0.15382, 0.48985]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]",,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1]","[0.41295, 2.16688, 0.53021, -1.21091, -1.75583, 0.8594, 0.13618, 0.62034, 0.44309, -0.68435, -2.26137, 2.14904, 1.26471, -0.75106, -0.90571, -0.1771]","[-1.05399, -1.05188, -1.05169, -1.05529, -1.05307, 1.04607, 1.04775, -1.0557]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]",,"[1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-1.3588, -2.54803, -1.31607, 0.99655, -0.33173, -0.7128, -0.9667, -1.93909, 0.84477, 0.71218, 1.27066, -0.46681, -1.74185, 0.36316, 1.06698, 0.18651]","[-1.05706, -1.06768, -1.05643, -1.06161, -1.06323, 1.0454, 1.04201, 1.04821]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 1]",,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[-1.43454, -1.64565, 0.3942, -1.86682, 1.0581, -1.61777, 0.39727, 0.43381, 1.55268, 1.29397, 0.41927, 0.79763, -0.62014, 2.07605, 0.81816, -0.48831]","[-1.06126, -1.02125, -0.05681, -1.00012, 0.22592, -1.02385, 0.209, -1.03371]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]",,"[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0.17781, -0.58013, 2.13013, -1.36514, -1.89127, -1.09148, 1.67955, 1.40454, -0.99457, 0.41064, -0.3953, 0.33027, 1.2033, 0.60277, -0.85656, -0.55763]","[-1.0538, -1.06233, -1.06336, -1.05105, 1.05772, -1.05538, 1.05379, -1.05509]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]",,"[1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0]","[-2.07447, -0.32041, -0.84132, 1.32707, 0.67823, 1.77274, 0.99212, -2.19325, -0.01908, -2.42353, 0.01934, -1.01544, -0.72222, -0.70523, 1.22984, 2.26564]","[-1.03901, -0.86012, -0.70016, -0.83658, 0.19266, -0.9654, 0.00607, 0.91252]"
