Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[1.36124, -0.18607, -0.01346, -0.46896, -2.41369, -1.23663, -1.43231, 0.96562, -1.40767, 1.07585, 1.05705, 0.7979, 0.13074, 1.66076, 1.37063, -0.51349]","[-1.02965, -1.03889, -1.03466, -1.02643, -1.03892, -1.02886, -1.02974, -1.03183]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-1.5061, 0.76124, 0.40768, 1.63101, 1.87486, 0.5116, 1.40515, -0.51064, 0.95079, -1.6564, -1.8275, -0.45104, -1.67405, -1.44478, -1.69618, 0.20906]","[-1.03431, -1.04874, -1.04197, -1.03441, -1.03937, -1.03091, -1.03434, 1.03678]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[-1.38559, -0.13822, 0.93141, -1.55549, 0.42008, -1.36932, 1.98562, 1.25368, 2.18382, 0.55188, -0.42382, 1.21198, -0.696, 0.40797, -1.73512, -0.52277]","[-1.03118, -1.03933, -1.04255, -1.02924, -1.03685, -1.03047, 1.04001, -1.03187]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0]","[-0.91731, 0.25335, -0.46891, -0.82537, 0.98825, 1.13576, 0.55502, 1.10465, 1.53346, -1.01005, 1.54327, 1.41735, -0.09725, -0.29389, 0.78073, 0.23883]","[-1.02824, -1.04057, -1.04525, -1.03068, -1.03148, 1.04298, -1.02839, -1.0305]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0.74135, -0.60896, 1.6536, 1.43205, -1.21199, -0.03906, 1.20031, -1.36318, -0.58625, 0.308, -2.03846, -1.3693, 1.69315, 0.32949, -0.89251, 0.96584]","[-1.03273, -1.04529, -1.04439, -1.03519, -1.04861, 1.04105, -1.03212, 1.03868]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1]","[0.63466, 0.66742, 0.20204, -1.8211, -0.94025, 0.78051, 0.85373, 1.81214, -0.91505, -0.01483, -1.0696, 0.57697, -0.21252, -1.04137, -1.54693, -1.48194]","[-1.0383, -1.04642, -1.04124, -1.04104, -1.04685, 1.04214, 1.0421, -1.03249]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0]","[-2.55527, 0.298, -1.72269, 1.16492, 1.94545, -0.27451, -1.15452, -1.84793, -0.03993, 0.32975, 1.37777, -1.44393, -1.49109, 1.3155, 1.27781, 0.85745]","[-1.03607, -1.04195, -1.04138, -1.03158, -1.0393, 1.04079, 1.04007, 1.03766]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[-1.71925, -0.43002, -0.72389, -0.61437, 0.39576, -1.23139, -0.83128, 1.19399, 1.49835, 1.34444, 1.77693, 2.49435, -0.81986, 0.93335, 0.58601, -1.11224]","[-1.02936, -1.0392, -1.03462, -1.02492, 1.05527, -1.02859, -1.02958, -1.03185]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[1.8982, -2.4563, 1.45534, -1.03722, -0.55493, -0.65057, 1.97702, 2.00205, -1.23661, 1.72857, -1.37361, 0.69949, 1.39249, 1.6422, -0.87769, -0.85347]","[-1.03178, -1.03982, -1.04453, -1.03185, 1.0493, -1.03121, 1.03977, -1.03249]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[-0.33963, 3.38358, -1.35736, 0.81245, -0.38892, 2.03124, -0.99, -0.62353, 1.27566, -1.62715, 0.64453, -2.31076, -0.5442, -0.86297, 2.30771, 0.25572]","[-1.03286, -1.04777, -1.04838, -1.03539, 1.04881, -1.0312, 1.03867, 1.03785]"
