Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]","[0.72152, -1.3439, -1.74517, -0.94101, -0.72749, -0.86336, -1.39573, 1.16934, -2.03173, 2.2159, 0.29013, -0.2179, 2.79687, 0.54839, 0.79168, -1.15207]","[-1.04902, -1.05042, -1.05137, -1.05185, -1.04527, -1.05093, -1.0484, -1.04827]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-2.63597, 2.50081, 0.5441, 2.04579, 0.39679, 2.05223, -1.08468, -2.26633, 1.51305, -1.71766, -1.37808, -1.14242, -0.52446, -0.46684, -1.41525, 2.45373]","[-1.05622, -1.0457, -1.03915, -1.0498, -1.0528, -1.05347, -1.05473, 1.06223]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1]","[-1.58203, -1.78359, 2.12218, -0.63222, 0.2487, -1.68786, 1.91796, 1.16065, 1.37412, 0.29209, -0.74465, 0.66225, -1.03436, -0.62052, -2.26866, -0.36356]","[-1.0544, -1.06391, -1.05088, -1.06172, -1.05839, -1.05668, 1.05523, -1.05284]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1]","[-0.4049, 0.73843, -1.2917, -0.44087, 1.39807, 2.04742, -1.26831, 1.81217, -0.45, -0.98908, 0.28339, 0.64363, -2.3782, -0.64579, 1.24892, -0.84271]","[-1.04809, -1.05129, -1.0669, -1.05816, -1.059, 1.06054, -1.05073, -1.04821]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0]","[2.23955, -0.47656, 0.85446, 0.16099, -1.29005, -0.76067, 0.85205, -1.6121, -0.14253, -0.4488, -0.42472, -0.89494, 1.12142, 0.53686, -1.72033, 1.45339]","[-1.05824, -1.06701, -1.04464, -1.05229, -1.04977, 1.05896, -1.05455, 1.06065]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[1.73192, 0.56145, 1.24918, 1.36728, -1.38913, 0.33606, 1.26314, 1.08427, -1.48465, -2.08066, -0.62139, 1.00286, 2.10647, -1.49839, -2.10598, -0.00329]","[-1.06045, -1.05941, -1.05541, -1.06702, -1.06109, 1.05553, 1.05397, -1.05206]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-0.29157, -1.49233, 0.29682, 0.48668, 1.88019, -0.22829, -1.5063, -0.88398, 0.97364, 0.21842, 1.56583, -1.45895, -0.06294, 1.69649, 1.18338, 1.21833]","[-1.05312, -1.05766, -1.05748, -1.05126, -1.05698, 1.05766, 1.05946, 1.05793]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1]","[-0.84782, -1.09754, -0.27515, -0.48783, 0.16149, 0.53281, -1.35569, 1.05, -0.27484, 2.71173, 1.76946, 1.25162, -1.39479, 0.98119, 1.50847, -0.79296]","[-1.04931, -1.05087, -1.05291, -1.05275, 1.05274, -1.05104, -1.04877, -1.05083]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0.55944, -1.30506, 1.32063, -0.1917, -0.96712, 0.01146, 0.22457, 1.83481, -0.04565, 0.74547, -0.40327, 1.15153, 0.39406, 1.46367, -0.45891, -1.2418]","[-1.05504, -1.06487, -1.05231, -1.06325, 1.05837, -1.05724, 1.05592, -1.0523]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0]","[-1.58157, 0.76082, -2.14387, 1.49707, 1.33103, 1.40581, -0.42291, -0.99819, -0.06117, 0.19143, 1.47915, -1.51427, -1.72016, -1.0604, -0.45735, 0.47497]","[-1.05494, -1.03682, -1.06021, -1.04815, 1.05933, -1.05384, 1.06122, 1.06162]"
