Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 0, 1, 1, 1, 1, 1]",,"[0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]","[0.54245, -0.73446, -1.76113, -1.75558, -1.28297, 0.01062, -1.99716, -0.2305, -0.14828, 1.46685, 0.56834, 0.65523, 0.45338, 1.75732, 0.5932, -1.1773]","[1.05619, -0.95463, 0.02404, -0.99093, -0.29814, -0.96835, -0.23978, -1.00318]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]",,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-1.56467, 0.66533, 0.7305, 0.4404, 0.67891, 1.87357, 1.22735, -1.05419, 1.15853, -1.88403, -0.52255, -1.38681, -1.64859, -0.72921, -0.89191, 1.53443]","[-1.05285, -1.05811, -1.05506, -1.05444, -1.05465, -1.05608, -1.0505, 1.05862]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]",,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[-1.33277, -1.68431, 1.41376, -0.98728, 1.42331, -2.34525, 0.85598, 0.72127, 0.78956, 1.89413, -1.82446, 0.83414, -0.50569, 0.80369, -0.43766, -0.49212]","[-1.04478, -1.04949, -1.04305, -1.04067, -1.05424, -1.04816, 1.06366, -1.04771]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 1, 0, 1, 1]",,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1]","[-0.87066, 1.17757, -1.81962, -1.69484, 0.34991, 1.97275, -1.13919, 1.86567, 0.7919, 0.33271, 0.74901, 0.91322, -2.19752, -1.04716, 0.59224, -1.84309]","[-1.03922, 1.07083, -1.03733, -1.04227, -1.04072, 1.06122, -1.04494, -1.04876]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]",,"[0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0.75823, 0.29361, 1.3246, 1.9235, -0.68513, -0.53756, 2.64421, -2.06877, -1.14688, 0.88742, -0.25029, -2.01185, 0.42049, 0.62141, -0.7203, 0.43355]","[-1.04928, -1.04328, -1.04916, -1.04913, -1.0459, 1.06031, -1.04952, 1.05848]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]",,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[2.21002, 1.71062, 2.03484, -1.11203, -2.29958, 0.95377, 0.07384, 0.63754, -0.71295, -0.29597, -2.00518, 1.9555, 0.33398, -0.38445, -0.85882, -1.59313]","[-1.04623, -1.04689, -1.03844, -1.04367, -1.04545, 1.05499, 1.05637, -1.04886]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]",,"[0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[0.21625, -2.18697, -1.4531, 1.69327, -0.03323, 0.47713, -1.36472, -1.0605, 0.26322, 1.16015, 0.2682, -2.74036, -0.95108, 0.08272, 0.65787, 0.93134]","[-1.04083, -0.24909, -0.96951, -0.93207, -0.00605, -0.29538, 0.99801, 0.84007]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]",,"[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[-0.79704, -1.63776, -1.8731, -1.22252, 1.89393, -2.19434, -1.36668, 0.4734, 1.02164, 1.24199, 1.2666, 0.14543, -0.80219, 0.21153, 0.81195, -0.47898]","[-1.04373, -1.04625, -1.04355, -1.04534, 1.06864, -1.04638, -1.04329, -1.0477]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]",,"[0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]","[1.38707, 0.05192, 0.22345, -1.69456, -0.83372, -1.85988, 1.53169, 0.52612, 0.03218, 0.49716, -2.11365, 1.32527, 0.93231, 0.68528, -0.59678, -0.12639]","[-1.04534, -1.05323, -1.04191, -1.04055, 1.06321, -1.04635, 1.06155, -1.04857]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 1, 1, 1]",,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1]","[-1.06452, 1.02895, -0.40328, 1.76844, 1.9534, 0.80004, -1.18207, -1.5285, 1.75502, -1.56281, 2.64316, -1.87718, -0.73588, 0.06487, 1.19323, -0.30916]","[1.05973, -0.93159, 0.96985, 0.83491, 0.08617, -0.94228, -0.03855, -0.96521]"
10,"[1, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 0, 1, 1]",,"[0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1]","[1.08067, 2.17287, -0.7169, -0.70534, -0.7289, -0.2994, -0.34457, 1.08351, -1.33928, -0.31528, 0.35855, 1.54692, 1.05065, -0.4103, 1.18294, -0.91147]","[-1.02585, -0.83729, -0.984, -0.96499, 0.4803, 0.33863, -1.00433, -0.98817]"
11,"[1, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]",,"[1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0]","[-1.5978, -3.07287, 1.06371, 0.02335, 1.40624, -1.27256, 0.41632, -1.62604, 1.36748, 2.90681, -1.99626, -0.68967, 0.08379, 0.69189, -0.82974, 1.19609]","[-1.04886, -1.04616, -1.04943, -1.04815, -1.04666, 1.05991, -1.05004, 1.0582]"
12,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 1, 0, 0, 0, 1]",,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1]","[0.15894, 0.75565, 0.95749, -1.4113, 1.8478, 2.60803, 0.52676, 1.09664, 0.80076, -1.4747, -2.00806, 0.82321, -0.16696, -0.85575, -1.87418, -0.26897]","[-1.04627, -1.04661, -1.04202, -1.04267, 1.05444, 1.05647, 1.05621, -1.04746]"
13,"[1, 1, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 1, 1, 1]",,"[0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0]","[0.72981, -0.94272, -1.61078, 1.57906, -0.92245, 0.28404, 0.44216, -1.84624, 0.35703, -0.17057, 0.38054, -1.74222, -0.04024, 1.19604, 1.2436, 1.61745]","[0.99491, -0.02442, 0.52056, 0.33949, 0.19725, -0.07091, -0.06531, -0.32923]"
14,"[1, 1, 1, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]",,"[0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0]","[1.13621, -0.57349, 0.20006, -2.00242, 1.00102, 1.12206, 0.37592, -1.35208, -2.02796, 1.39384, 1.55158, 0.89071, -0.91534, -0.48487, -0.93354, 1.25428]","[-1.05118, -1.05271, -1.04974, 1.05382, -1.05441, -1.05538, -1.05259, 1.05753]"
15,"[1, 1, 1, 0, 1, 1, 0, 1]","[0, 1, 0, 0, 0, 1, 1, 1]",,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1]","[1.88526, 0.31772, -1.21083, 1.00043, 1.04713, 0.08268, 2.33054, 0.7747, -0.58582, -0.41109, 0.63954, -0.87394, -1.53249, 1.19505, 0.13121, -2.31871]","[1.01298, -0.15319, 0.14828, 0.32298, 0.15923, -0.01851, -0.06036, -0.03172]"
16,"[1, 1, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 0]",,"[1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0]","[-1.25663, -1.44215, 0.93047, -1.90338, -1.6104, -0.40262, -2.08643, -1.20195, 0.37052, 0.7868, -0.6687, 1.31348, 0.77562, -1.49841, 0.42144, 0.8249]","[-1.04865, -0.38883, -1.04799, 1.03574, -0.08612, 0.0439, 1.02085, 0.98169]"
17,"[1, 1, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 0, 0, 0, 1, 1]",,"[0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1]","[0.84743, -0.89073, -0.32981, 0.8668, -0.76458, -0.06201, -0.35975, 0.41339, -0.13653, 0.04007, -0.1812, -1.04688, -0.93982, -2.55561, 0.39233, -0.27999]","[-1.023, -0.78627, -0.96221, 1.00497, 0.30088, 0.18194, -1.00035, -0.95146]"
18,"[1, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]",,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]","[-0.40834, 0.87098, -1.49736, 0.39624, -2.45027, 0.84546, 1.4323, -0.943, 0.80593, -0.49536, 0.47256, 0.4255, 1.70599, 1.71067, -0.57371, 1.75311]","[-1.05167, -0.38574, -1.01241, 0.95388, -0.29804, 0.02094, -1.04544, 0.98397]"
19,"[1, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 0]",,"[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0]","[0.09733, 1.81713, 0.59872, 0.62128, 1.53131, -1.14351, -1.64714, -1.55591, -2.06027, -0.86491, -0.96911, 0.68314, -2.1296, 1.07002, 0.0175, 0.68944]","[-1.05302, -1.05265, -1.05234, 1.0502, -1.05319, 1.05616, 1.05747, 1.05515]"
20,"[1, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 0, 0, 0, 1, 1, 1]",,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1]","[1.95913, 0.4784, -0.72427, 0.61462, 2.30776, -1.77865, -0.47385, 0.14186, 0.07196, -0.5124, 0.08434, -2.3122, -1.85604, 0.99945, 1.41113, -1.17833]","[-1.041, -1.04351, 1.07374, 1.064, 1.06988, -1.04695, -1.04336, -1.04662]"
21,"[1, 1, 1, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0]",,"[1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0]","[-1.67147, -0.04706, -1.55573, -1.49593, -1.9584, 1.12864, 1.81603, -1.21881, 0.29841, 1.56249, 0.16627, 2.49172, 0.51801, -0.23933, -1.74063, 1.41134]","[-1.04769, -1.05152, -1.0489, 1.05676, 1.06316, -1.0561, -1.05345, 1.05995]"
