Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 0, 0, 0]",,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[1.97567, -1.7729, -0.1299, -1.03722, -1.47499, -0.96659, -0.97668, 0.66486, -0.6888, 1.07055, 1.55043, 2.48996, 0.92487, 0.72247, 1.34961, 1.08094]","[-0.88522, -0.04124, -0.01674, 0.56955, 0.10734, 0.05932, 0.25248, 0.5108]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]",,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-0.46241, 1.57379, 1.04662, -0.43628, 2.24437, 0.53643, 0.72621, -1.5621, 1.55471, -0.46773, -0.5318, -0.22203, -1.23948, -1.72371, -2.54524, 1.88402]","[-1.05266, -1.06695, -1.06993, -1.0546, -1.05146, -1.04643, -1.04157, 1.03729]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 1, 1, 0, 1]",,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]","[-0.1616, -1.19125, 1.92137, -1.35152, 0.82426, -0.35235, 1.0988, 1.20609, 1.6796, 0.57326, 0.45919, 1.11925, -0.90969, 1.12319, -1.52889, -0.80887]","[-1.05348, -1.04599, 1.06556, -1.0381, -1.03891, -1.04443, 1.05394, -1.04763]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[-0.5755, 1.30542, -1.40927, -0.5638, 1.03082, 1.71471, -0.21838, 1.54652, 0.69031, -1.327, 1.38092, 0.28913, -1.58544, -0.78837, 0.79033, -0.31473]","[-1.05783, -1.04314, -1.041, -1.03971, -1.03617, 1.05569, -1.04709, -1.04507]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]",,"[0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0]","[1.76095, -0.73073, 1.14856, 0.96389, -0.34686, -0.77871, 0.181, 0.52164, -0.34193, 3.20731, -0.90887, -1.52488, 0.30565, 0.2717, -1.31377, 0.65022]","[-1.02314, -1.05573, -0.9984, -1.018, -1.03812, 1.03355, -1.01051, 1.04136]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]",,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0.62712, 1.85888, 1.38792, -2.68918, 0.33062, 1.23939, 0.60486, 1.70235, -1.2333, -0.42673, -0.98774, 1.58301, 1.59106, -0.60719, -0.9813, -0.38309]","[-1.0609, -1.04472, -1.05255, -1.05103, -1.05815, 1.05383, 1.05096, -1.05444]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]",,"[0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[0.34267, -0.21136, -1.04949, 1.17093, 0.96492, 0.3613, -1.0467, -0.28386, 1.02098, 0.39205, 1.31683, -0.87663, -1.17509, 1.44492, 1.55918, 1.45498]","[-1.05239, -1.03991, -1.0428, -1.03926, -0.60428, 0.49015, 1.03667, 1.02681]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 0, 1, 1, 1, 0, 1, 1]",,"[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1]","[-0.45373, -0.85221, -2.29345, -0.58936, 1.2739, -1.21398, -1.5658, 1.46504, 0.29217, 1.85793, 1.74209, 1.20523, -1.18453, -0.26913, 1.60649, -1.56442]","[-1.05222, 1.05176, -1.02671, -1.03926, -1.03264, 1.05203, -1.04625, -1.04564]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 1]",,"[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1]","[0.10614, -0.62692, 0.18566, -0.49031, -0.64022, -0.87794, 0.78081, 0.57183, -1.26443, 1.80594, 0.16194, 0.79688, 1.20516, 0.97308, -1.04993, -0.71192]","[-1.05359, -1.0449, 1.06579, -1.03636, 1.05579, -1.04451, 1.05511, -1.04612]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]",,"[1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[-0.08435, -0.02484, -1.55231, 1.00672, 1.47948, 2.12984, -0.86668, -1.18619, 0.3043, -1.05808, 0.06668, -0.63811, -0.39874, -0.40949, 1.23151, 0.51066]","[-1.05481, -1.05628, -1.05314, -1.05436, 1.05255, -1.05092, 1.04358, 1.04569]"
