Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0.84039, -0.93803, -2.06963, -2.08516, -1.23377, 0.11415, -2.17605, 0.04284, -0.06065, 2.34249, 0.56141, 0.604, 1.53504, 1.27549, 0.72632, -2.15834]","[-1.04257, -1.04359, -1.04325, -1.0457, -1.05083, -1.04623, -1.04436, -1.04679]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0]","[-1.34461, 1.68328, -0.20688, 0.80376, 1.64357, 0.74629, 1.97522, -0.9377, 2.07245, -0.70526, -1.56429, -1.31377, 0.08241, -0.6812, -1.0335, 0.86465]","[-1.04858, -1.05902, -1.05478, -1.04854, -1.04455, -1.05034, -1.04892, 1.03089]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1]","[-0.78793, -1.75568, 1.38423, -1.2813, 1.14041, -0.24491, 2.05314, 0.79955, 0.52337, 1.5059, -0.84839, -0.16175, -2.07326, 0.31041, -1.46538, -0.04617]","[-1.04567, -1.04518, -1.05421, -1.04557, -1.04353, -1.04735, 1.02963, -1.04702]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0]","[-0.63823, 0.39923, -0.49009, -0.82989, 1.10858, -0.67508, -1.22196, 1.94384, 0.48034, -0.83598, 1.12482, 0.52121, -1.09367, -1.1517, 0.88713, 0.85218]","[-1.04301, -1.05884, -1.04683, -1.04494, -1.03328, 1.0359, -1.04462, -1.04702]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[1.37772, -0.94825, 1.84512, 1.94118, -1.28548, -1.91867, 0.48664, -1.65336, -0.72403, 1.89867, -0.92218, -2.00513, 0.80755, 1.54763, -0.52518, 0.79928]","[-1.04808, -1.04383, -1.05585, -1.04946, -1.05678, 1.03456, -1.04602, 1.0345]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0.51725, 1.36953, 1.02752, -0.51511, -0.70386, 2.30542, 1.67858, 0.63833, -1.52493, -1.35337, -2.17074, 1.31675, 0.84303, -1.54302, -2.04588, -1.44667]","[-1.04728, -1.0591, -1.05194, -1.05003, -1.05594, 1.03465, 1.03241, -1.04737]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0]","[-1.23292, 0.13726, -1.95957, 0.17172, 1.5557, -1.88586, -1.39482, -0.74465, 0.69559, 1.06543, 0.87414, -1.24272, 0.00624, 1.59019, 1.33166, 0.97768]","[-1.04771, -1.03498, -1.04245, -1.04662, -1.03967, 1.04143, 1.03762, 1.03396]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1]","[-1.28725, -1.46937, -1.402, -0.69114, 1.18294, -1.29043, -2.17405, 1.62056, 1.70955, 0.68671, 1.45533, 0.49202, -0.04046, 0.01961, -0.74296, -0.85191]","[-1.04249, -1.04222, -1.04039, -1.04477, 1.05523, -1.04628, -1.04446, -1.0467]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0]","[0.16034, -2.02425, 1.18182, -1.25513, -0.75233, -0.92541, 0.94229, 0.30821, -1.06616, 0.56513, -1.03846, 0.31293, 1.27434, 1.41043, -0.69002, 0.3759]","[-1.04595, -1.04605, -1.05414, -1.04732, 1.03416, -1.04752, 1.02993, -1.0471]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[-1.2544, 1.17474, -2.50376, 0.34616, 2.5204, 1.14354, -2.40972, -1.11875, 2.57462, -0.86073, 1.04781, -1.13485, -0.8218, -0.60523, 0.61089, 0.65501]","[-1.04888, -1.0574, -1.04637, -1.04863, 1.05347, -1.04733, 1.03349, 1.03235]"
