Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1]","[2.1556, -1.27089, 0.2916, -1.61305, -1.03532, -0.34485, 0.01541, 1.79473, -3.15058, -0.16306, 0.85575, 1.70328, 0.76316, 1.68149, 0.89561, -2.47792]","[-1.03836, -1.03744, -1.0352, -1.03934, -1.03525, -1.03791, -1.03846, -1.04065]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-0.65393, 1.75973, 1.0159, 0.95909, 0.90331, 1.40957, 0.13282, -0.87177, 1.01456, -0.35568, -1.80122, -0.80629, -0.10794, -1.72031, -0.9126, 0.43771]","[-1.02898, -1.0418, -1.04527, -1.0251, -1.03718, -1.02745, -1.02918, 1.03926]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1]","[-1.67548, -0.9047, 1.97335, -1.00703, 0.2236, -0.7394, 0.78536, 0.7635, -0.87988, 1.16828, 0.23233, 0.71021, -1.46919, 0.28782, -1.27861, -1.97942]","[-1.0403, -1.04294, -1.0508, -1.04239, -1.0414, -1.04015, 1.03819, -1.04203]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[-0.77703, 1.8872, -0.61218, -0.70387, 0.80786, 0.52857, -1.08988, 1.15858, 0.53771, -1.06044, 1.55338, 2.39639, -0.88184, -1.65637, 0.55466, -1.30432]","[-1.03847, -1.04979, -1.04456, -1.04119, -1.01242, 1.03516, -1.03911, -1.04113]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[1.4398, -1.38898, 1.6155, 0.57158, -1.25994, -0.62619, 0.55094, -0.85351, -1.5119, 1.94494, -0.61236, -2.68583, 0.80316, 0.962, -0.68675, 1.32624]","[-1.02875, -1.0544, -1.04475, -1.03022, -1.0414, 1.03923, -1.03177, 1.04011]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1]","[1.53199, 1.11552, 0.83964, -1.64081, -0.97465, 0.86384, 0.95349, 1.58805, -1.2966, -0.17722, -1.19059, 2.12663, 1.01114, -0.91585, 0.14668, -1.11193]","[-1.04128, -1.04872, -1.04509, -1.04682, -1.04816, 1.03459, 1.03387, -1.04265]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1]","[-2.26541, -2.2368, -0.55486, 1.39619, 0.32763, -0.70764, -0.84398, 0.66945, 1.65207, 1.00894, 0.6088, -1.07858, -3.24634, 0.11863, -0.19472, -0.08565]","[-1.02867, -1.04166, -1.03947, -1.03249, -1.03375, 1.03532, 1.03532, 1.03682]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[0.28702, -0.41778, 0.025, 1.01711, 1.10216, -0.76439, -0.5271, 1.36972, 0.71419, 0.65558, 1.10209, 0.85925, -0.52017, 0.9675, 0.74166, -0.8222]","[-1.03847, -1.03733, -1.03504, -1.03944, 1.04808, -1.03804, -1.03869, -1.04052]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1]","[1.48356, -1.52238, 0.86749, 0.81105, -0.28983, -0.94034, 1.70432, 0.63919, -0.24376, 0.44135, -0.79648, 0.76114, -0.30288, 0.91662, 0.15563, -1.04246]","[-1.04053, -1.04382, -1.05106, -1.04352, 1.03949, -1.04042, 1.03903, -1.04247]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[0.51554, 0.49846, -1.18525, 1.2211, 1.0673, 0.28334, -0.85862, -1.45049, 2.02099, -1.62346, 1.64624, -1.63065, -0.97301, -1.11289, 1.294, 1.38598]","[-1.02584, -1.04598, -1.04981, -1.03063, 1.04314, -1.02776, 1.03884, 1.03972]"
