Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[1.53495, -1.07708, -1.24517, -1.10021, -1.71362, -0.84516, -2.37398, 0.81127, -1.23177, 2.62796, 1.13194, 0.1408, 1.206, 2.10467, 0.5251, -0.34535]","[-1.03459, -1.04612, -1.04506, -1.03875, -1.04554, -1.0347, -1.03517, -1.03503]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0]","[-1.00949, 2.03544, 0.99242, 0.74981, 0.20693, 0.98987, 1.62264, -1.21298, 2.44172, 1.34504, -0.71304, -1.053, -0.27666, -0.02443, -0.18942, 0.95036]","[-1.04107, -1.05621, -1.05708, -1.04637, -1.05203, -1.04004, -1.04049, 1.0341]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[-0.88858, -1.2327, 1.66484, -1.91669, 0.06592, -1.5678, 0.6799, 0.22512, 1.5142, 0.6642, -1.76879, 0.04301, -3.54481, 0.36809, -0.0964, -0.68252]","[-1.03416, -1.04448, -1.04368, -1.03778, -1.03312, -1.03445, 1.0396, -1.03559]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1]","[-1.29539, 1.29848, -1.99063, -1.48483, 0.28949, 1.84303, -3.26043, 2.15837, 1.77947, -2.45735, -0.12846, -1.07992, -1.53533, -1.31807, 0.72943, -1.60323]","[-1.0333, -1.0488, -1.0512, -1.04034, -1.03651, 1.03624, -1.03427, -1.03453]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0.47739, -0.87116, 0.89663, -0.11571, -2.28042, -1.12716, 0.82349, -1.32276, -0.90278, 1.31424, -0.65781, -1.07572, 1.17947, 1.03935, -1.5024, 0.2792]","[-1.04071, -1.05709, -1.05107, -1.04392, -1.04685, 1.03414, -1.03924, 1.03666]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0]","[1.18562, 1.29923, -1.1613, -0.78132, -0.5304, 0.92746, 0.07957, 1.35223, -0.74367, -1.37773, 0.45006, 1.23293, 1.1456, -0.84295, -2.14389, 0.23163]","[-1.03969, -1.05081, -1.04687, -1.04598, -1.04992, 1.03672, 1.03671, -1.03616]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-0.33609, 0.10709, 0.35332, 0.78696, 1.28174, -1.46139, -1.38294, -1.07487, 0.3158, 0.96977, 2.27585, -1.7747, -1.29613, 1.18733, 1.10845, 2.10382]","[-1.04021, -1.04729, -1.04612, -1.04392, -1.04442, 1.03641, 1.0351, 1.03647]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[1.01397, -1.11303, -1.23273, 0.39218, 0.76138, -0.84931, -1.38858, 1.78607, 0.8077, 2.00873, 0.89566, 1.47405, -0.8903, 1.02351, 1.83933, -0.79757]","[-1.03421, -1.04607, -1.04535, -1.03813, 1.05025, -1.03446, -1.03488, -1.03522]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[1.796, -1.09496, 0.96568, -0.27376, -0.68709, -1.74937, 0.94281, 0.89955, -0.40627, 0.61223, -0.49448, 0.14295, 0.47478, 0.62856, -0.36659, -1.83454]","[-1.03473, -1.04452, -1.04553, -1.03946, 1.04979, -1.03516, 1.04093, -1.03645]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[-1.46743, 1.51416, -1.35789, -0.23877, -0.19775, 0.57667, -1.00407, -1.07003, 0.38958, -1.15035, 0.6111, -1.10552, -1.39643, -1.7085, 1.03811, 0.66002]","[-1.0397, -1.06, -1.05184, -1.04607, 1.04115, -1.0393, 1.03103, 1.03505]"
