Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0.58255, -1.13067, -0.64244, -0.95943, -1.74425, 0.60949, -1.09288, 2.0301, -0.06965, 1.73919, 1.47496, 1.38689, 1.2208, 0.00227, 0.90063, -0.68656]","[-1.01671, -1.02009, -1.02179, -1.02008, -1.04126, -1.01205, -1.01634, -1.02142]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-0.06989, 0.55758, 0.39801, 0.95382, 1.21541, 1.60877, 1.71466, -1.81157, 0.85509, -0.5408, -1.04637, -0.97868, -1.39527, -0.66994, -2.05827, 0.04185]","[-1.03685, -1.06228, -1.06707, -1.04124, -1.05528, -1.03761, -1.03766, 1.03157]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[-1.23614, -1.40321, 1.68418, -0.61234, 0.64173, -1.64484, 1.57736, 0.62806, 0.6974, 0.56886, -0.34514, 0.33289, -0.4807, 0.65039, -2.42578, -1.47103]","[-1.02045, -1.02467, -1.0519, -1.027, -1.03509, -1.01652, 1.03329, -1.02506]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[-0.9666, -0.13504, -2.64039, -0.85111, 0.59647, 1.19869, -0.89674, 0.95393, 1.04007, -0.84497, 0.78723, 1.64799, -0.33119, -0.36779, 0.61709, -1.25336]","[-1.01702, -1.07368, -1.0394, -1.02463, -1.04217, 1.03321, -1.01865, -1.02327]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0]","[1.23081, -1.03975, 1.60527, 0.70137, -1.23853, -0.58269, 1.46364, -0.64613, -1.10803, 1.54643, -1.95558, -1.35994, -0.4255, 0.78113, -1.38774, 1.5571]","[-1.03316, -1.05058, -1.06967, -1.03353, -1.05608, 1.02797, -1.03378, 1.03149]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0.60196, 1.78759, -0.00773, -0.68447, -0.77457, -0.29293, 0.77441, 1.8549, -2.01778, -0.14475, -1.73623, 0.58531, 0.59813, -0.4524, -1.47105, -0.60972]","[-1.02635, -1.05894, -1.05184, -1.03398, -1.0519, 1.02948, 1.03147, -1.02617]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1]","[0.57799, -0.73253, -1.19441, 1.07442, 1.52568, -0.88199, 0.17785, -1.47124, 0.53127, 0.32353, 0.28827, -0.10231, -1.265, 1.26464, 0.77954, -1.09168]","[-1.02987, -1.04175, -1.04222, -1.03328, -1.03238, 1.03036, 1.03036, 1.03304]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1]","[-0.75527, -1.3208, -1.38923, -0.01543, 1.79165, -2.39721, -1.47588, -0.34497, 1.35653, 1.35298, 0.74069, 1.94552, -0.80173, 1.09918, 0.22062, -0.18444]","[-1.017, -1.02361, -1.02305, -1.02048, 1.05623, -1.01269, -1.01694, -1.02183]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1]","[0.58056, -1.61426, 0.52726, 0.29723, -1.3989, -0.29649, 0.27745, 0.69034, -0.96175, -0.24018, -0.5587, 0.8011, -0.08397, -0.16188, -0.08589, -1.69196]","[-1.02096, -1.02151, -1.05282, -1.02869, 1.03644, -1.01762, 1.03353, -1.02563]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[-1.46425, 1.43504, -1.38094, 1.36579, 0.12909, 0.89815, -2.46463, -1.79393, 1.33648, -0.20279, 1.89827, -0.46159, -0.08416, -2.25285, 1.4799, 0.46879]","[-1.03589, -1.06222, -1.05514, -1.04236, 1.04136, -1.03751, 1.02804, 1.03237]"
10,"[1, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1]","[0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1]","[1.74023, 0.60303, -0.79625, -0.42952, -1.56495, 1.76884, -0.51074, -0.14929, -0.38644, -0.82045, 1.55309, 1.52587, 0.32071, -0.01701, 2.2211, -1.11753]","[-1.01797, -1.07287, -1.04115, -1.02594, 1.03383, 1.03282, -1.01968, -1.02345]"
11,"[1, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0]","[-1.01485, -0.06335, 0.72555, -0.67258, 0.77539, 0.52043, 0.80496, -0.47707, 1.33089, -0.47448, -0.59012, -0.2519, -0.54693, 1.61592, -0.92454, 1.83724]","[-1.03225, -1.05139, -1.07239, -1.03312, 1.0458, 1.02785, -1.0327, 1.03153]"
12,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1]","[-0.19576, 1.96408, 0.61397, 0.03878, -0.2737, 0.51264, 1.04174, 1.33687, 1.29128, -0.27899, -1.57136, 2.14997, -0.39869, -1.13688, -0.69077, -1.96926]","[-1.02225, -1.05723, -1.05071, -1.0327, 1.03537, 1.02807, 1.02972, -1.02569]"
13,"[1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0]","[1.66719, -0.13668, -0.38868, 1.36107, -1.24789, -0.67048, -1.3082, -1.38308, -0.6336, 1.27641, 0.87096, -1.30908, 0.73002, -0.14031, 2.35065, 1.08993]","[-1.03054, -1.04054, -1.04191, -1.03251, 1.03563, 1.03014, 1.02982, 1.03263]"
14,"[1, 1, 1, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0]","[1.92907, -1.09061, -1.39825, -1.14558, -0.33084, 1.29195, 2.12687, -0.06399, -1.45648, 0.70327, 1.0488, 0.47904, -1.48924, -1.43221, -0.28117, 0.24225]","[-1.03569, -1.05269, -1.05612, 1.02992, -1.05483, -1.0367, -1.03683, 1.03097]"
15,"[1, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 1, 0, 1]","[0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1]","[0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0]","[0.76742, 0.93118, -1.46083, 0.56818, 1.04822, -1.51916, 2.21945, 1.37539, -1.24032, -1.35598, 1.56856, -0.32351, -0.67615, 1.78148, -1.58248, 0.11725]","[-1.02202, -1.06048, -1.04769, 1.03287, -1.03673, -1.01989, 1.03297, -1.02572]"
16,"[1, 1, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 1, 1, 0, 0]","[1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1]","[-1.65687, -2.60538, 0.91904, -1.15822, -0.45861, 0.4496, 0.42538, -0.10274, 1.02535, 0.64363, -1.5468, 1.83527, 0.41213, -0.11403, 0.4473, -0.2741]","[-1.03519, -1.0505, -1.05978, 1.03391, -1.05364, -1.03742, 1.02779, 1.03209]"
17,"[1, 1, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 0, 1, 1]","[0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1]","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]","[0.49888, -0.28521, 1.75106, 0.95988, 1.07542, 1.46131, -0.49251, 2.51449, 0.14636, 0.54768, -1.05942, 0.49519, -0.32881, -0.71251, 2.52744, -0.90926]","[-1.02193, -1.05232, -1.05691, 1.03164, -1.04341, 1.03308, -1.02577, -1.02461]"
18,"[1, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]","[1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0]","[-1.12451, 1.78378, 0.8943, -1.05172, -1.69565, -0.81405, 0.84487, -1.54568, -0.07341, -0.68259, 0.91744, 1.62942, 1.16389, 0.5147, -0.37799, 1.10773]","[-1.03325, -1.07134, -1.05107, 1.0323, -1.05734, 1.02864, -1.03412, 1.03107]"
