Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[1.29821, -1.59389, -0.25131, -0.70697, 0.30192, -1.13198, -0.36956, 1.85946, -0.48357, 0.71395, 1.10835, 0.39281, 1.14858, 0.9581, 1.70465, -1.75311]","[-1.04177, -1.09451, -1.07813, -1.06674, -1.07159, -1.05768, -1.06061, -1.06713]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[-0.4898, 1.49203, 1.85418, 1.42, 1.12082, 0.9538, 1.03059, -0.5466, -0.18057, -0.15988, -0.4292, -0.33754, 0.22097, -0.96748, -0.44625, -0.11705]","[-1.05786, -1.10198, -1.07403, -1.07191, -1.06955, -1.06911, -1.04742, 1.06947]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1]","[-1.30601, -2.06833, 0.94686, -1.61976, 1.76038, -0.66389, 1.2741, -0.18502, -0.33794, 1.61603, -0.43376, 0.11467, -1.81701, 1.39839, -0.95375, -1.44698]","[-1.05206, -1.07795, -1.08301, -1.06251, -1.0721, -1.05826, 1.05212, -1.05182]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[-0.82075, 1.26458, -0.78093, 0.6293, 0.57754, 1.95657, -0.35456, 0.97355, 0.5634, -0.87458, 0.90145, 0.71131, -0.32664, -1.10763, 2.07072, -0.2635]","[-1.06257, -1.11147, -1.09096, -1.06782, -1.0745, 1.05813, -1.05734, -1.05274]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0]","[2.00199, -1.17318, 0.19484, 1.87632, -0.55296, -0.89588, 1.29304, -2.03491, -1.01226, 0.60674, -0.95903, -0.26197, -0.05506, 1.04044, -0.54432, 0.0722]","[-1.07339, -1.10241, -1.08247, -1.07012, -1.06277, 1.06097, -1.04353, 1.05792]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[1.83896, 0.33828, 1.64151, -1.82015, -1.32255, 1.60555, 0.26849, 0.25277, -2.60604, -0.06064, -0.71324, 0.51562, 1.11107, -1.50918, -0.37945, -1.14864]","[-1.05853, -1.08287, -1.06718, -1.07513, -1.07162, 1.05323, 1.05261, -1.05157]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0]","[-1.10121, -1.35439, -1.34396, 1.067, 0.53473, -2.02847, -0.15359, -0.92979, 0.72325, 1.73043, 1.02591, -0.5514, -0.1452, -0.1887, 1.7243, 0.8402]","[-1.05434, -1.07289, -1.06686, -1.07692, -1.08106, 1.04909, 1.04523, 1.05615]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1]","[0.1817, -1.43519, -0.76518, -0.93097, 1.78509, -0.74397, -0.90812, 0.36587, 0.31374, 0.6659, 0.95126, -0.25519, -0.52449, 0.47503, 0.32612, -0.1477]","[-1.04445, -1.09253, -1.07366, -1.06464, 1.08289, -1.0567, -1.05731, -1.06878]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[1.52044, -0.07924, 1.19916, -2.94694, -1.00653, -1.91693, 1.27406, 2.10608, -1.44913, 1.9291, -0.80964, 1.48737, 1.44956, 0.97048, -0.67902, -2.22966]","[-1.05165, -1.08088, -1.07811, -1.06676, 1.07909, -1.05965, 1.05307, -1.05461]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[-0.42214, 1.01363, -0.47274, 1.49195, 1.18663, 1.06128, -0.56213, -1.49155, 0.14524, -0.52811, 1.58212, -0.62579, -0.18796, -1.76252, 1.91055, 0.08612]","[-1.05777, -1.07703, -1.08447, -1.06833, 1.0754, -1.05987, 1.05616, 1.06088]"
