Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[1.67734, -1.0712, -1.14337, -0.59537, -0.26704, -2.17544, -0.28021, 1.62347, -1.36253, 0.82216, 1.38022, 1.76438, 1.07243, 0.93307, 1.11409, -2.53922]","[-1.05026, -1.04886, -1.04656, -1.04961, -1.05179, -1.04754, -1.04827, -1.05305]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 1]",,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]","[-1.34859, 0.03642, 1.35007, 0.5586, 0.22192, 0.09911, 1.06176, 0.09202, 2.39471, -0.67373, -0.69261, -1.89244, -1.57278, -0.77022, -1.3444, 1.33496]","[-1.0286, -0.30862, -0.05414, 0.16223, 0.09905, -0.03375, -0.03221, -0.69815]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]",,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[-0.5656, -1.50551, 1.7989, -0.19709, 1.92775, -0.90959, 0.99791, 0.97751, 1.8522, 0.60641, -1.81795, 0.37397, -0.95972, 0.52631, -2.42829, -1.25363]","[-1.05354, -1.05786, -1.05809, -1.05326, -1.06252, -1.05974, 1.05382, -1.05429]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 1, 1, 1]",,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0]","[-0.33925, 0.51206, -1.55859, -1.21331, 0.32381, 0.08998, -1.92345, 1.41099, 1.0747, 0.93444, 1.6168, 1.20758, -1.35775, -0.44232, 0.99472, 0.32759]","[-1.02057, -0.30809, -0.26574, 0.0986, -0.13788, -0.21094, -0.30594, -0.23336]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]",,"[0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0.51346, -0.5105, 1.36714, 2.74355, -1.94826, 0.18074, 2.76449, -0.35275, -1.75717, 1.04203, -0.61149, -1.58162, 1.15345, 1.44089, -0.75796, 1.25336]","[-1.05448, -0.53466, -1.01143, -0.98499, -0.31035, 0.4766, -1.03438, 1.02228]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 0, 0, 1]",,"[0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[1.73508, 0.45006, 1.06426, -1.29334, -1.2656, -0.00458, 0.38645, 1.07099, -0.39273, -3.04571, -2.49263, 1.19466, 0.10046, -0.09375, -1.25088, -1.32102]","[-1.0736, -0.72239, -1.05819, -1.02744, 0.00349, 0.22269, 1.03529, -1.03744]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]",,"[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-0.41211, -0.69314, -1.67209, 1.13662, 0.55002, -0.43426, -1.00089, -0.84852, 1.37399, 0.51693, 0.17765, -0.96379, -1.09036, 0.48355, 2.3868, 1.63749]","[-1.04267, -1.05211, -1.05318, -1.04719, -1.05154, 1.05548, 1.05945, 1.05458]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 0, 1, 0, 0, 1]",,"[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0]","[-1.22289, -0.95291, -0.67594, -1.16362, 1.02652, -1.28617, -1.75605, 1.6162, 1.00482, 0.73574, -0.33774, 2.29706, -0.28911, 1.30386, 0.84693, 0.35972]","[-0.9086, -0.00034, -0.11211, 0.11871, -0.05859, 0.07952, 0.05197, -0.066]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 0, 1, 1, 0, 1, 0, 1]",,"[0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1]","[1.60562, 0.20384, 0.98622, -0.55287, -1.08312, -0.62687, 0.60083, 1.10169, -1.82519, -0.02762, -0.83023, 1.06884, 1.1766, 1.70791, -0.81925, -1.23181]","[-1.05425, 1.05787, -1.05813, -1.05404, 1.05573, -1.0589, 1.05381, -1.05563]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]",,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[-0.61112, 1.42136, -0.34032, 0.71555, 1.91169, 1.57897, 0.58227, -1.83497, 0.37686, -1.10577, 1.91817, -2.01436, -1.11145, -0.8124, 1.42817, 1.1593]","[-1.04998, -0.81653, -0.30311, -0.84604, -0.19062, -0.9601, 0.08917, 0.98892]"
