Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.74942, -0.53117, -0.11954, -0.94784, -1.47826, 0.44221, -0.72006, 1.69134, 0.31079, 0.82576, 2.02442, 1.381, 1.65503, 1.31327, 0.94035, -1.64982]","[-1.03204, -1.03794, -1.03078, -1.03629, -1.04291, -1.03321, -1.03401, -1.0355]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0]","[-0.78812, 1.17047, 1.05784, 0.35362, 0.65023, 0.32185, 1.0168, -1.18468, 1.57805, -0.80475, -1.93083, 0.13396, -1.94707, -0.50924, -0.95023, 2.09383]","[-1.03584, -1.05203, -1.05664, -1.03948, -1.04416, -1.03804, -1.03439, 1.03297]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1]","[-1.25601, -0.5607, 1.72664, -2.64688, 0.32981, -1.75122, 1.0701, 0.36314, -0.13047, 0.26426, -1.09927, 1.97201, -1.71211, 2.19911, -1.15071, -1.49924]","[-1.03389, -1.04114, -1.04624, -1.03948, -1.03886, -1.03502, 1.03596, -1.03815]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[-1.08303, 1.92725, -2.3927, -1.4878, 2.2443, 0.11701, -1.42101, 0.36001, 1.18954, -1.04413, 1.46, 0.44058, -2.14105, -0.56332, 1.38744, -0.74921]","[-1.03204, -1.05511, -1.04684, -1.03765, -1.03136, 1.0387, -1.03442, -1.03732]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1]","[0.97942, -0.96136, 0.28355, 1.24143, -1.36722, -1.84892, 1.77468, 0.10365, -0.2538, 0.97971, -0.69905, -0.82794, 0.45779, 0.62469, -1.12574, -0.34137]","[-1.038, -1.04781, -1.06096, -1.03966, -1.04768, 1.03274, -1.03912, 1.03298]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[1.75307, 1.43385, 1.96794, -1.87285, -0.40044, 1.59464, -0.02878, 1.40366, -1.26981, -0.26937, -0.44311, 0.83145, 1.31669, -1.17384, -0.92522, -2.01084]","[-1.03665, -1.04819, -1.04363, -1.04054, -1.04254, 1.03936, 1.03827, -1.03856]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-0.79407, -0.79884, 0.00625, 0.51999, 2.52618, -1.84128, -0.69069, -2.04538, 2.29708, 0.96857, 1.86013, -1.28908, -2.76357, 1.66393, 1.58596, 1.3857]","[-1.0378, -1.04158, -1.04537, -1.03805, -1.03788, 1.03123, 1.03072, 1.03222]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[0.19938, -0.67415, -0.83902, -0.97875, 1.13766, -0.85983, -0.7538, 0.24072, 0.71007, 0.79598, 0.41111, 1.11002, -0.90474, 1.43778, 1.47446, -1.90018]","[-1.03199, -1.03971, -1.03105, -1.03645, 1.04726, -1.03322, -1.03412, -1.03561]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1]","[0.35718, -0.14661, 1.38925, -1.42017, -0.57142, -0.91205, 1.17663, 1.80799, -1.42297, 0.712, -0.35446, -0.0084, 0.71445, -0.20563, -0.08164, -1.20306]","[-1.03434, -1.03938, -1.0467, -1.04007, 1.03874, -1.03539, 1.03605, -1.03842]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[-1.99668, 2.48342, -0.13748, 1.10671, 1.74694, 0.19236, -1.86754, -0.62791, 0.71851, -0.8528, 1.07067, -1.99887, -1.20364, -0.98914, 0.95895, 2.127]","[-1.03382, -1.05617, -1.04935, -1.0352, 1.04131, -1.03774, 1.03115, 1.03341]"
