Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[1.22914, -0.58925, -1.57529, -0.43786, -0.91903, 0.14235, -1.82094, 0.93056, -1.93521, 0.63283, 1.0946, 1.68829, 1.54156, 1.37859, 1.00195, 0.07204]","[-1.05033, -1.05205, -1.04968, -1.04855, -1.04931, -1.04921, -1.04797, -1.04986]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-0.01147, 1.34177, 0.98971, 0.90975, 1.27568, 1.09292, 0.19423, -1.32602, 1.93843, -0.27508, -2.16173, -0.25672, -0.78131, -0.3623, -1.76752, 2.00308]","[-1.05746, -1.05698, -1.05194, -1.05167, -1.0531, -1.05317, -1.05325, 1.04968]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[-1.97207, -1.02852, 1.04193, -1.09684, 1.01578, -0.23719, 0.58851, 0.24011, 0.4961, 0.21162, 0.23815, 0.55286, -0.66729, -0.1485, -1.35409, -1.01767]","[-1.0505, -1.05868, -1.05774, -1.05754, -1.05674, -1.05231, 1.05412, -1.04926]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[-0.73175, 0.83243, -1.00796, -0.82242, 1.38291, 1.15868, -0.76639, 1.04203, 0.09984, -1.27914, 0.65531, 0.82119, -1.11495, -0.9428, 1.06368, -0.71769]","[-1.05282, -1.06987, -1.06507, -1.05503, -1.0602, 1.05154, -1.04986, -1.05077]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0]","[1.20535, -0.79068, 1.98997, 1.49929, -1.12768, -1.96698, 1.01794, -1.63811, -1.84918, 1.34263, 0.44923, -0.58936, 0.31798, 2.17181, -1.47513, 0.30687]","[-1.05735, -1.06977, -1.0682, -1.05964, -1.05443, 1.0514, -1.0495, 1.05393]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1]","[1.44437, 0.58068, 0.31664, -0.67908, -1.40992, 0.55883, 1.24156, 0.73388, -0.68322, 0.24919, -1.55641, 1.40237, 0.19917, -0.01754, -0.37403, -1.09273]","[-1.05248, -1.06113, -1.05699, -1.05431, -1.05456, 1.0503, 1.05496, -1.04892]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-0.82875, -2.44628, -2.26439, 0.58118, -0.33787, -1.95386, -1.03887, -1.90517, 1.6773, 1.9149, 1.25586, -1.12575, -1.18602, 1.69389, 0.03799, 1.07916]","[-1.05699, -1.05956, -1.05792, -1.05624, -1.0553, 1.04879, 1.05012, 1.05143]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1]","[-1.18264, -2.22524, -0.12368, -1.08111, 0.82156, -1.87917, -0.68922, 1.09362, -0.56177, 1.81625, 1.39615, 0.77924, -1.57455, 1.05171, 1.51758, -2.55665]","[-1.05084, -1.05046, -1.05055, -1.04962, 1.05697, -1.04826, -1.05053, -1.05114]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1]","[1.09, -2.44189, 1.26239, -0.83763, -0.67389, -1.05906, 0.51255, 1.39941, 0.03105, -0.25625, -0.71541, 0.84936, 1.06522, 1.00868, -0.89459, -1.6962]","[-1.05347, -1.05957, -1.057, -1.05795, 1.05948, -1.05311, 1.05422, -1.04844]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[-0.03539, 1.28359, -0.96842, 1.47155, 0.66249, 0.38129, -1.34643, -1.32792, 0.04111, -0.83711, 1.83035, -1.45848, -1.44926, -1.8394, 1.06214, 0.49503]","[-1.05656, -1.0562, -1.05849, -1.0634, 1.05505, -1.05771, 1.0511, 1.05378]"
