Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1]","[2.16339, -0.35983, -0.91021, -1.58512, -0.84981, -0.97576, -0.87335, 1.06576, -0.72725, 1.54552, -0.0158, 1.39817, 1.35956, 0.38935, 0.90883, -0.56649]","[-1.0453, -1.04504, -1.04383, -1.04486, -1.04655, -1.04529, -1.04533, -1.0464]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-1.54253, 0.52419, 1.95704, 0.48535, 0.89244, 2.06651, 1.92187, -1.62294, 0.3138, -1.04439, -1.13446, -0.39157, -0.49751, -0.5928, -1.95034, 2.10932]","[-1.03979, -1.05033, -1.04755, -1.04313, -1.0485, -1.03853, -1.03844, 1.03901]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[-2.5811, -0.44626, 1.25059, -1.29481, 1.15856, -1.31915, 0.57349, 1.3717, 0.91472, 1.60553, -0.48643, 0.48517, -0.41473, 1.29534, -0.56857, -0.94985]","[-1.04563, -1.04165, -1.05184, -1.04444, -1.04181, -1.04532, 1.0363, -1.04551]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1]","[-0.32628, 1.35661, 0.02129, -1.59072, 1.3583, 1.70766, -0.75244, 1.16761, 1.70499, -1.18957, 1.6471, -0.35906, 0.5622, -0.92737, 1.40736, -0.13658]","[-1.0454, -1.06059, -1.05354, -1.04531, -1.04932, 1.03267, -1.04524, -1.04605]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[1.39494, -0.46571, 0.19261, -0.26494, 0.17514, -1.55711, 1.27647, -2.17889, -0.52484, 1.48675, -1.25826, -0.95961, 1.15973, 0.39011, -1.99031, 1.99045]","[-1.03877, -1.04529, -1.05086, -1.04412, -1.04625, 1.03954, -1.03813, 1.04016]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1]","[1.21999, 1.74505, 0.96635, -0.39919, -1.30555, 0.37386, 1.04401, 0.9142, -0.34325, -0.98002, 0.14216, 1.35229, 2.10371, -1.57864, -1.18448, -0.33549]","[-1.04418, -1.05757, -1.05249, -1.04669, -1.05025, 1.03353, 1.03269, -1.04573]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-3.19673, -1.73567, -0.62747, 1.20344, 0.34933, -1.9316, -0.69216, -0.22731, 0.66149, 1.76082, 1.76602, -1.68985, -1.00429, 1.13951, 1.78495, 0.43081]","[-1.03726, -1.04429, -1.04649, -1.04224, -1.04119, 1.03892, 1.03899, 1.04011]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[-1.14031, -0.05455, -0.20616, -0.9575, 0.67809, -0.59968, -2.28835, 1.30976, 0.68167, 1.42337, 0.60679, 0.59103, -0.14848, 0.63705, 1.84655, -1.7491]","[-1.04538, -1.04459, -1.04415, -1.0448, 1.05239, -1.04528, -1.04548, -1.04649]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1]","[1.64272, 0.66792, 0.78739, -1.18477, -1.41272, -2.09971, 0.32008, 2.23663, 0.42637, -0.40003, -0.27129, 0.71871, 2.13315, 0.62439, -1.15427, -1.35796]","[-1.04557, -1.04172, -1.05192, -1.04474, 1.0456, -1.04535, 1.03914, -1.04612]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1]","[-1.37412, 1.2575, -0.59276, 2.13934, 0.55199, 2.17539, -1.66822, -0.66636, 0.4981, -0.53628, 0.72845, -1.05767, -0.90724, -0.70437, 1.31019, -0.26593]","[-1.03842, -1.05535, -1.05335, -1.04241, 1.04572, -1.03804, 1.03752, 1.04055]"
