Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 0, 1, 1, 0, 0]",,"[0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0.88873, -1.09837, -1.77484, -0.91815, -2.12946, -1.10785, 0.48941, 0.41668, -1.40478, 0.14927, 1.05189, 1.94573, 1.36678, 0.44275, 1.91943, 0.01208]","[0.804, -0.95316, -0.39709, 0.6881, -0.95642, -0.94959, 0.60265, 0.6447]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]",,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-0.50792, -0.25161, 1.25543, 0.87198, 1.37462, 0.32171, 0.18887, -1.10338, 0.81901, -0.58674, -0.52078, -2.08862, -1.68452, -0.97885, -0.85937, 1.25774]","[-1.06192, -1.05675, -1.05042, -1.06047, -1.05647, -1.05858, -1.05786, 1.05914]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]",,"[1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[-1.58105, -0.26963, 0.87901, -0.88931, 0.74293, -2.06499, -0.06851, 0.43474, 1.36539, 1.70534, -1.03959, 1.08346, -1.25572, 0.49414, -0.37648, -0.65924]","[-1.03658, -1.02886, -0.83355, -1.03374, -0.85375, -1.03768, 0.89539, -1.04866]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[-1.82963, 1.20896, -0.7668, -0.32515, 0.32334, 0.4735, 0.11046, 2.51059, 0.27384, -0.22674, 1.40249, 1.49589, -1.14548, -0.16302, 1.09109, -1.41349]","[-1.06545, -1.03509, -1.0358, -1.05895, -1.05946, 1.04969, -1.05568, -1.06535]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]",,"[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0.12303, -0.53237, 1.64313, 1.44208, -1.19964, -0.11413, 1.23775, -0.66485, -0.69198, 0.61699, -0.60628, -0.51842, 0.30993, 1.72133, -0.04745, 0.98088]","[-1.06447, -1.0563, -1.06519, -1.06012, -1.06306, 1.05076, -1.06142, 1.05237]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 0, 1, 0, 1, 0, 0, 1]",,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1]","[0.5444, 0.36366, 0.46597, -0.13332, -1.56356, 0.48902, 0.11841, 1.84137, 0.2251, -0.42336, 0.36638, -0.05848, 1.41349, -1.07359, -1.21893, -1.94009]","[-1.05479, 1.03962, -1.06019, 1.04115, -1.00793, 1.01538, 1.012, -1.05614]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]",,"[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0]","[-1.57717, -2.16664, -0.27097, 1.06257, 0.50979, -0.31523, -2.58726, -1.20644, 0.85509, 0.11918, -0.07869, -1.92408, -1.24148, 1.52153, 0.90094, 0.38607]","[-1.05541, -1.04903, -1.01915, -1.02538, -1.05205, 1.03367, 1.04034, 1.041]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 0, 0, 0, 1, 1, 1]",,"[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1]","[-1.05006, -0.59675, -0.73654, -1.65837, 1.48709, -1.33984, -1.09887, 0.90295, 1.56037, 2.09873, 2.22242, -0.05431, -1.49216, 1.22876, 1.16161, -1.80223]","[-1.0537, -0.99939, 0.47532, 1.05853, 1.04628, -1.04875, -1.05344, -1.0557]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]",,"[0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1]","[1.80257, -1.66645, 0.23627, -1.55061, -1.90862, -0.54479, 1.03199, -0.04311, -0.2485, 0.65323, -0.68086, 1.62686, 0.35188, 0.95793, -1.21317, -1.64988]","[-1.01269, -0.94569, -1.02632, -0.97873, 1.05651, -1.02841, 1.03901, -0.92187]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 1, 1, 0, 0, 0]",,"[1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0]","[-1.14817, 1.67367, -1.18431, 0.30538, 0.41952, -0.04943, -1.51165, -1.00194, 1.61652, -1.96263, 0.53014, -1.50574, -0.72739, 0.01625, 0.24729, 1.26884]","[-1.05936, 0.67132, -1.05454, -1.03904, -1.03804, 1.02223, 1.02527, 1.02393]"
