Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[1.8488, -0.86561, -1.05127, -1.47677, -0.443, -0.68536, -1.3661, 1.05815, -0.9985, 1.53155, 1.62325, 2.28543, 1.90288, 1.47831, 1.50679, -1.2382]","[-1.0385, -1.03425, -1.03393, -1.03997, -1.03979, -1.03878, -1.03624, -1.03159]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0]","[-0.38654, 1.32025, 0.83905, 1.15459, 1.39228, 0.24464, 2.2411, -1.04065, 0.60424, -0.52197, -2.03917, -0.39738, -1.11009, 0.49689, -0.3923, 1.41117]","[-1.05066, -1.05755, -1.05525, -1.05169, -1.05137, -1.05264, -1.05107, 1.04003]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[0.10032, -1.22612, 2.53753, -1.5606, 0.71778, -1.69185, 0.90476, 1.24245, 0.96202, 1.0954, -0.64227, 1.01389, -0.84847, 1.1423, -1.39418, -1.44915]","[-1.04097, -1.0336, -1.03659, -1.03563, -1.03149, -1.04167, 1.05475, -1.03572]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1]","[-0.50208, 1.75687, -0.50312, -0.49482, 1.21397, 1.84317, -1.99068, -0.38891, 2.36215, 0.0885, 0.75815, 0.55934, -1.05391, -0.11945, 1.17877, -0.73321]","[-1.03645, -1.05089, -1.04585, -1.04071, -1.04304, 1.04888, -1.03499, -1.03947]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0.20038, -0.11729, 1.35781, 0.63728, -1.14605, -0.42433, 0.69603, -0.30574, -1.31636, 1.93186, -1.37134, -2.02869, 1.09878, 0.6646, -0.57624, 1.23001]","[-1.04949, -1.05197, -1.05177, -1.04861, -1.05167, 1.05113, -1.04818, 1.04803]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1]","[0.59809, 0.69185, 0.06381, -0.912, -1.02665, 0.29242, 1.56315, 0.19168, -1.46712, -1.66172, 0.16842, 1.11868, 0.53518, -1.36149, 1.05825, -1.19584]","[-1.04912, -1.05618, -1.04823, -1.05119, -1.05433, 1.04774, 1.04773, -1.04287]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0]","[-0.46729, -1.47737, -1.27756, -0.08148, 0.50534, -0.88728, -1.48162, -0.46932, -0.31381, 0.45546, 0.70973, -0.36446, -1.16876, 1.70185, -0.14154, 0.79885]","[-1.04957, -1.05469, -1.0519, -1.05238, -1.05031, 1.04627, 1.0477, 1.04457]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1]","[-1.29368, -2.33463, -1.18112, -0.57729, 1.34482, -1.94163, -0.07125, 0.57789, 1.82055, -0.21693, 0.85714, -0.03083, -1.9738, -0.04145, 0.98123, -0.61674]","[-1.03805, -1.03562, -1.03395, -1.03987, 1.06255, -1.03804, -1.03543, -1.03546]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[1.57392, -0.23602, 0.33393, -1.30689, -0.45677, -1.36453, 1.15091, 2.2876, -2.6617, 1.03742, -0.70411, 0.26407, 2.3878, 0.94123, -1.25697, -0.70842]","[-1.04162, -1.03241, -1.04165, -1.03853, 1.05354, -1.0423, 1.0536, -1.03653]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1]","[-0.586, 0.80106, -1.30231, 1.06415, 1.46403, 1.16086, -0.74057, -0.11858, 2.16178, -0.13498, 1.08151, -0.64514, -1.93643, -0.23104, 0.97968, -0.64005]","[-1.05175, -1.05917, -1.05618, -1.05862, 1.04497, -1.05302, 1.04591, 1.0444]"
