Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]","[1.73992, -1.03999, -1.51507, -0.65863, -1.21071, -0.35324, 0.46733, 2.02189, -1.51043, 0.57814, 1.22322, 1.17938, -0.17691, 1.77689, 0.92188, -1.49479]","[-1.03892, -1.04395, -1.04155, -1.0405, -1.05042, -1.0391, -1.03866, -1.04096]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0]","[0.42752, 1.72011, 1.53917, 0.55723, 1.18287, 0.9144, 0.13368, 0.64376, 1.48895, -1.94674, -1.13914, -1.07841, -0.32314, -0.94979, -0.66216, 0.76156]","[-1.04857, -1.05668, -1.05866, -1.05384, -1.05634, -1.04734, -1.04779, 1.03487]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[-1.17192, -1.35409, 0.46473, -1.92228, 1.69279, -1.27361, 1.31417, 0.8084, 0.14768, 1.33037, -1.70757, 0.92214, -1.98456, 0.80998, -1.36978, -1.5215]","[-1.04005, -1.04257, -1.04676, -1.03886, -1.04288, -1.0391, 1.04296, -1.04122]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[-2.38896, 0.66292, -0.91512, -2.43755, 0.38739, 1.42176, -1.87707, 1.46143, 1.32707, -0.36849, 1.65755, 0.75307, -2.63436, -1.33697, 0.55866, -0.04487]","[-1.03749, -1.04955, -1.05157, -1.04447, -1.03428, 1.04431, -1.03848, -1.04074]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0]","[-0.20899, -0.6936, 0.89728, 2.09079, -1.13733, 0.26904, 1.30744, -1.03995, -0.71015, 0.1409, -0.22981, -1.47471, -0.07757, 1.18567, -0.75878, 1.48379]","[-1.0476, -1.06568, -1.05866, -1.05359, -1.05637, 1.03722, -1.04512, 1.03654]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1]","[2.158, 1.10665, 0.77368, -2.01644, -1.08148, 1.88621, 0.34443, 1.17622, -0.81954, -0.72281, 0.29902, 1.824, 0.56082, -1.9394, -1.48603, -2.95096]","[-1.04369, -1.04989, -1.04639, -1.04555, -1.05138, 1.04478, 1.04342, -1.03999]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-0.46002, -0.43294, -2.17334, 1.42997, 1.99891, 0.64706, -0.30534, -0.16395, 0.82868, 0.8348, 0.12386, -0.44937, -0.77267, 1.01428, 0.89293, 0.61067]","[-1.05233, -1.05432, -1.05295, -1.05628, -1.05103, 1.03737, 1.03562, 1.03569]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1]","[-0.98014, -1.01844, -1.8396, -0.21653, 0.18455, 0.64379, -2.14194, -0.1781, 0.61058, 1.70012, 1.33625, 1.67495, -1.0772, 1.78066, 1.0063, -0.80506]","[-1.03879, -1.04522, -1.04253, -1.03985, 1.0583, -1.03894, -1.03867, -1.04157]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1]","[0.46625, -0.66304, 0.22779, -0.10154, -0.39709, -1.24347, 0.27065, 0.68584, -1.99085, 1.85894, -1.06905, 0.18766, -0.04782, 1.9028, 0.1748, -1.36981]","[-1.04006, -1.04265, -1.04765, -1.04053, 1.05214, -1.03906, 1.04328, -1.04113]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[-0.07787, 1.39726, -0.85213, 2.07209, 0.51146, 1.337, -1.54073, -1.91787, 1.03395, -0.52659, 1.32071, -1.90009, -1.57642, -0.26829, 0.78714, 0.59224]","[-1.05102, -1.05721, -1.05853, -1.0595, 1.04863, -1.05004, 1.03373, 1.03531]"
