Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]","[1.50995, -0.70111, -0.56904, -1.22352, -1.87298, -1.62959, 0.58681, 1.96448, -0.10636, 0.21471, 0.72022, 0.00377, -0.3493, 0.77109, 1.70803, -0.31825]","[-1.09128, -1.04578, -1.05307, -1.07135, -1.15584, -1.03065, -1.0621, -1.09317]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0]","[-1.35012, 0.86925, 1.23237, 1.58799, 0.85671, 1.15447, 1.12323, -1.95129, -0.27598, -0.28415, -1.74399, 0.40895, -1.2137, -1.69505, -0.41597, 1.60836]","[-1.09502, -1.04879, -1.05971, -1.05295, -1.16099, -1.02105, -1.08267, 1.13019]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]","[0.20637, -1.94321, 0.95727, -1.48668, -0.32619, -1.07138, 1.14426, 1.68379, 1.31002, 0.80372, 0.70727, 1.70332, -0.71074, 0.12023, -2.22913, -0.82864]","[-1.07951, -1.0799, -1.06709, -1.04999, -1.1336, -1.06456, 1.04294, -1.08807]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]","[-0.17919, 0.30455, -0.51534, -1.76532, 1.80511, 2.69794, -1.7199, -0.2863, 1.47777, -1.80137, 1.37202, 0.58064, -0.28499, -0.41736, 1.3524, -0.81749]","[-1.05185, -1.04866, -1.10345, -1.03283, -1.12429, 1.06937, -1.0267, -1.03603]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1]","[1.08641, -0.51838, 2.02599, 0.31303, 0.12808, -1.40719, 1.2019, -0.19306, -0.45523, 1.1252, -0.07661, -1.80512, 0.77258, 0.4694, -0.87755, -0.32936]","[-1.0741, -1.00634, -1.10856, -1.07953, -1.11338, 1.04115, -1.04739, 1.07379]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0.5235, 1.30334, 0.77604, -0.97825, -0.4772, -0.7857, 1.24828, 1.26432, -0.18528, -1.10512, -1.98405, 0.93999, 1.94918, -0.58585, -1.0733, -0.45935]","[-1.08625, -1.08203, -1.07949, -1.08268, -1.10273, 1.09373, 1.09247, -1.08832]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[-0.44305, -1.69516, -1.0685, 0.84417, 1.50906, -1.56814, -1.32463, -1.30947, 0.40361, 0.21943, 2.4267, 0.06929, -0.67637, 0.60619, 1.5555, 1.16631]","[-1.08127, -1.05622, -1.07378, -1.08755, -1.1248, 1.07436, 1.0809, 1.12555]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[-1.46962, -1.43957, -0.61203, -1.65997, 1.81404, -0.77338, 0.32618, 0.5444, 0.05358, 1.36848, 1.11131, 1.37618, -1.12074, 0.46088, 1.33286, -2.2166]","[-1.11749, -1.0267, -1.03099, -1.00373, 1.12964, -1.0024, -1.03578, -1.08735]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0.49162, -1.64159, 1.32385, -1.09241, -0.42891, -2.76546, 1.13148, 0.45122, -0.42313, 0.91512, -0.5438, 0.80952, 1.09723, 2.24248, -0.77919, -0.90375]","[-1.07182, -1.09932, -1.08005, -1.08355, 1.14857, -1.05196, 1.07635, -1.05225]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0]","[-1.99772, 0.35604, -2.07385, 1.76283, 3.00295, 1.02498, 0.16228, -0.50878, 1.16574, -0.24438, 1.45053, -1.47563, -0.09546, -0.0296, -0.22173, 1.30407]","[-1.0787, -1.07638, -1.0384, -1.07196, 1.13625, -1.04569, 1.03826, 1.09166]"
