Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1]","[1.54467, -0.35006, 0.04895, -1.63707, 0.05709, -1.5014, -0.56764, 0.24307, -0.03177, -0.22911, 2.26423, 0.62559, 1.27871, 0.72186, 0.90496, -1.4819]","[-1.24638, -1.00142, -0.98249, -1.14555, -1.00711, -1.09689, -1.04108, -1.09392]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-1.19001, 0.72799, -0.24616, 1.50779, -0.77283, 2.87541, 0.39247, -0.6323, 0.0223, -1.80503, -1.70979, -2.774, -1.07002, -0.99096, -1.77554, 0.25445]","[-1.23618, -0.89519, -0.93082, -1.10129, -0.74727, -0.99405, -0.9268, 1.01203]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[-1.09315, -2.18364, 1.17719, -0.48527, 1.47856, -0.91677, 1.55609, 1.73432, 1.6621, 0.71078, -1.4827, 0.73367, -1.54883, 1.451, -0.86882, -0.60935]","[-1.0898, -0.5296, -0.94029, -1.09363, -0.69418, -1.06708, 1.0369, -0.94781]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]","[-0.50111, 0.84365, -1.78718, -1.57805, 1.63, 1.09384, -0.79648, -0.24438, 0.4027, -0.36211, 1.12964, 0.87322, -1.79144, -1.07056, 1.53399, -1.58631]","[-1.17206, -0.73602, -0.69535, -1.10507, -0.95947, 1.04285, -1.04923, -1.08419]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[1.39594, -1.13156, 0.69536, -0.27709, -1.10056, -3.60117, 0.30674, -0.3605, -1.43407, 1.04861, -1.96984, -0.73712, 0.83399, 1.89215, -2.29223, 0.99241]","[-1.11475, -0.74929, -0.62765, -1.07272, -0.9137, 1.07623, -0.97542, 1.17642]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1]","[0.98898, 0.8861, 0.46457, -1.6236, -2.0426, 1.0389, 0.04054, 0.39203, 0.00399, 0.04326, -1.24345, 2.44944, -0.02176, -1.1939, -1.7399, -1.38983]","[-1.09424, -0.91275, -1.00315, -1.15858, -1.04631, 1.00998, 1.03553, -1.11286]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[0.33429, -1.97414, -1.4623, 1.60902, 1.06595, -0.15106, -1.17932, -0.32783, 0.01869, 1.09502, 1.10491, -1.2963, -1.13123, 2.28554, 0.8541, 0.60277]","[-1.13203, -0.84102, -0.9074, -1.14911, -1.06081, 1.11864, 1.05497, 1.10206]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1]","[-1.17379, -1.5196, -1.65264, -1.57554, 0.18126, -1.63512, -1.40386, 1.87173, 1.40774, 1.06976, 1.93817, 0.68046, -0.3112, 0.24936, -0.0996, -1.35955]","[-1.22469, -0.9092, -0.91646, -1.11837, 0.79565, -1.11082, -1.04984, -1.10515]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0.50745, -1.42102, 0.53847, -1.12966, 0.09258, -1.05724, -0.94208, 0.65831, -0.59935, 1.57874, -0.80607, 2.10617, 0.37634, 0.47532, -1.26212, -1.2059]","[-1.09637, -0.64791, -0.78933, -1.1068, 0.66102, -1.07587, 1.03486, -1.07229]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0]","[-1.72854, 1.52618, 0.14355, 0.79789, 1.06803, 0.18574, -0.13305, -0.52439, -0.38026, -1.53379, 0.39773, -1.7764, -2.05662, -0.63878, 0.81206, 1.16262]","[-1.14914, -0.65345, -0.8188, -1.11358, 0.81403, -0.99198, 1.07512, 1.1004]"
