Info positions : [ 7  9 10 11 12 13 14 15]
Target Info positions : [ 7  9 10 11 12 13 14 15]
Frozen positions : [0 1 2 3 4 5 6 8]
Code : polar 
embed dim : 64 
Rate Profile : polar
Batch size : 8192
Validation SNR : -3.0
Number of heads : 1
Number of layers: 4
Positional encoding : static
Layers : compelete
Print frequency: 100
Num of steps: 70000
64
Training Model for 8,16 anew
Number of parameters : 200201
Did not find standard validation data
Need to save for: 1000
[0/70000] At -3 dB, Loss: 1.2598578, Train BER (-3 dB) : 0.4757538, Valid BER: 0.4751740, Tgt BER: 0.4751740, Noiseless BER 0.4496918, Valid BLER : 0.9849854
Time for one step is 0.0011 minutes
[100/70000] At -3 dB, Loss: 0.9382005, Train BER (-3 dB) : 0.4001312, Valid BER: 0.3984833, Tgt BER: 0.3984833, Noiseless BER 0.1832886, Valid BLER : 0.9615479
[200/70000] At -3 dB, Loss: 0.9271618, Train BER (-3 dB) : 0.3969574, Valid BER: 0.3978577, Tgt BER: 0.3978577, Noiseless BER 0.1830292, Valid BLER : 0.9677734
[300/70000] At -3 dB, Loss: 0.9160709, Train BER (-3 dB) : 0.3934326, Valid BER: 0.3883362, Tgt BER: 0.3883362, Noiseless BER 0.1762390, Valid BLER : 0.9638672
[400/70000] At -3 dB, Loss: 0.9118739, Train BER (-3 dB) : 0.3912659, Valid BER: 0.3878632, Tgt BER: 0.3878632, Noiseless BER 0.1751099, Valid BLER : 0.9650879
[500/70000] At -3 dB, Loss: 0.9063097, Train BER (-3 dB) : 0.3870087, Valid BER: 0.3809967, Tgt BER: 0.3809967, Noiseless BER 0.1545105, Valid BLER : 0.9616699
[600/70000] At -3 dB, Loss: 0.8958831, Train BER (-3 dB) : 0.3825989, Valid BER: 0.3755646, Tgt BER: 0.3755646, Noiseless BER 0.1319122, Valid BLER : 0.9548340
[700/70000] At -3 dB, Loss: 0.8941504, Train BER (-3 dB) : 0.3838196, Valid BER: 0.3800049, Tgt BER: 0.3800049, Noiseless BER 0.1331635, Valid BLER : 0.9586182
[800/70000] At -3 dB, Loss: 0.8846403, Train BER (-3 dB) : 0.3821259, Valid BER: 0.3718262, Tgt BER: 0.3718262, Noiseless BER 0.1165314, Valid BLER : 0.9567871
[900/70000] At -3 dB, Loss: 0.8838778, Train BER (-3 dB) : 0.3772430, Valid BER: 0.3732147, Tgt BER: 0.3732147, Noiseless BER 0.1174774, Valid BLER : 0.9580078
[1000/70000] At -3 dB, Loss: 0.8756941, Train BER (-3 dB) : 0.3755493, Valid BER: 0.3729553, Tgt BER: 0.3729553, Noiseless BER 0.1119537, Valid BLER : 0.9522705
[1100/70000] At -3 dB, Loss: 0.8749295, Train BER (-3 dB) : 0.3753815, Valid BER: 0.3664703, Tgt BER: 0.3664703, Noiseless BER 0.1070709, Valid BLER : 0.9500732
[1200/70000] At -3 dB, Loss: 0.8734248, Train BER (-3 dB) : 0.3729858, Valid BER: 0.3613129, Tgt BER: 0.3613129, Noiseless BER 0.0934143, Valid BLER : 0.9443359
[1300/70000] At -3 dB, Loss: 0.8641220, Train BER (-3 dB) : 0.3692474, Valid BER: 0.3656158, Tgt BER: 0.3656158, Noiseless BER 0.0846558, Valid BLER : 0.9483643
[1400/70000] At -3 dB, Loss: 0.8623655, Train BER (-3 dB) : 0.3685760, Valid BER: 0.3617859, Tgt BER: 0.3617859, Noiseless BER 0.0884247, Valid BLER : 0.9454346
[1500/70000] At -3 dB, Loss: 0.8612709, Train BER (-3 dB) : 0.3679657, Valid BER: 0.3586273, Tgt BER: 0.3586273, Noiseless BER 0.0893860, Valid BLER : 0.9368896
[1600/70000] At -3 dB, Loss: 0.8635346, Train BER (-3 dB) : 0.3705750, Valid BER: 0.3622894, Tgt BER: 0.3622894, Noiseless BER 0.0799408, Valid BLER : 0.9329834
[1700/70000] At -3 dB, Loss: 0.8615121, Train BER (-3 dB) : 0.3710785, Valid BER: 0.3637695, Tgt BER: 0.3637695, Noiseless BER 0.0690918, Valid BLER : 0.9323730
[1800/70000] At -3 dB, Loss: 0.8605580, Train BER (-3 dB) : 0.3684692, Valid BER: 0.3573303, Tgt BER: 0.3573303, Noiseless BER 0.0491180, Valid BLER : 0.9250488
[1900/70000] At -3 dB, Loss: 0.8573413, Train BER (-3 dB) : 0.3646851, Valid BER: 0.3594513, Tgt BER: 0.3594513, Noiseless BER 0.0544739, Valid BLER : 0.9321289
[2000/70000] At -3 dB, Loss: 0.8555955, Train BER (-3 dB) : 0.3652802, Valid BER: 0.3597107, Tgt BER: 0.3597107, Noiseless BER 0.0442047, Valid BLER : 0.9287109
[2100/70000] At -3 dB, Loss: 0.8538867, Train BER (-3 dB) : 0.3655243, Valid BER: 0.3601685, Tgt BER: 0.3601685, Noiseless BER 0.0373230, Valid BLER : 0.9229736
[2200/70000] At -3 dB, Loss: 0.8458760, Train BER (-3 dB) : 0.3595734, Valid BER: 0.3597412, Tgt BER: 0.3597412, Noiseless BER 0.0354462, Valid BLER : 0.9180908
[2300/70000] At -3 dB, Loss: 0.8469100, Train BER (-3 dB) : 0.3585205, Valid BER: 0.3582458, Tgt BER: 0.3582458, Noiseless BER 0.0199280, Valid BLER : 0.9167480
[2400/70000] At -3 dB, Loss: 0.8557001, Train BER (-3 dB) : 0.3633270, Valid BER: 0.3520203, Tgt BER: 0.3520203, Noiseless BER 0.0086365, Valid BLER : 0.9094238
[2500/70000] At -3 dB, Loss: 0.8524031, Train BER (-3 dB) : 0.3613892, Valid BER: 0.3537140, Tgt BER: 0.3537140, Noiseless BER 0.0035706, Valid BLER : 0.9067383
[2600/70000] At -3 dB, Loss: 0.8446712, Train BER (-3 dB) : 0.3573914, Valid BER: 0.3545990, Tgt BER: 0.3545990, Noiseless BER 0.0025330, Valid BLER : 0.9101562
[2700/70000] At -3 dB, Loss: 0.8517703, Train BER (-3 dB) : 0.3615265, Valid BER: 0.3541260, Tgt BER: 0.3541260, Noiseless BER 0.0011597, Valid BLER : 0.9110107
[2800/70000] At -3 dB, Loss: 0.8514158, Train BER (-3 dB) : 0.3615265, Valid BER: 0.3528900, Tgt BER: 0.3528900, Noiseless BER 0.0014038, Valid BLER : 0.9044189
[2900/70000] At -3 dB, Loss: 0.8408461, Train BER (-3 dB) : 0.3521118, Valid BER: 0.3512726, Tgt BER: 0.3512726, Noiseless BER 0.0012360, Valid BLER : 0.9039307
[3000/70000] At -3 dB, Loss: 0.8481359, Train BER (-3 dB) : 0.3588104, Valid BER: 0.3544159, Tgt BER: 0.3544159, Noiseless BER 0.0005493, Valid BLER : 0.9078369
[3100/70000] At -3 dB, Loss: 0.8513721, Train BER (-3 dB) : 0.3609924, Valid BER: 0.3559265, Tgt BER: 0.3559265, Noiseless BER 0.0007019, Valid BLER : 0.9062500
[3200/70000] At -3 dB, Loss: 0.8432225, Train BER (-3 dB) : 0.3562164, Valid BER: 0.3523254, Tgt BER: 0.3523254, Noiseless BER 0.0013733, Valid BLER : 0.9041748
[3300/70000] At -3 dB, Loss: 0.8436833, Train BER (-3 dB) : 0.3558807, Valid BER: 0.3525085, Tgt BER: 0.3525085, Noiseless BER 0.0012665, Valid BLER : 0.9042969
[3400/70000] At -3 dB, Loss: 0.8441387, Train BER (-3 dB) : 0.3548737, Valid BER: 0.3505707, Tgt BER: 0.3505707, Noiseless BER 0.0017395, Valid BLER : 0.9013672
[3500/70000] At -3 dB, Loss: 0.8366607, Train BER (-3 dB) : 0.3530121, Valid BER: 0.3497009, Tgt BER: 0.3497009, Noiseless BER 0.0011749, Valid BLER : 0.9012451
[3600/70000] At -3 dB, Loss: 0.8379769, Train BER (-3 dB) : 0.3535767, Valid BER: 0.3533325, Tgt BER: 0.3533325, Noiseless BER 0.0010376, Valid BLER : 0.9031982
[3700/70000] At -3 dB, Loss: 0.8406566, Train BER (-3 dB) : 0.3547974, Valid BER: 0.3522339, Tgt BER: 0.3522339, Noiseless BER 0.0006561, Valid BLER : 0.9113770
[3800/70000] At -3 dB, Loss: 0.8420049, Train BER (-3 dB) : 0.3562164, Valid BER: 0.3491821, Tgt BER: 0.3491821, Noiseless BER 0.0012665, Valid BLER : 0.8974609
[3900/70000] At -3 dB, Loss: 0.8394613, Train BER (-3 dB) : 0.3528595, Valid BER: 0.3477783, Tgt BER: 0.3477783, Noiseless BER 0.0005035, Valid BLER : 0.8956299
[4000/70000] At -3 dB, Loss: 0.8396847, Train BER (-3 dB) : 0.3545990, Valid BER: 0.3528900, Tgt BER: 0.3528900, Noiseless BER 0.0007172, Valid BLER : 0.8996582
[4100/70000] At -3 dB, Loss: 0.8388274, Train BER (-3 dB) : 0.3534241, Valid BER: 0.3503723, Tgt BER: 0.3503723, Noiseless BER 0.0012512, Valid BLER : 0.8986816
[4200/70000] At -3 dB, Loss: 0.8380659, Train BER (-3 dB) : 0.3514252, Valid BER: 0.3500519, Tgt BER: 0.3500519, Noiseless BER 0.0010223, Valid BLER : 0.9036865
[4300/70000] At -3 dB, Loss: 0.8399477, Train BER (-3 dB) : 0.3559723, Valid BER: 0.3480072, Tgt BER: 0.3480072, Noiseless BER 0.0012665, Valid BLER : 0.8985596
[4400/70000] At -3 dB, Loss: 0.8394182, Train BER (-3 dB) : 0.3526917, Valid BER: 0.3523407, Tgt BER: 0.3523407, Noiseless BER 0.0005035, Valid BLER : 0.8984375
[4500/70000] At -3 dB, Loss: 0.8421468, Train BER (-3 dB) : 0.3543243, Valid BER: 0.3514404, Tgt BER: 0.3514404, Noiseless BER 0.0010681, Valid BLER : 0.9060059
[4600/70000] At -3 dB, Loss: 0.8401599, Train BER (-3 dB) : 0.3563080, Valid BER: 0.3495636, Tgt BER: 0.3495636, Noiseless BER 0.0004730, Valid BLER : 0.9057617
[4700/70000] At -3 dB, Loss: 0.8442159, Train BER (-3 dB) : 0.3571167, Valid BER: 0.3483429, Tgt BER: 0.3483429, Noiseless BER 0.0008392, Valid BLER : 0.8968506
