Info positions : [ 7  9 10 11 12 13 14 15]
Target Info positions : [ 7  9 10 11 12 13 14 15]
Frozen positions : [0 1 2 3 4 5 6 8]
embed dim : 64 
Batch size : 8192
Validation SNR : 3.0
Number of heads : 1
Number of layers: 3
Positional encoding : static
Layers : compelete
Print frequency: 100
Num of steps: 200000
combinational training snr:  False
64
Training Model for 8,16 anew
Number of parameters : 150471
Did not find standard validation data
Need to save for: 1000
[0/200000] At 3 dB, Loss: 1.1366661, Train BER (10 dB) : 0.4823303, Valid BER: 0.5511322, Tgt BER: 0.5511322, Noiseless BER 0.5630798, Valid BLER : 0.9862061
Time for one step is 0.0028 minutes
[100/200000] At 3 dB, Loss: 0.4449698, Train BER (10 dB) : 0.1781616, Valid BER: 0.2669220, Tgt BER: 0.2669220, Noiseless BER 0.1760406, Valid BLER : 0.9212646
[200/200000] At 3 dB, Loss: 0.2473934, Train BER (10 dB) : 0.0905457, Valid BER: 0.1968689, Tgt BER: 0.1968689, Noiseless BER 0.0502167, Valid BLER : 0.6755371
[300/200000] At 3 dB, Loss: 0.1681902, Train BER (10 dB) : 0.0575714, Valid BER: 0.1872101, Tgt BER: 0.1872101, Noiseless BER 0.0140076, Valid BLER : 0.5362549
[400/200000] At 3 dB, Loss: 0.0988254, Train BER (10 dB) : 0.0316010, Valid BER: 0.1760864, Tgt BER: 0.1760864, Noiseless BER 0.0030975, Valid BLER : 0.4943848
[500/200000] At 3 dB, Loss: 0.0645749, Train BER (10 dB) : 0.0197144, Valid BER: 0.1807251, Tgt BER: 0.1807251, Noiseless BER 0.0000000, Valid BLER : 0.4935303
[600/200000] At 3 dB, Loss: 0.0452500, Train BER (10 dB) : 0.0133667, Valid BER: 0.1816254, Tgt BER: 0.1816254, Noiseless BER 0.0000000, Valid BLER : 0.4890137
[700/200000] At 3 dB, Loss: 0.0328500, Train BER (10 dB) : 0.0093231, Valid BER: 0.1719513, Tgt BER: 0.1719513, Noiseless BER 0.0000000, Valid BLER : 0.4750977
[800/200000] At 3 dB, Loss: 0.0292015, Train BER (10 dB) : 0.0083313, Valid BER: 0.1734314, Tgt BER: 0.1734314, Noiseless BER 0.0000000, Valid BLER : 0.4847412
[900/200000] At 3 dB, Loss: 0.0207915, Train BER (10 dB) : 0.0057526, Valid BER: 0.1752472, Tgt BER: 0.1752472, Noiseless BER 0.0000000, Valid BLER : 0.4844971
[1000/200000] At 3 dB, Loss: 0.0181333, Train BER (10 dB) : 0.0048676, Valid BER: 0.1736450, Tgt BER: 0.1736450, Noiseless BER 0.0000000, Valid BLER : 0.4822998
[1100/200000] At 3 dB, Loss: 0.0187837, Train BER (10 dB) : 0.0050201, Valid BER: 0.1739502, Tgt BER: 0.1739502, Noiseless BER 0.0000000, Valid BLER : 0.4805908
[1200/200000] At 3 dB, Loss: 0.0158146, Train BER (10 dB) : 0.0043030, Valid BER: 0.1719208, Tgt BER: 0.1719208, Noiseless BER 0.0000000, Valid BLER : 0.4799805
[1300/200000] At 3 dB, Loss: 0.0158362, Train BER (10 dB) : 0.0041656, Valid BER: 0.1768646, Tgt BER: 0.1768646, Noiseless BER 0.0000000, Valid BLER : 0.4818115
[1400/200000] At 3 dB, Loss: 0.0143557, Train BER (10 dB) : 0.0037689, Valid BER: 0.1697845, Tgt BER: 0.1697845, Noiseless BER 0.0000000, Valid BLER : 0.4742432
[1500/200000] At 3 dB, Loss: 0.0147041, Train BER (10 dB) : 0.0037537, Valid BER: 0.1789551, Tgt BER: 0.1789551, Noiseless BER 0.0000000, Valid BLER : 0.4930420
[1600/200000] At 3 dB, Loss: 0.0152711, Train BER (10 dB) : 0.0039520, Valid BER: 0.1814728, Tgt BER: 0.1814728, Noiseless BER 0.0000000, Valid BLER : 0.4887695
[1700/200000] At 3 dB, Loss: 0.0147743, Train BER (10 dB) : 0.0036774, Valid BER: 0.1746979, Tgt BER: 0.1746979, Noiseless BER 0.0000000, Valid BLER : 0.4780273
[1800/200000] At 3 dB, Loss: 0.0095719, Train BER (10 dB) : 0.0024109, Valid BER: 0.1718445, Tgt BER: 0.1718445, Noiseless BER 0.0000000, Valid BLER : 0.4801025
[1900/200000] At 3 dB, Loss: 0.0118785, Train BER (10 dB) : 0.0030212, Valid BER: 0.1753693, Tgt BER: 0.1753693, Noiseless BER 0.0000000, Valid BLER : 0.4827881
[2000/200000] At 3 dB, Loss: 0.0110957, Train BER (10 dB) : 0.0028076, Valid BER: 0.1742249, Tgt BER: 0.1742249, Noiseless BER 0.0000000, Valid BLER : 0.4851074
[2100/200000] At 3 dB, Loss: 0.0128669, Train BER (10 dB) : 0.0031586, Valid BER: 0.1744995, Tgt BER: 0.1744995, Noiseless BER 0.0000000, Valid BLER : 0.4808350
[2200/200000] At 3 dB, Loss: 0.0102620, Train BER (10 dB) : 0.0026093, Valid BER: 0.1816864, Tgt BER: 0.1816864, Noiseless BER 0.0000000, Valid BLER : 0.4937744
[2300/200000] At 3 dB, Loss: 0.0111220, Train BER (10 dB) : 0.0027161, Valid BER: 0.1696930, Tgt BER: 0.1696930, Noiseless BER 0.0000000, Valid BLER : 0.4721680
[2400/200000] At 3 dB, Loss: 0.0105570, Train BER (10 dB) : 0.0027161, Valid BER: 0.1732483, Tgt BER: 0.1732483, Noiseless BER 0.0000000, Valid BLER : 0.4755859
[2500/200000] At 3 dB, Loss: 0.0110898, Train BER (10 dB) : 0.0027466, Valid BER: 0.1754303, Tgt BER: 0.1754303, Noiseless BER 0.0000000, Valid BLER : 0.4825439
[2600/200000] At 3 dB, Loss: 0.0112822, Train BER (10 dB) : 0.0027924, Valid BER: 0.1809082, Tgt BER: 0.1809082, Noiseless BER 0.0000000, Valid BLER : 0.4870605
[2700/200000] At 3 dB, Loss: 0.0118161, Train BER (10 dB) : 0.0029907, Valid BER: 0.1767731, Tgt BER: 0.1767731, Noiseless BER 0.0000000, Valid BLER : 0.4852295
[2800/200000] At 3 dB, Loss: 0.0121427, Train BER (10 dB) : 0.0030212, Valid BER: 0.1747131, Tgt BER: 0.1747131, Noiseless BER 0.0000000, Valid BLER : 0.4841309
[2900/200000] At 3 dB, Loss: 0.0099479, Train BER (10 dB) : 0.0024414, Valid BER: 0.1820068, Tgt BER: 0.1820068, Noiseless BER 0.0000000, Valid BLER : 0.4874268
