Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[0, 0, 1, 1, 1, 1, 1, 0]","[0, 0, 1, 1, 0, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0]","[-1.35803, 0.61971, -0.9502, -1.33313, -0.42294, -0.69094, -0.1099, 1.176, -1.12353, 0.4477, -0.80701, -0.94525, 0.16708, -0.95394, -1.74822, 1.62954]","[1.04123, 1.03846, -1.03896, -1.04378, 1.0357, -1.04286, -1.04366, 1.04222]"
1,"[1, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0]","[0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]","[1.7458, -0.44619, -0.86807, 1.35058, -1.1511, 1.52656, 1.13176, 0.31436, -1.13929, 0.74688, 1.68903, -0.77854, 0.81517, -1.2608, 0.46749, 0.96632]","[1.03962, 1.03622, -1.05082, -1.04516, -1.05022, -1.04264, 1.0396, 1.04098]"
2,"[1, 0, 1, 0, 1, 1, 0, 1]","[1, 0, 1, 0, 1, 1, 0, 1]","[1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]","[1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]","[-2.19706, 0.1875, -0.36471, 1.71948, -0.09666, -0.63213, 0.74448, 0.07462, 1.66685, 1.07716, 2.09272, -1.50852, -0.369, 1.28518, -0.63388, -1.01918]","[-1.03906, 1.05208, -1.03604, 1.0494, -1.03553, -1.03909, 1.04145, -1.03902]"
3,"[0, 0, 1, 1, 1, 0, 1, 0]","[1, 0, 1, 1, 1, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0]","[-0.37936, -1.13854, -1.6255, -0.87667, 2.22596, 0.7282, 0.54519, -0.288, 1.07141, -1.88554, -2.75415, -0.43496, 0.27452, 0.72263, -0.52572, 1.39245]","[-1.0442, 1.04754, -1.0385, -1.04402, -1.03983, 1.04143, -1.04418, 1.04329]"
4,"[1, 0, 1, 1, 1, 0, 0, 1]","[0, 0, 1, 1, 1, 0, 0, 1]","[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1]","[1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1]","[-0.67045, -0.71389, 1.19073, -1.77915, -0.45424, 0.05643, 1.12381, -0.10154, 0.70329, 0.85904, -0.81599, 0.74895, 1.06179, -1.16347, -1.87097, -0.0088]","[1.04048, 1.03552, -1.04028, -1.04154, -1.04296, 1.04168, 1.04148, -1.04511]"
5,"[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0]","[1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0]","[-1.51029, 0.44032, -1.8489, 0.74174, 0.03876, -0.93693, 1.9981, -1.47763, 1.09134, -0.84246, 0.81124, -0.26154, 0.8223, -1.47048, -0.95513, 1.88329]","[-1.04404, -1.05222, 1.04135, -1.04438, 1.03566, -1.0431, -1.04365, 1.04197]"
6,"[1, 1, 1, 0, 1, 1, 1, 1]","[1, 0, 0, 1, 1, 1, 1, 1]","[1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1]","[1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1]","[-1.343, 1.79106, 1.02251, 1.59838, -1.00563, -2.35308, -0.60343, 0.17873, 0.57362, -1.85043, -0.54637, 0.08676, 2.74426, 0.53116, 1.496, -1.12323]","[-1.0386, 1.03543, 1.03849, -1.03863, -1.03503, -1.03877, -1.03961, -1.03976]"
7,"[1, 1, 0, 1, 0, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[-1.51644, -1.39461, -1.84078, -0.1659, -1.02111, -1.18159, 0.61696, 0.69058, 1.20953, 0.47523, 1.84478, 2.17714, 0.32611, 1.12841, -1.04107, -0.29521]","[-1.03957, -1.0443, 1.03512, -1.03862, 1.05142, -1.03955, 1.04101, -1.0405]"
8,"[1, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1]","[-1.34842, 2.33439, -1.09775, -1.46898, 1.36217, -1.62827, 1.17678, 0.17319, 1.79017, -0.91314, 1.0947, 0.70767, -0.74051, 0.36505, -0.92442, -1.57409]","[-1.03878, 1.03954, 1.03482, -1.03707, -1.03557, -1.03876, 1.04122, -1.03926]"
9,"[1, 0, 0, 1, 1, 0, 1, 1]","[1, 0, 0, 1, 1, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]","[-1.03221, -0.85046, 0.57663, -1.03539, 1.79538, 0.83516, -1.61473, 1.76754, 0.53956, 0.60322, -1.94624, 0.47807, -1.08735, -1.06274, 0.57191, -0.78629]","[-1.04012, 1.04054, 1.03776, -1.03977, -1.03784, 1.0429, -1.03985, -1.04165]"
