Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0.31563, -0.71951, -0.4944, -2.42897, -0.56516, -1.01856, -0.66027, 1.66814, -0.55347, 0.77875, 1.38016, 1.47884, 0.43683, 0.82097, 0.88419, -1.12129]","[-1.04253, -1.04222, -1.04174, -1.04354, -1.04063, -1.0432, -1.04281, -1.0448]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]",,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-0.6184, 1.37717, 1.9988, 1.39021, 0.75312, 2.86136, 0.69121, -0.60994, 0.03364, -1.64032, -0.65144, -1.00623, -0.41028, -0.14407, -1.02744, 0.1596]","[-1.04651, -1.04461, -1.03682, -1.04669, -1.04437, -1.04625, -1.04719, 1.04427]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]",,"[1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1]","[-0.291, -1.38789, 0.87539, -2.74676, 1.93668, 0.03186, 0.94321, 0.52038, -0.24651, 2.04787, -2.21171, 2.04333, -0.63943, 1.67825, -1.36265, -0.53637]","[-1.04576, -1.04685, -1.04665, -1.0432, -1.04564, -1.04569, 1.04099, -1.04791]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 0, 1, 0, 1, 1, 1]",,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1]","[-0.83856, 1.32256, -0.69002, -1.54156, 0.20728, 1.68225, -1.62765, 1.07473, 1.23205, -1.34704, -0.08058, 0.36471, -1.53238, 0.09298, 0.23345, -1.21449]","[-1.04276, 1.0367, 1.03942, -1.0432, 1.03879, -1.04341, -1.04298, -1.04471]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]",,"[0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[1.75309, -1.8317, 0.81301, 0.92633, -1.69597, 0.952, 1.71863, -0.54773, -1.10814, 0.67605, -0.11507, -1.21448, 0.57448, 0.06607, -1.60468, 0.85277]","[-1.04543, -1.04498, -1.0388, -1.04573, -1.04321, 1.04382, -1.04577, 1.04457]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 0, 1, 1, 0, 1, 0, 1]",,"[0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1]","[1.20537, 0.52942, 0.38258, -1.2095, 0.21658, 0.16819, 0.69147, 1.08013, -0.72007, -1.03955, -1.68025, 0.41177, 0.91586, 0.10923, -0.16253, -1.60391]","[-1.04662, 1.04021, -1.04666, -1.04316, 1.03323, -1.04636, 1.04154, -1.0487]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]",,"[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-1.37663, -0.62229, -0.96152, 1.10169, 0.86275, -0.5798, -1.32723, -0.86458, 1.70025, 0.86218, 0.79533, -0.1975, -0.9328, 1.15236, 0.29229, 0.61235]","[-1.04372, -1.03801, -1.04228, -1.04447, -1.04107, 1.04187, 1.04279, 1.04386]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]",,"[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[-1.04735, -1.86939, -0.64214, -1.83334, 0.61218, -0.13738, -0.79103, 2.01327, 1.54804, 1.23782, 0.50266, 0.77165, -0.05858, 0.90546, 0.08925, -0.55514]","[-1.04297, -1.04188, -1.04136, -1.0437, 1.03575, -1.04329, -1.04307, -1.04486]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]",,"[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0.47054, -0.89552, 1.40268, -0.4032, -0.8569, -1.28701, 0.57546, 0.44576, -0.10868, 0.24699, -0.90957, 0.57237, 1.00859, 0.58223, -1.89114, -1.24044]","[-1.04537, -1.04718, -1.04655, -1.0433, 1.03287, -1.04562, 1.04072, -1.04764]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]",,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[-0.75668, 1.22874, 1.07207, 2.01635, 0.68981, 0.98908, -1.28486, -1.77603, 0.4709, -0.89594, 1.82138, -1.21581, -1.70551, -0.29964, 0.33982, 1.02988]","[-1.04759, -1.04052, -1.04252, -1.04688, 1.04093, -1.04708, 1.0424, 1.04434]"
10,"[1, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",,"[0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1]","[2.07791, 0.27476, -1.45652, -1.08553, -0.92553, 0.52557, -1.6309, 0.1638, -0.3896, -0.02113, 2.04618, 0.51824, -0.35126, -1.41174, 0.56191, -0.87258]","[-1.04574, -1.05416, -1.05281, -1.04717, -1.04709, 1.04241, -1.04733, -1.0461]"
11,"[1, 1, 1, 1, 0, 0, 1, 0]","[1, 0, 0, 1, 0, 1, 1, 0]",,"[1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0]","[-0.62674, -2.59838, 1.0203, 0.72209, -0.12255, -1.01367, 0.61517, -0.64504, 0.34576, 1.21329, 0.14111, -1.36757, 0.10048, -0.14574, -2.1044, 0.12208]","[-1.04607, 1.03808, 1.03637, -1.04666, 1.03747, -1.04614, -1.04699, 1.04461]"
12,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 1, 0, 0, 0, 1]",,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1]","[-1.67886, 1.10806, 1.12656, -1.09528, 1.52484, 0.00044, 0.57225, 1.26691, 1.7525, -1.13122, -0.54667, 0.50649, -0.11272, -2.25227, -0.58049, -1.06805]","[-1.04675, -1.04884, -1.04842, -1.04563, 1.03878, 1.04158, 1.04154, -1.04635]"
13,"[1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]",,"[0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0]","[1.49828, -0.0754, -1.04729, 1.41878, -0.93849, -1.32495, -0.58641, -0.36508, -1.13213, 2.90715, 0.99297, -0.41776, 1.25099, 0.8407, 1.40691, 1.11959]","[-1.0432, -1.03809, -1.04204, -1.04404, 1.03902, 1.04188, 1.04271, 1.04361]"
14,"[1, 1, 1, 0, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 0]",,"[0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0]","[1.28119, -0.28761, -0.41804, -1.52279, 0.54273, 0.84005, 1.5749, -0.18551, -0.86324, -0.22741, 0.56254, -0.06478, -0.82805, -1.53701, -0.88473, 1.08085]","[-1.04648, -1.04459, 1.03556, -1.04667, -1.04465, -1.04623, -1.04718, 1.04432]"
15,"[1, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 1, 0, 1]",,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1]","[1.60046, 0.97317, -1.51268, 1.54259, 1.37842, -1.65263, 1.89768, 0.14752, -1.14059, -1.98357, 1.3354, -2.40151, -0.65441, 0.71813, -0.75627, -1.08787]","[-1.04605, -1.04167, -1.04022, 1.04105, -1.04587, -1.04596, 1.04073, -1.04865]"
16,"[1, 1, 1, 0, 1, 1, 0, 0]","[0, 1, 1, 0, 1, 1, 0, 0]",,"[1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]","[-0.81298, -1.33301, 0.91936, -2.10828, -0.08526, 1.29243, -1.40445, 0.39803, 1.87335, 1.76177, -0.25244, 1.94294, 0.93238, -0.08631, 1.28141, 1.38407]","[1.04286, -1.04815, -1.04401, 1.04341, -1.04438, -1.0468, 1.04281, 1.04439]"
17,"[1, 1, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 0, 1, 1]",,"[0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1]","[0.78932, -1.23812, 1.7105, -0.62178, 1.39142, 1.47585, -0.90349, 2.36004, -1.3098, 1.47811, -1.38074, -0.85238, -1.42345, -1.26049, 1.16098, -1.89669]","[-1.04583, -1.04096, -1.04108, 1.0402, -1.04754, 1.0421, -1.04755, -1.04607]"
18,"[1, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 0, 0, 1, 0, 0, 0]",,"[1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0]","[-1.54712, 0.9535, 0.15829, -1.45804, -0.91497, 0.6659, -0.06556, -0.90812, 1.61897, -1.49693, 1.62943, 0.26179, -0.4493, 1.33208, 0.16562, 1.47383]","[-1.04479, -1.04319, 1.04184, 1.04299, -1.04111, 1.04162, 1.04269, 1.04372]"
19,"[1, 1, 1, 0, 1, 0, 0, 0]","[1, 0, 1, 0, 0, 1, 0, 0]",,"[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0]","[1.05168, 1.00574, 1.93644, 0.03429, 2.13742, 0.24722, -1.19719, -0.75555, -1.10846, -1.90272, -0.29767, 0.84811, -1.4283, -0.4478, 0.26454, 0.81113]","[-1.04714, 1.04034, -1.04312, 1.04277, 1.04046, -1.04683, 1.04235, 1.04431]"
20,"[1, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 0, 0, 1, 1, 1]",,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1]","[1.22476, 1.03975, 0.37053, 0.19978, 0.47167, -1.7397, -0.5897, 0.41956, -2.17602, -2.17432, -1.2888, -1.22455, -1.09334, 0.83136, 0.83373, -1.19094]","[-1.04278, -1.04295, -1.04054, 1.04059, 1.03954, -1.04351, -1.04303, -1.04483]"
21,"[1, 1, 1, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0]",,"[1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0]","[-1.40525, -2.35085, -1.72208, -1.95996, -0.29509, 0.6208, 0.68274, -0.56183, 0.5525, 1.51652, 0.42178, 0.00496, 1.02149, -1.22804, -1.3422, 0.06681]","[-1.04664, -1.04627, -1.04459, 1.04573, 1.0375, -1.04606, -1.04696, 1.04502]"
22,"[1, 1, 1, 0, 0, 1, 0, 1]","[1, 0, 1, 0, 1, 0, 0, 1]",,"[1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1]","[-0.17968, 1.22714, -2.22543, -0.03953, -1.73916, -0.54162, 1.50301, 1.47496, 0.89082, -0.73418, 0.62445, -1.3502, 0.98145, -0.25078, -1.96388, -1.02576]","[-1.04605, 1.04343, -1.04243, 1.04107, -1.04354, 1.04157, 1.04163, -1.04633]"
23,"[1, 1, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]",,"[0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0]","[0.76315, -0.86806, 1.47845, -1.86857, -0.66553, 1.73758, -0.47909, -1.8673, -0.83448, 0.68937, -2.44987, 0.86739, -1.25223, -2.09441, 2.72366, 2.01096]","[-1.0472, -1.04768, -1.04399, 1.04352, 1.04094, -1.04683, 1.04292, 1.04441]"
24,"[1, 1, 1, 0, 0, 0, 1, 1]","[1, 0, 1, 0, 0, 0, 1, 1]",,"[1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1]","[-1.45371, -0.89985, 0.66148, 1.70001, -0.67762, 0.70978, -1.44659, 0.47406, -0.10661, -0.13607, -1.21371, -0.7839, 1.12208, -0.48492, 0.79816, -1.20443]","[-1.04528, 1.02933, -1.041, 1.04003, 1.03226, 1.04187, -1.0468, -1.04601]"
25,"[1, 1, 1, 0, 0, 0, 1, 0]","[1, 1, 0, 0, 1, 0, 0, 0]",,"[1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0]","[-0.00715, 0.82194, -0.20723, -1.84098, 1.35056, -1.7032, 0.22376, -1.3769, -1.34628, -0.68145, 1.48614, 0.43007, -0.69839, 1.20653, 0.06273, 0.85686]","[-1.0447, -1.0429, 1.04186, 1.04312, -1.04111, 1.0418, 1.04285, 1.0439]"
26,"[1, 1, 1, 0, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 0, 0, 1]",,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1]","[0.41461, 0.31466, -1.16333, 0.06238, 1.20857, 1.37444, 1.05673, 1.17469, -0.63358, 0.90575, 0.05202, -1.30123, 1.12354, -0.76895, -1.02628, -0.04659]","[-1.04645, -1.04479, -1.04163, 1.04123, -1.04388, 1.04205, 1.04177, -1.04657]"
27,"[1, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0]",,"[1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0]","[-0.03755, 2.2631, 1.46058, 0.21291, -0.57515, -0.46736, -1.45719, -2.13056, 1.38994, -1.47399, -1.96108, 1.93765, 1.35461, 1.59333, 0.90964, 2.02444]","[-1.04404, -1.04225, -1.04367, 1.04274, 1.03822, 1.04167, 1.04264, 1.04347]"
28,"[1, 1, 0, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 1, 1, 1, 1]",,"[1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1]","[-2.10568, -0.26496, 1.8021, -0.00746, -1.50416, -1.20452, -1.49451, 0.77016, -0.31828, 0.34547, -0.37301, 0.36294, 0.15252, 1.63222, 2.08074, -0.90667]","[-1.04289, -1.0416, 1.03666, -1.04346, -1.04147, -1.0436, -1.04319, -1.04481]"
29,"[1, 1, 0, 1, 1, 1, 1, 0]","[1, 0, 1, 0, 0, 1, 1, 0]",,"[0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0]","[0.1049, 1.12444, -0.84341, 1.19537, 2.44634, 0.36049, 0.024, -1.29807, -0.97076, -1.12779, 0.62108, 0.31504, 0.00827, -0.69768, -0.84801, 0.66012]","[-1.04676, 1.03861, -1.04457, 1.04508, 1.03746, -1.04621, -1.04717, 1.04478]"
30,"[1, 1, 0, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 1, 1, 0, 1]",,"[0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1]","[1.66602, -0.38986, -1.53379, -0.03466, -0.2645, -0.00818, 1.11548, 0.88293, -1.83449, 1.71709, 0.70863, 0.66041, -1.10238, 0.8257, -1.60052, -1.80835]","[-1.04461, -1.04647, 1.0393, -1.04313, -1.0454, -1.04511, 1.0407, -1.04737]"
31,"[1, 1, 0, 1, 1, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",,"[1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0]","[-1.38244, 0.16564, 0.10793, 0.34933, -1.69826, 0.32256, -2.26338, 0.26305, 1.66394, -0.40805, -0.45942, -1.10174, 1.75055, 0.31303, 1.1333, 1.02436]","[1.04242, 1.03834, 1.03746, -1.04354, 1.03868, 1.0412, 1.04241, 1.04328]"
32,"[1, 1, 0, 1, 1, 0, 1, 1]","[0, 0, 0, 1, 0, 1, 1, 1]",,"[0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1]","[0.73598, 1.0916, 2.20254, -1.7256, 0.95495, 1.45533, -1.5548, -0.15975, -1.78868, -1.18, -1.68001, 1.66769, -1.49036, 0.24356, 1.4773, -1.17286]","[1.0404, 1.03758, 1.04002, -1.04319, 1.03937, -1.04345, -1.04298, -1.04473]"
33,"[1, 1, 0, 1, 1, 0, 1, 0]","[0, 1, 0, 1, 1, 0, 1, 0]",,"[1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[-0.0642, -0.52616, -0.88487, 1.95585, -1.2782, -1.48863, 1.43962, 0.81109, 1.96367, 1.33206, 0.88721, -1.37243, 0.26459, 1.08409, -1.16473, 0.50275]","[1.04411, -1.04471, 1.03716, -1.04577, -1.04323, 1.04375, -1.04588, 1.04479]"
34,"[1, 1, 0, 1, 1, 0, 0, 0]","[1, 1, 0, 1, 1, 0, 0, 0]",,"[0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0]","[1.7242, -1.56158, 0.64229, 1.70883, 1.05785, -1.26115, -1.55799, -1.35536, -2.44069, 0.36171, -1.58506, -1.51816, -0.80979, 0.4978, 1.40889, 1.60457]","[-1.04339, -1.03796, 1.03887, -1.04436, -1.04071, 1.04153, 1.04258, 1.04353]"
35,"[1, 1, 0, 1, 0, 1, 1, 1]","[1, 0, 0, 1, 1, 0, 1, 1]",,"[1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1]","[-0.14374, -0.09606, 0.71488, -1.92092, 0.83183, -0.67591, -1.03033, 0.67145, -0.94238, 0.80539, -0.41968, 0.94955, -1.29302, -0.5079, 1.41291, -2.23294]","[-1.04527, 1.04263, 1.03799, -1.0465, -1.0464, 1.04211, -1.04651, -1.04602]"
36,"[1, 1, 0, 1, 0, 1, 0, 0]","[0, 1, 0, 1, 0, 1, 0, 0]",,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0]","[0.31277, 1.33608, 0.68787, 0.87177, 0.09112, 0.7595, -2.65787, 0.34174, -0.93865, -1.11707, -0.48182, -0.64932, -1.18982, -1.30216, 1.41361, 1.00153]","[1.04289, -1.04083, 1.03744, -1.04678, 1.04097, -1.04705, 1.0413, 1.04351]"
37,"[1, 1, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",,"[1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1]","[-0.89691, 1.60462, 1.18053, -0.38841, -0.86748, 0.87713, -0.60807, 0.31572, 0.16151, -1.72658, -2.04269, 1.77838, 0.95244, -0.85076, 2.03315, -1.03301]","[-1.04533, -1.05407, 1.03894, -1.04674, 1.03224, 1.04203, -1.04687, -1.04597]"
38,"[1, 1, 0, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]",,"[0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0]","[1.76136, -0.85721, 0.06638, 0.61271, 1.47511, -1.42583, 1.39996, -1.4026, -0.05774, 1.31475, -0.48474, -2.93146, -0.94167, 0.07811, -0.50163, 0.9935]","[-1.04529, -1.04447, -1.03881, -1.04571, 1.04537, 1.04376, -1.04572, 1.04454]"
39,"[1, 1, 0, 1, 0, 0, 0, 1]","[1, 0, 0, 1, 0, 0, 0, 1]",,"[0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1]","[1.86219, 0.71995, -2.2606, -1.93587, 1.68414, -0.49882, 0.80247, 2.47913, -0.30932, 0.23285, 0.49231, 1.9162, -1.3203, -0.36296, -0.19475, -1.83876]","[-1.04648, 1.03643, 1.03782, -1.04545, 1.03858, 1.04134, 1.04137, -1.04649]"
