Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",,"[0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0.80968, -1.33348, -1.15103, -1.91413, -1.24516, -1.0792, 0.18661, 1.37959, -3.39075, 0.75371, 0.8751, 0.28194, 1.40278, 1.3478, 2.82681, -0.95106]","[-1.03854, -1.04223, -1.0386, -1.03876, -1.035, -1.03874, -1.03967, -1.03985]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]",,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-1.3093, 1.10079, 1.89292, 1.09146, 0.49975, 0.63089, 2.39065, -1.7503, 1.47574, -1.96141, -0.61275, -0.75596, -1.62837, -1.14412, -1.2089, 0.76622]","[-1.04418, -1.05199, -1.04077, -1.0445, -1.04096, -1.04343, -1.04392, 1.04125]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]",,"[1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[-1.22421, 0.03582, -0.09938, -0.80044, 0.61819, -1.71011, 1.17319, 1.76538, 0.65037, 2.73384, -0.78139, 0.79262, -0.89681, 0.41825, -1.29721, -1.32347]","[-1.0388, -1.04178, -1.03599, -1.03713, -1.03547, -1.03885, 1.04106, -1.03923]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",,"[1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[-1.39148, 0.81192, 0.09057, 0.06171, 2.35468, 1.45431, -0.81208, 1.18859, 0.10224, -0.6952, 1.08021, 2.82511, -0.72674, -1.2169, 1.00894, -1.66686]","[-1.04029, -1.04729, -1.05027, -1.03963, -1.03784, 1.04314, -1.03988, -1.04184]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0, 1]",,"[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1]","[1.18195, -1.23121, 0.54176, 0.81637, -0.07351, -1.39698, 1.56737, -0.08626, -0.20832, 1.37289, -0.75128, -1.17631, 0.4354, 0.25526, -1.4214, -0.34908]","[1.04074, 1.05307, 1.05571, 1.04958, 1.05132, -1.03932, 1.04114, -1.03952]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 0, 1, 1, 0, 0, 1]",,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1]","[1.05431, 1.3266, 2.36992, -1.41072, -0.48613, 2.28788, 2.18555, 1.37791, -1.14687, -0.19683, 0.76312, 0.52652, 0.28166, -1.03394, -0.07098, -2.08309]","[-1.04343, -1.04901, 1.03471, -1.04118, -1.04313, 1.04194, 1.04146, -1.04496]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]",,"[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-2.97957, -0.53342, -0.18948, 0.36855, 0.67545, -0.69122, -1.96524, -0.96122, 0.70981, 1.64727, 0.62655, -0.41055, -1.24973, 0.37447, 1.58483, 0.09858]","[-1.04375, -1.03896, -1.03701, -1.04343, -1.03937, 1.04086, 1.04123, 1.04197]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]",,"[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[-0.90937, -1.3433, -0.61239, -0.52974, 1.67143, -0.97515, -1.88146, 0.8732, 2.04401, 1.09863, 0.18704, 1.41985, -2.48932, 1.01512, 0.70401, -0.49469]","[-1.03976, -1.04317, -1.03925, -1.03953, 1.04933, -1.03964, -1.04078, -1.04051]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 1]",,"[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1]","[0.92406, -0.90869, 1.09166, -0.15856, -1.09645, -0.58292, 0.29753, 1.53745, -1.92453, 1.56637, 0.0171, 0.64968, 1.78402, 0.64849, -0.71851, -1.38513]","[-1.03928, -1.04208, 1.03528, -1.03759, 1.05133, -1.03925, 1.04108, -1.03966]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 1, 0, 1, 0, 0]",,"[1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0]","[-0.92101, 1.393, -1.19368, 0.64648, 1.15683, 1.51587, -1.60174, -1.27227, -0.18304, 0.30239, 0.43647, -1.30599, -1.76175, -1.05876, 0.65587, 1.29139]","[-1.04346, 1.03566, -1.05121, -1.04515, 1.03512, -1.04289, 1.03942, 1.04083]"
10,"[1, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 0, 1, 1]",,"[0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1]","[1.21066, 2.50229, -1.67154, -1.88623, -1.97678, 1.70738, -1.5333, 0.39653, -0.29539, -1.40843, 1.69243, 1.8861, 1.06176, -1.93917, 0.47212, -1.0256]","[-1.04024, -1.04863, -1.05048, -1.03987, 1.04473, 1.04342, -1.0399, -1.04177]"
11,"[1, 1, 1, 1, 0, 0, 1, 0]","[1, 0, 1, 0, 0, 0, 1, 0]",,"[1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0]","[-0.13307, -1.11433, 1.23516, 1.01918, -0.18265, -1.44964, -0.20257, -0.63202, 2.30536, 0.58789, 0.53611, 0.00456, -1.90875, 0.42676, -0.99627, 1.27906]","[-1.04462, 1.04231, -1.04589, 1.04146, 1.03884, 1.04124, -1.04444, 1.04337]"
12,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 1, 0, 0, 0, 1]",,"[1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1]","[-0.0446, 1.31703, 0.77341, -2.26469, 1.28179, 1.39979, 1.05655, 2.0794, -0.43382, -2.85668, -0.22877, 0.26062, -1.5294, -0.82742, -0.83983, -2.08283]","[-1.04361, -1.04874, -1.04286, -1.04177, 1.03997, 1.04206, 1.04174, -1.0452]"
13,"[1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]",,"[0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0]","[2.48817, 0.40583, -1.77887, 1.67396, -0.85603, 0.48284, -1.21463, -1.81025, -1.61192, 0.88214, 1.76966, -0.63185, 1.58123, 0.70077, 0.73085, 0.95673]","[-1.04402, -1.03829, -1.03706, -1.04468, 1.04052, 1.0412, 1.04149, 1.0421]"
14,"[1, 1, 1, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]",,"[0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0]","[0.76337, -0.35126, -1.13132, -2.33917, 1.55169, 1.05717, 1.07646, -0.3491, -0.66958, 0.15316, 0.92167, 0.65399, -0.83474, -1.85024, -0.15012, 0.83648]","[-1.04419, -1.04278, -1.04468, 1.04104, -1.04214, -1.04321, -1.04377, 1.04178]"
15,"[1, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 0, 0, 1, 1, 0, 1]",,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1]","[1.31417, -0.40195, -1.11672, 0.20368, 1.21242, 0.01683, 1.87214, 1.21075, -0.25446, -0.97606, -0.05764, -1.88106, -2.11215, 0.7767, -1.18308, -0.90618]","[-1.03855, -1.03558, 1.05605, 1.0496, -1.035, -1.03842, 1.04142, -1.03832]"
16,"[1, 1, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]",,"[1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0]","[-0.43763, -1.47026, 0.82826, -2.54075, -0.08304, -0.32614, -1.03691, -0.6467, 0.07093, 1.33745, -1.18581, 0.3725, -1.11103, -1.65023, 0.62409, 0.83279]","[-1.04501, -1.04558, -1.04281, 1.03783, 1.0353, -1.04432, 1.03919, 1.04058]"
17,"[1, 1, 1, 0, 1, 0, 1, 1]","[1, 1, 0, 0, 0, 0, 0, 1]",,"[1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1]","[-0.66473, -1.84301, 1.2183, 0.7415, 0.80299, 0.99004, -1.85021, 1.0846, -1.34475, 0.47042, -1.0958, -1.46947, -1.00758, -0.74985, -0.06173, -1.36832]","[-1.04333, -1.04139, 1.04182, 1.04432, 1.03964, 1.0421, 1.04193, -1.04515]"
18,"[1, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]",,"[1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]","[-1.48881, 1.44533, -1.34039, -0.72896, 0.35189, -1.7492, 0.94934, -1.72085, 1.64357, -0.76178, 1.31619, 0.58645, 1.1508, 0.96319, -1.20088, 0.43428]","[-1.04469, -1.0453, -1.04381, 1.04167, -1.04003, 1.04158, -1.04451, 1.04335]"
