Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[1.69235, -1.38885, -1.06098, -0.90259, -1.96529, -1.15661, -1.73706, 0.75831, -1.1142, 1.38675, 1.17509, 0.44356, 1.4874, 1.20427, 0.28341, -0.00498]","[-1.05119, -1.04742, -1.04844, -1.05009, -1.04645, -1.04918, -1.04854, -1.04967]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]",,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0]","[-1.71947, 1.87137, 1.07702, 0.94939, 0.66423, 0.02141, 0.25539, -0.56149, 1.72769, -0.2649, -1.68599, -0.91179, -0.13083, 0.02133, -0.16388, 0.00863]","[-1.05475, -1.03187, -1.0242, -1.03461, -1.03841, -1.04554, -1.04889, 1.01933]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]",,"[1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1]","[-2.56418, -2.50307, 2.21196, -1.56483, 1.37986, -0.9489, 0.27762, 0.31112, -0.38084, 1.36063, -2.91924, 1.09595, -2.01738, 1.46974, -0.45931, -1.06617]","[-1.04716, -1.02485, -1.0359, -1.03171, -1.0456, -1.0452, 1.05105, -1.04711]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[-1.26665, 1.67256, 0.21068, -0.94591, 1.09862, 1.09651, 0.20591, 0.80924, 0.293, -0.70284, 0.79728, 1.57981, -1.56514, -2.2401, 0.38528, -0.71021]","[-1.05851, -1.04666, -1.02336, -0.97201, -0.77801, 1.04008, -1.05971, -1.05342]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 1, 1, 0, 0, 0]",,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]","[0.81617, -0.52895, 0.49156, 1.01841, 0.97835, 0.02946, 0.22446, -1.11858, -0.25547, 1.23203, -0.17053, -0.37851, 0.54309, 1.20457, 0.11742, 0.86075]","[1.02515, -0.13687, 0.56911, -0.30557, -1.02186, 0.93856, 0.28394, 0.85235]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 0, 1, 0, 1, 0, 0, 1]",,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1]","[1.1795, 0.44119, 0.58264, 0.02974, -0.78819, 1.02333, 0.75874, 0.04563, -0.63852, -0.82877, -1.80272, 1.51524, 2.25999, -1.57173, 0.01884, -1.76997]","[-1.0666, 0.71014, -0.92053, 0.94448, -0.10951, 0.95021, 1.01281, -0.96318]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]",,"[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-1.87108, -1.3876, -0.71103, 0.90148, 1.97366, -1.62101, -1.21222, -0.41874, 1.37911, 2.05589, 1.13528, -1.17592, -0.17355, 1.93027, 0.75576, 0.72334]","[-1.05072, -1.05686, -1.05401, -1.05541, -1.05217, 1.05124, 1.05122, 1.0502]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]",,"[1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1]","[-1.00647, -0.53769, -1.0116, -1.64327, 1.31104, -0.82144, -1.2897, 1.63496, -0.41265, 1.54953, 0.64383, 0.21367, -0.46125, 0.60642, 1.72743, -0.95086]","[-1.05263, -1.05236, -1.04892, -1.05341, 1.04625, -1.05245, -1.05141, -1.05191]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]",,"[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]","[0.80371, -1.49605, 0.96785, -0.64835, 0.11324, -1.06355, 2.05203, 1.50672, 0.69453, 1.30942, -0.85738, 0.5864, 0.30836, 0.69856, -0.32108, -1.10473]","[-1.04451, -0.85554, -1.01888, -0.96132, -0.84501, -1.04068, 1.04327, -1.04406]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]",,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[-1.19119, 0.51195, -0.51444, 0.65092, 1.07314, 2.14612, -0.35977, -0.37374, 0.90829, -1.44383, 0.83488, -1.02592, -1.47715, -1.89505, 1.88385, 2.0793]","[-1.05249, -1.05727, -1.05478, -1.05522, 1.0455, -1.05392, 1.04394, 1.04348]"
