Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0.43494, -1.52756, -2.22553, -0.20555, -0.87199, -1.59275, -0.48454, 1.02679, -0.45031, 0.61828, 1.13409, 1.43137, 0.87564, 1.62307, 1.53524, -1.60152]","[-1.04389, -1.0432, -1.04747, -1.04416, -1.04318, -1.04421, -1.04453, -1.04455]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[0, 1, 0, 1, 0, 1, 1, 0]",,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0]","[-0.5235, 0.33391, 1.18597, 0.43383, 1.83306, 1.91037, 0.46373, 0.32218, 0.89341, -1.69982, 0.1076, -0.13508, 0.14133, -1.23745, -0.04915, 0.60461]","[1.03773, -1.04249, 1.04301, -1.04347, 1.04055, -1.04202, -1.04274, 1.03898]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[0, 0, 1, 1, 0, 0, 0, 1]",,"[1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1]","[-0.47991, -1.32545, 0.37107, -0.88051, 0.05746, -1.33773, 1.67795, -0.53825, 1.24128, 0.88267, -1.63668, 2.50401, -1.92412, -0.18233, -0.50899, -1.30647]","[1.03813, 1.03358, -1.04493, -1.04483, 1.03654, 1.03934, 1.03939, -1.04619]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 0, 0, 1, 0, 1, 1]",,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1]","[-1.79475, 0.95654, -0.48227, -0.6855, 1.86645, 1.27353, -0.32671, 2.32286, 0.13431, -0.19179, 1.59347, -0.02562, -1.09944, -0.90011, 1.80307, -1.11799]","[-1.04312, 1.03984, 1.04412, 1.04015, -1.04307, 1.04077, -1.04354, -1.04456]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 0, 0, 0, 1, 0, 1, 0]",,"[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0]","[1.05719, -1.69018, 1.11671, 1.36931, -1.74778, -0.60789, 0.29338, -1.62259, -1.25887, 2.26137, -0.8318, 0.03347, 0.59671, 1.29291, -0.11287, 1.03987]","[-1.04286, 1.03963, 1.04015, 1.03973, -1.04205, 1.03867, -1.04341, 1.04029]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]",,"[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0.43525, -0.92062, 0.58719, -1.98331, -0.82441, -0.17158, 2.90699, 1.20462, -0.45603, -1.21761, -0.31172, 1.29247, 1.1219, -0.16426, -1.39108, -0.07285]","[-1.04479, -1.04969, -1.04493, -1.04466, -1.04476, 1.0397, 1.03965, -1.04615]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 1, 0, 0, 0]",,"[1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[-1.25129, -0.91368, -1.45112, 1.35072, -0.061, -1.72028, -1.75055, 0.16807, 0.72633, 0.91465, 1.12339, -1.41214, -1.40541, 2.6918, 1.10342, 1.23013]","[1.0399, -1.03907, -1.03747, -1.04249, -1.04052, 1.03982, 1.03985, 1.04131]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]",,"[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[-0.36626, -1.75537, -0.72887, -1.3508, 0.22595, -2.07129, -0.80343, 1.13764, 0.59043, 1.47609, 0.53769, 2.5662, -0.13268, 1.54685, 1.19856, -0.85788]","[-1.04371, -1.04229, -1.04698, -1.04389, 1.0417, -1.04402, -1.04436, -1.04441]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 0, 0, 1, 0, 0, 1]",,"[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1]","[1.48271, -1.06286, 2.71706, -0.9919, -0.22777, -1.83972, 0.06681, 0.94502, -1.53338, 1.60337, -1.58626, -0.07347, 0.98087, -0.14129, -0.75798, -1.55958]","[-1.04474, -1.04534, 1.0387, 1.03873, -1.04475, 1.03969, 1.03962, -1.04607]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[0, 1, 1, 1, 1, 0, 1, 1]",,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1]","[1.00315, 1.04629, -1.18759, 0.62, 1.05965, 1.98325, -0.0184, -1.97924, 1.21344, -0.25319, 1.33658, 0.37159, -1.19561, -0.65575, 1.19823, -0.10497]","[1.03922, -1.05045, -1.05228, -1.044, -1.0435, 1.04077, -1.04334, -1.04455]"
10,"[1, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",,"[1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1]","[-0.91121, 2.4867, -1.43546, -0.61699, -1.39593, 0.98317, -0.77958, 0.86172, -1.00381, -0.59174, 1.19806, 0.48117, -0.23719, -0.9972, 1.38425, -0.90029]","[-1.04309, -1.05032, -1.05146, -1.04388, -1.04269, 1.04105, -1.04332, -1.04459]"
