Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[0, 0, 1, 1, 1, 1, 1, 0]","[0, 0, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0]","[-2.76923, 0.27175, -1.16442, -1.36246, -0.95787, -1.38204, -0.95423, 0.90292, -1.19383, 1.30759, -0.61985, -0.58311, -2.66192, -0.76338, -1.98086, 0.07924]","[1.04856, 1.04423, -1.04649, -1.04203, -1.04854, -1.04408, -1.04504, 1.04473]"
1,"[1, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 1, 1, 0]","[0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0]","[-0.40545, -0.1765, -0.45639, 1.23978, -1.80927, -0.55173, -0.08751, 0.00374, 0.14629, 1.35576, 1.02665, -0.20164, 1.10447, -2.34429, -0.80048, 0.96841]","[1.04796, 1.04501, 1.04532, -1.04171, 1.044, -1.04304, -1.04495, 1.04432]"
2,"[1, 0, 1, 0, 1, 1, 0, 1]","[1, 0, 1, 0, 0, 0, 0, 1]","[1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1]","[-1.4177, -0.92919, -0.76163, 0.33168, 1.39826, -1.506, 0.27208, 2.37339, 0.54067, -0.19335, 1.50914, -1.53232, -0.80133, -0.38904, -0.7094, -0.86852]","[-1.04636, 0.78201, -1.04784, 1.0485, 0.56204, 0.31172, 1.06094, -1.04566]"
3,"[0, 0, 1, 1, 1, 0, 1, 0]","[0, 0, 1, 1, 1, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0]","[-1.16575, -0.83474, -1.81888, -0.9268, -0.28926, -0.26984, -2.08985, 2.19423, 2.00922, -2.12991, -2.71339, -1.38038, 1.25289, 1.56194, -1.72145, 2.09225]","[1.02301, 0.60114, -1.04041, -0.98786, -0.99143, 0.70761, -1.03449, 1.0214]"
4,"[1, 0, 1, 1, 1, 0, 0, 1]","[1, 0, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1]","[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1]","[-1.31725, -1.65934, 0.92871, -2.10816, -0.8672, 0.45068, 0.8315, 1.77089, 0.53168, 0.64567, -0.79852, 0.7521, 0.95358, -0.84951, 0.43277, -0.85725]","[-1.0552, 0.93551, 0.73744, -1.05129, 0.80782, 1.05305, -0.04047, -1.05239]"
5,"[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0]","[1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0]","[-1.04976, 1.37353, -0.62472, 1.81255, -1.31957, 0.71398, 0.51189, -1.44886, 0.47134, -1.54379, 0.94387, -2.13192, 0.62394, -0.01604, -1.15351, 2.09932]","[-1.04623, -1.04849, 1.04572, -1.04055, 1.04381, -1.04257, -1.04371, 1.0457]"
6,"[1, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1]","[1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1]","[-0.9949, 0.88555, 0.38075, 0.48454, -1.96436, -0.76495, -1.09107, 1.73054, 0.42878, -0.92256, -1.60118, -0.93838, 0.10373, 1.56118, 1.18772, -0.0305]","[-1.04683, -1.04302, -1.04615, 1.04562, -1.05029, -1.05, -1.04811, -1.04828]"
7,"[1, 1, 0, 1, 0, 1, 0, 1]","[1, 0, 0, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[-1.71406, -0.36979, -1.18356, -1.15971, -1.73396, 0.67385, 1.74409, 0.41122, 1.57191, 0.55618, 0.12091, 0.3158, 0.29772, 3.11357, -1.14593, -0.56811]","[-0.98067, 0.88997, 1.03953, -1.03733, 0.32077, -0.04263, 1.05121, -1.05461]"
8,"[1, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1]","[-1.1219, 0.31944, -1.75169, -1.39143, 1.68145, -1.90283, 1.30103, 1.65412, 0.64485, -0.60423, 1.29293, 0.95871, -0.14876, 1.13832, -0.7915, -0.61157]","[-1.05208, 1.04579, 1.04701, -1.04812, -1.05858, -1.04936, 1.05265, -1.05069]"
9,"[1, 0, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0]","[-0.34858, -1.12421, -0.02855, -0.63058, 1.17815, 0.68739, -0.39403, 0.99881, 1.54797, 0.78355, -1.50455, 1.23941, -0.2592, -1.87537, 0.10733, 0.61028]","[-1.07266, -0.15949, -0.14359, 0.01648, 0.01613, -0.05223, -0.04415, -0.01809]"
