Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[0, 0, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 0, 0, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0]","[-0.80707, 0.9116, -1.33177, -0.39383, -0.17718, -1.27697, -3.02608, 2.8461, -1.45083, 2.45131, -0.88142, -0.67248, -0.93458, 0.56924, -0.96418, 1.66169]","[1.04411, -1.045, -1.03888, -1.04564, 1.04468, 1.04377, -1.04573, 1.04471]"
1,"[1, 0, 0, 1, 0, 1, 1, 0]","[1, 0, 0, 1, 1, 1, 1, 0]","[0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0]","[1.91333, 0.79936, -0.41472, 0.18144, -0.2545, 1.27736, 0.52463, -1.10013, -2.08258, 0.87706, 1.60073, -0.52455, -0.18453, -0.76046, -0.87109, 1.64875]","[-1.04647, 1.03661, 1.03587, -1.04668, -1.04454, -1.04622, -1.04715, 1.04405]"
2,"[1, 0, 1, 0, 1, 1, 0, 1]","[1, 0, 1, 0, 1, 1, 0, 1]","[1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]","[-1.47653, -1.38209, -1.55425, 1.49333, 1.43485, 0.44543, 0.78277, 1.24682, 1.84704, 1.22646, 1.17528, -1.62249, -1.64158, 1.58374, -0.34929, -1.27437]","[-1.04544, 1.02986, -1.04077, 1.04128, -1.04564, -1.04553, 1.04087, -1.04821]"
3,"[0, 0, 1, 1, 1, 0, 1, 0]","[1, 0, 1, 1, 1, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0]","[1.40014, -1.71954, -1.49177, -0.34145, 1.29904, 0.46433, 0.32272, -0.36497, 1.5047, -0.67271, -1.51506, -1.09491, 1.10853, 1.8543, -0.66946, 1.12111]","[-1.04545, 1.04326, -1.03883, -1.04576, -1.04317, 1.04375, -1.04579, 1.04474]"
4,"[1, 0, 1, 1, 1, 0, 0, 1]","[1, 0, 1, 1, 1, 0, 0, 1]","[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1]","[1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1]","[-0.73434, -1.2813, 0.04671, -1.37358, -0.30916, -0.22987, 0.00849, 1.85411, 2.86671, 0.84166, -0.14479, 2.09276, 1.11683, -2.25084, -0.98272, -1.48068]","[-1.04619, 1.03656, -1.04717, -1.04487, -1.04317, 1.04149, 1.04157, -1.04638]"
5,"[1, 1, 0, 1, 0, 1, 1, 0]","[1, 0, 1, 0, 1, 1, 1, 0]","[1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0]","[1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0]","[-1.85426, 1.86482, -0.58171, 1.00294, -0.61087, 1.10102, -0.11366, -0.82846, 1.44546, -0.3859, 1.41561, 0.05834, -0.13621, -0.26181, -0.01118, 1.14838]","[-1.04652, 1.03822, -1.04456, 1.04561, -1.04435, -1.04602, -1.04689, 1.04503]"
6,"[1, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1]","[1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1]","[-1.1509, 0.97775, 0.53064, 1.2274, -2.07436, -1.49137, -2.43079, 1.85277, 0.39206, -1.28988, -2.1279, -1.19454, 1.2505, 1.27239, 1.19876, -1.12446]","[-1.04261, -1.04278, -1.04089, 1.04018, -1.04135, -1.04358, -1.04298, -1.04473]"
7,"[1, 1, 0, 1, 0, 1, 0, 1]","[0, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[-2.0764, -1.18816, -1.44492, -2.10965, -1.3907, -1.15878, 0.59074, 2.22734, 1.91367, -0.26708, 0.29868, 0.18185, 0.54845, 1.11881, -0.35183, 0.35498]","[1.04431, -1.04339, -1.04342, 1.04611, -1.04346, 1.04355, -1.04609, 1.04494]"
8,"[1, 0, 0, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1]","[-0.53831, 1.30743, -1.60575, -1.54568, 1.2126, -1.93592, -0.03274, 0.35965, 0.47232, 0.10532, 1.33472, 0.48233, -0.76102, 1.87365, -0.86596, -1.73063]","[-1.04478, -1.04661, 1.03954, -1.04313, -1.04557, -1.04517, 1.04076, -1.04756]"
9,"[1, 0, 0, 1, 1, 0, 1, 1]","[0, 0, 0, 1, 1, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]","[1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1]","[-0.03476, -0.31403, 1.31708, 0.41261, 1.71227, 0.39392, -1.10821, -0.25257, 0.34045, 0.5869, -0.53598, 1.35017, -1.61608, -0.8237, 1.53068, -1.45093]","[1.03953, 1.04283, 1.03877, -1.04736, -1.04695, 1.04206, -1.04722, -1.04609]"
