Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[2.06409, -1.93237, -2.13087, -2.22464, -1.69463, -1.15308, -1.23426, 2.28581, -1.65842, 2.00615, 1.27944, 0.87936, 1.08752, 2.81301, 0.44083, -0.10991]","[-1.05096, -1.05253, -1.04827, -1.04997, -1.04792, -1.05031, -1.05012, -1.05097]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 0, 0]",,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0]","[-0.86972, 1.73963, 0.38252, 0.9922, 1.2309, 0.82105, 1.45503, -2.19489, 0.79016, -1.46642, -1.26042, -1.04664, -1.79842, -0.51111, 0.07403, 1.51117]","[-1.04877, -1.03515, -0.15079, -1.0542, -0.47194, -1.05695, 0.08139, 1.07384]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]",,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[-0.73332, -0.29065, 3.02007, -2.37854, 1.20456, -1.77728, 0.67541, 2.3874, 1.27509, 0.83173, -0.64875, 0.42745, -1.75678, 1.70956, -0.69891, -0.77551]","[-1.05174, -1.0501, -1.05036, -1.04931, -1.04758, -1.04934, 1.0511, -1.05082]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1]","[0.65887, 1.41715, -1.65775, -0.96989, 1.0349, 1.14624, -0.62749, 0.24835, 1.83576, -1.27457, 0.62131, 0.28977, -1.1446, -0.52083, -0.44525, -1.00921]","[-1.0599, -1.03581, -0.23728, -1.05477, -0.31303, 1.05179, -0.5255, -1.0553]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]",,"[0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0.96778, -1.65691, 0.65323, 0.91043, -1.43339, 0.65114, 0.93187, -1.5184, -1.90633, 1.47534, -1.28163, -0.44459, 0.94008, 0.51851, -1.01842, 1.15902]","[-1.05547, -0.97694, -1.03259, -1.04164, -0.95244, 0.21841, -1.05267, 1.05239]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 0, 1, 1, 0, 0, 1]",,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1]","[1.69409, 0.74704, 0.81029, -1.83041, -0.6822, 1.5496, 1.25192, 1.45316, -0.074, -1.3335, 0.43377, 1.50559, 0.30933, -0.64939, -0.14537, -1.67878]","[-1.05013, -1.02458, 1.04633, -1.04823, -1.04041, 1.04916, 1.05173, -1.04789]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 0, 0, 1, 1, 0, 0, 0]",,"[0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0]","[0.03927, -1.56596, -1.01733, -0.02003, 1.49159, -0.46474, -1.23475, -0.32001, 1.09985, 0.17617, -0.00967, -2.36794, -1.62749, -0.0246, 1.05829, 1.0639]","[-1.03859, 0.16616, 1.04902, -1.03709, -0.08116, 0.13245, 1.04424, 1.02541]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",,"[1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1]","[-1.3514, -1.71062, -1.5818, -1.26139, 1.98036, -1.18333, 0.85373, 2.76079, 1.6872, 0.2781, 1.22704, -0.53285, -1.50541, 1.83989, 1.33921, -0.90828]","[-1.05204, -0.9421, -1.0422, -1.04223, -0.68634, -1.04673, -0.79666, -1.04621]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]",,"[0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]","[2.31769, -1.56676, 0.63497, -1.25126, -1.82286, -2.09441, 1.47733, 1.46419, 0.22489, 0.28142, -0.12719, 0.91362, 0.58802, 1.24752, -0.05658, -0.38437]","[-1.05101, -1.0481, -1.04929, -1.04933, 1.0515, -1.0495, 1.05134, -1.05043]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 0, 1, 0, 1, 0, 0]",,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0]","[-1.9285, 0.02069, -1.70183, 0.77742, 1.85942, 0.7196, -1.22875, -1.43431, 0.83848, -1.39913, -0.06772, -1.56579, -1.46055, -0.21813, 0.342, 0.73645]","[-1.04944, -1.04619, 1.05037, -1.046, 1.04518, -1.0531, 1.04688, 1.04726]"
10,"[1, 1, 1, 1, 0, 0, 1, 1]","[1, 0, 0, 0, 1, 0, 1, 0]",,"[0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[2.31357, 1.57467, -1.09901, -0.43157, -0.71812, 0.20839, -1.15234, 2.02732, 0.03596, -1.24755, 1.82527, 2.33198, 0.07163, -1.72375, 0.86139, 0.37805]","[-0.91099, 0.06463, 0.02901, 0.09751, -1.01968, 0.03501, -0.00774, 0.06453]"
11,"[1, 1, 1, 1, 0, 0, 1, 0]","[1, 0, 0, 0, 1, 0, 1, 0]",,"[1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]","[-0.63947, -2.01623, 1.36395, 0.91921, 1.65406, -0.63082, 0.95368, -1.98128, 0.62874, 0.16132, -1.68395, 0.31372, 0.06789, 0.75013, -0.44723, 1.33463]","[-1.04866, 1.04888, 1.04793, 1.04618, -1.04048, 1.04967, -1.04877, 1.04686]"
12,"[1, 1, 1, 1, 0, 0, 0, 1]","[0, 1, 1, 0, 0, 0, 0, 0]",,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0]","[-2.48411, 1.69412, 0.09795, -0.96969, 1.32686, 0.80317, 1.01182, 0.54098, 1.23821, -1.80304, -1.30908, 2.04368, -1.0767, -1.67658, 0.19645, 0.04575]","[1.04267, -0.02979, -1.03481, 1.04418, 0.12432, 0.1883, 1.0435, 1.04459]"
13,"[1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 0, 1, 0]",,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0]","[2.30158, 0.08085, 0.14245, 0.61857, -2.11895, -0.50045, -1.87407, 0.65996, -2.4764, 1.17715, 0.65074, -0.3549, 2.24521, 1.30874, 0.71311, 0.77546]","[-1.04317, -0.05912, 0.01833, -0.05632, 0.0652, 0.01287, -0.02596, 0.07518]"
14,"[1, 1, 1, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]",,"[0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0]","[1.15321, -0.61793, -2.24547, -1.05759, 0.83026, 0.59968, 0.36246, -0.12105, -0.65808, 1.74684, 0.7205, 1.27229, -0.82253, 0.2725, -0.66158, 0.1636]","[-1.05557, -0.12091, -1.0492, 1.06516, -0.6156, -0.0362, -1.05419, 1.07244]"
15,"[1, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 1, 0, 1]",,"[0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1]","[1.85516, 0.75247, -0.66753, 1.40791, -0.10142, -1.47183, 0.89767, 0.85914, -1.28355, -0.31018, 1.37766, -1.65354, -0.19165, 1.524, -0.46937, -1.13694]","[-1.05138, -1.04396, -1.04499, 1.04996, -1.04615, -1.04824, 1.0514, -1.05045]"
16,"[1, 1, 1, 0, 1, 1, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 0]",,"[1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0]","[-0.38175, -0.62853, 2.12843, -2.19565, -0.73478, -0.58119, -0.20907, -0.99816, 1.86113, 1.25553, -0.71031, -0.38992, 1.42466, -2.72427, 2.32283, 3.07561]","[-1.04236, 0.40728, 1.05027, -1.04464, 0.46796, 0.04923, 1.04537, 1.03091]"
17,"[1, 1, 1, 0, 1, 0, 1, 1]","[1, 1, 0, 0, 0, 0, 0, 1]",,"[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1]","[1.0977, -0.87982, 1.71324, 1.32561, -0.52047, 0.20011, 0.41333, 0.74698, 0.39184, 1.43973, -1.65661, -1.69872, -0.71681, -0.53956, 1.59952, -1.4034]","[-1.06331, -1.04112, 0.17176, 1.04685, 0.718, 1.04816, 0.44729, -1.05123]"
18,"[1, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 0, 0, 1, 0, 1, 0]",,"[1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0]","[-1.04531, 0.64353, 0.10305, -0.05531, -0.49119, -1.20915, 1.08744, -0.60799, 2.01625, -1.16326, -0.15022, 0.52943, 1.48534, 0.97235, -1.46221, 0.61959]","[-1.04907, -1.04336, 1.04738, 1.04583, -1.0351, 1.04878, -1.04918, 1.0467]"
19,"[1, 1, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 1, 0, 0, 0]",,"[0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0]","[1.47182, 0.48887, 0.82282, -0.95438, 2.1579, -1.14629, -0.59559, -1.32235, -0.15925, -0.91907, -1.14979, 1.09583, -0.99215, 1.31863, 2.277, 0.65798]","[-1.04521, -1.04569, -1.04501, 1.04528, -1.04882, 1.04959, 1.04887, 1.04867]"
20,"[1, 1, 1, 0, 0, 1, 1, 1]","[1, 0, 0, 1, 1, 0, 0, 0]",,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0]","[0.8254, 1.27209, 1.70634, 0.729, 0.35886, -0.71968, -1.45874, 0.43154, -1.85857, -0.49686, -0.23027, -0.51401, -0.66392, 0.61156, 1.40685, 0.00702]","[-0.9901, 0.06958, 0.03946, -0.16945, -0.01788, 0.10154, 0.10807, 0.16631]"
21,"[1, 1, 1, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0]",,"[1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0]","[-0.91153, -1.29796, -0.73923, -0.1582, -0.63691, 0.27489, 1.49629, -1.41448, 0.1665, 1.50457, 0.35786, 1.48044, 1.14827, -0.93973, -0.00346, 0.09931]","[-1.05007, -1.04752, -1.04636, 1.05045, 1.05359, -1.05141, -1.05031, 1.05062]"
22,"[1, 1, 1, 0, 0, 1, 0, 1]","[1, 0, 0, 1, 1, 0, 1, 0]",,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0]","[0.22929, 0.13781, 0.91501, 0.41197, -1.13861, -0.22594, 1.7692, -0.20662, 1.32371, -0.48017, 0.26068, -2.40605, 0.90396, 0.57731, -0.81315, 0.6923]","[-1.04843, 1.05025, 1.04723, -1.04643, -1.03882, 1.0494, -1.04898, 1.04718]"
