Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 0, 0, 0, 0, 0]",,"[0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0]","[2.07599, -0.69695, -0.13394, 0.01341, -0.88238, -1.13369, -1.11396, 0.81464, -2.06509, -0.22845, 0.3458, 0.65909, 1.15981, 1.09647, 0.82329, 0.23308]","[-1.04771, -1.05402, 1.01815, 1.04302, 1.04986, 1.04688, 1.03486, 1.03413]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]",,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0]","[-1.86535, 1.52353, 0.8418, 1.1317, 0.37795, 1.21944, 1.56119, -0.16951, 1.02891, -1.97012, -0.54343, -2.82924, -0.27607, -0.43637, 0.23543, 0.87001]","[-1.04969, -1.05528, -1.04478, -1.05421, -1.05459, -1.05318, -1.03837, 1.04348]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 0, 1]",,"[1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1]","[-1.60576, -1.52601, 1.04524, -0.15238, 0.18425, -1.69858, 0.08657, 0.99771, -0.3008, 2.22923, -0.04009, 1.66035, -1.03591, -0.54331, -0.88966, -1.42262]","[-1.04704, 1.03576, -1.00149, -1.02871, 0.97727, 1.04857, 1.04491, -1.03963]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 0, 1, 0, 1, 1]",,"[1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1]","[-0.50991, 1.62692, -0.96629, -1.55825, -0.25747, 0.94826, -1.38751, 1.46856, 0.50432, -0.50214, -0.24885, -0.84415, -1.20594, -0.39874, 1.02702, -0.81006]","[-1.05419, 1.04671, -1.05076, 1.05285, -1.0506, 1.05374, -1.05062, -1.05093]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]",,"[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[2.16948, -1.72236, 0.36618, 0.39203, -2.38806, -0.47254, 1.54149, -1.15736, -1.00881, 1.69699, -1.29308, -1.25569, 1.14852, 1.11519, -0.75626, 1.39952]","[-1.0481, -1.04591, -1.04635, -1.04872, -1.04764, 1.05372, -1.04855, 1.05299]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]",,"[0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[1.41195, 1.02174, -0.02211, -1.95493, -1.08026, 0.59984, 0.52038, 0.40485, -0.90099, -2.13028, -2.52249, 0.57009, 1.32643, -0.80621, -0.82182, -1.5057]","[-1.05023, -1.04857, -1.0519, -1.05071, -1.04385, 1.05247, 1.05394, -1.04998]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]",,"[0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[0.28584, -1.63055, -1.65537, 2.40951, 1.05234, -1.42589, 0.04746, -0.77244, 2.69292, 1.67821, 0.55034, -0.9558, -0.80141, 0.89308, 1.9085, 2.0616]","[-1.04252, -1.03113, -1.04674, -1.03485, -1.02576, 1.05667, 1.04183, 1.03991]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]",,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[-0.73278, -1.17681, -0.12423, -0.40616, -0.6093, -0.39869, -0.65272, 0.84668, 0.25828, 1.18313, 1.88565, 1.74616, -1.08972, 1.16777, 1.91882, -0.81106]","[-1.04702, -1.04771, -1.04881, -1.04866, 1.05031, -1.04856, -1.04788, -1.04819]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]",,"[0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0.03475, -0.73548, 0.99843, -0.35359, -1.00972, 1.3171, 1.42318, 1.41306, -0.9629, 0.86673, -0.38479, 1.02621, 0.71178, 1.04898, -0.84832, -0.76328]","[-1.04713, -1.03732, -1.05279, -1.05136, 1.05782, -1.02899, 1.05886, -1.05075]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 0, 0, 1, 0, 1, 1]",,"[1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0]","[-2.95172, 1.18589, -0.88094, 0.2975, 1.06361, 0.5018, -1.24042, 0.09143, -0.12776, -2.63788, 1.03908, -0.41126, -1.88404, -0.48207, 2.73875, 1.53123]","[-1.0563, 1.06196, 1.03938, 1.05338, -0.83865, 1.0587, -1.05293, -1.0708]"
