Info positions : [ 7  9 10 11 12 13 14 15]
Target Info positions : [ 7  9 10 11 12 13 14 15]
Frozen positions : [0 1 2 3 4 5 6 8]
Code : polar 
embed dim : 64 
Rate Profile : polar
Batch size : 8192
Validation SNR : -3.0
Number of heads : 1
Number of layers: 3
Positional encoding : static
Layers : compelete
Print frequency: 100
Num of steps: 70000
64
Training Model for 8,16 anew
Number of parameters : 150471
Did not find standard validation data
Need to save for: 1000
[0/70000] At -3 dB, Loss: 1.1628994, Train BER (-3 dB) : 0.5217590, Valid BER: 0.4710083, Tgt BER: 0.4710083, Noiseless BER 0.4404755, Valid BLER : 0.9812012
Time for one step is 0.0009 minutes
[100/70000] At -3 dB, Loss: 0.9361957, Train BER (-3 dB) : 0.3979340, Valid BER: 0.3985596, Tgt BER: 0.3985596, Noiseless BER 0.1883392, Valid BLER : 0.9666748
[200/70000] At -3 dB, Loss: 0.9336844, Train BER (-3 dB) : 0.3984680, Valid BER: 0.3958588, Tgt BER: 0.3958588, Noiseless BER 0.1871643, Valid BLER : 0.9661865
[300/70000] At -3 dB, Loss: 0.9245176, Train BER (-3 dB) : 0.3984375, Valid BER: 0.3891296, Tgt BER: 0.3891296, Noiseless BER 0.1765137, Valid BLER : 0.9654541
[400/70000] At -3 dB, Loss: 0.9097074, Train BER (-3 dB) : 0.3882751, Valid BER: 0.3845367, Tgt BER: 0.3845367, Noiseless BER 0.1642609, Valid BLER : 0.9583740
[500/70000] At -3 dB, Loss: 0.9072418, Train BER (-3 dB) : 0.3869019, Valid BER: 0.3812103, Tgt BER: 0.3812103, Noiseless BER 0.1470032, Valid BLER : 0.9608154
[600/70000] At -3 dB, Loss: 0.8991865, Train BER (-3 dB) : 0.3833313, Valid BER: 0.3785553, Tgt BER: 0.3785553, Noiseless BER 0.1404266, Valid BLER : 0.9570312
[700/70000] At -3 dB, Loss: 0.9001310, Train BER (-3 dB) : 0.3868408, Valid BER: 0.3778076, Tgt BER: 0.3778076, Noiseless BER 0.1402130, Valid BLER : 0.9582520
[800/70000] At -3 dB, Loss: 0.8899587, Train BER (-3 dB) : 0.3815613, Valid BER: 0.3670807, Tgt BER: 0.3670807, Noiseless BER 0.1301727, Valid BLER : 0.9560547
[900/70000] At -3 dB, Loss: 0.8879378, Train BER (-3 dB) : 0.3785706, Valid BER: 0.3754120, Tgt BER: 0.3754120, Noiseless BER 0.1400299, Valid BLER : 0.9619141
[1000/70000] At -3 dB, Loss: 0.8871607, Train BER (-3 dB) : 0.3811646, Valid BER: 0.3669281, Tgt BER: 0.3669281, Noiseless BER 0.1341858, Valid BLER : 0.9522705
[1100/70000] At -3 dB, Loss: 0.8844332, Train BER (-3 dB) : 0.3788910, Valid BER: 0.3653717, Tgt BER: 0.3653717, Noiseless BER 0.1302643, Valid BLER : 0.9539795
[1200/70000] At -3 dB, Loss: 0.8752058, Train BER (-3 dB) : 0.3754883, Valid BER: 0.3620300, Tgt BER: 0.3620300, Noiseless BER 0.1257019, Valid BLER : 0.9501953
[1300/70000] At -3 dB, Loss: 0.8787910, Train BER (-3 dB) : 0.3765411, Valid BER: 0.3626099, Tgt BER: 0.3626099, Noiseless BER 0.1171570, Valid BLER : 0.9489746
[1400/70000] At -3 dB, Loss: 0.8765194, Train BER (-3 dB) : 0.3767090, Valid BER: 0.3610992, Tgt BER: 0.3610992, Noiseless BER 0.1276703, Valid BLER : 0.9499512
[1500/70000] At -3 dB, Loss: 0.8740742, Train BER (-3 dB) : 0.3741302, Valid BER: 0.3618469, Tgt BER: 0.3618469, Noiseless BER 0.1194916, Valid BLER : 0.9490967
[1600/70000] At -3 dB, Loss: 0.8690866, Train BER (-3 dB) : 0.3702087, Valid BER: 0.3596497, Tgt BER: 0.3596497, Noiseless BER 0.1128082, Valid BLER : 0.9512939
