Info positions : [ 7  9 10 11 12 13 14 15]
Target Info positions : [ 7  9 10 11 12 13 14 15]
Frozen positions : [0 1 2 3 4 5 6 8]
Code : polar 
embed dim : 64 
Rate Profile : polar
Batch size : 8192
Validation SNR : -3.0
Number of heads : 1
Number of layers: 5
Positional encoding : static
Layers : compelete
Print frequency: 100
Num of steps: 100000
64
Training Model for 8,16 anew
Number of parameters : 249931
Did not find standard validation data
Need to save for: 1000
[0/100000] At -3 dB, Loss: 1.0953581, Train BER (-3 dB) : 0.4992523, Valid BER: 0.4981079, Tgt BER: 0.4981079, Noiseless BER 0.5089874, Valid BLER : 0.9835205
Time for one step is 0.0012 minutes
[100/100000] At -3 dB, Loss: 0.9399190, Train BER (-3 dB) : 0.4007263, Valid BER: 0.3963928, Tgt BER: 0.3963928, Noiseless BER 0.1835938, Valid BLER : 0.9659424
[200/100000] At -3 dB, Loss: 0.9272020, Train BER (-3 dB) : 0.3950653, Valid BER: 0.3914185, Tgt BER: 0.3914185, Noiseless BER 0.1678009, Valid BLER : 0.9620361
[300/100000] At -3 dB, Loss: 0.9199128, Train BER (-3 dB) : 0.3947906, Valid BER: 0.3871155, Tgt BER: 0.3871155, Noiseless BER 0.1556549, Valid BLER : 0.9603271
[400/100000] At -3 dB, Loss: 0.9102383, Train BER (-3 dB) : 0.3933868, Valid BER: 0.3842163, Tgt BER: 0.3842163, Noiseless BER 0.1493530, Valid BLER : 0.9641113
[500/100000] At -3 dB, Loss: 0.9024547, Train BER (-3 dB) : 0.3879700, Valid BER: 0.3851013, Tgt BER: 0.3851013, Noiseless BER 0.1324005, Valid BLER : 0.9543457
[600/100000] At -3 dB, Loss: 0.8871790, Train BER (-3 dB) : 0.3827362, Valid BER: 0.3744659, Tgt BER: 0.3744659, Noiseless BER 0.1328735, Valid BLER : 0.9572754
[700/100000] At -3 dB, Loss: 0.8868644, Train BER (-3 dB) : 0.3805695, Valid BER: 0.3719940, Tgt BER: 0.3719940, Noiseless BER 0.1328430, Valid BLER : 0.9577637
[800/100000] At -3 dB, Loss: 0.8807353, Train BER (-3 dB) : 0.3781128, Valid BER: 0.3712006, Tgt BER: 0.3712006, Noiseless BER 0.1238556, Valid BLER : 0.9554443
[900/100000] At -3 dB, Loss: 0.8775192, Train BER (-3 dB) : 0.3775330, Valid BER: 0.3682556, Tgt BER: 0.3682556, Noiseless BER 0.1266174, Valid BLER : 0.9525146
[1000/100000] At -3 dB, Loss: 0.8696839, Train BER (-3 dB) : 0.3712006, Valid BER: 0.3637390, Tgt BER: 0.3637390, Noiseless BER 0.1136932, Valid BLER : 0.9511719
[1100/100000] At -3 dB, Loss: 0.8690172, Train BER (-3 dB) : 0.3733673, Valid BER: 0.3697510, Tgt BER: 0.3697510, Noiseless BER 0.1074677, Valid BLER : 0.9493408
[1200/100000] At -3 dB, Loss: 0.8675692, Train BER (-3 dB) : 0.3732605, Valid BER: 0.3665009, Tgt BER: 0.3665009, Noiseless BER 0.1115570, Valid BLER : 0.9500732
[1300/100000] At -3 dB, Loss: 0.8674276, Train BER (-3 dB) : 0.3712006, Valid BER: 0.3650970, Tgt BER: 0.3650970, Noiseless BER 0.1037598, Valid BLER : 0.9487305
[1400/100000] At -3 dB, Loss: 0.8604888, Train BER (-3 dB) : 0.3669739, Valid BER: 0.3614197, Tgt BER: 0.3614197, Noiseless BER 0.0900269, Valid BLER : 0.9449463
[1500/100000] At -3 dB, Loss: 0.8622977, Train BER (-3 dB) : 0.3708344, Valid BER: 0.3619080, Tgt BER: 0.3619080, Noiseless BER 0.0718536, Valid BLER : 0.9396973
[1600/100000] At -3 dB, Loss: 0.8522619, Train BER (-3 dB) : 0.3622589, Valid BER: 0.3572083, Tgt BER: 0.3572083, Noiseless BER 0.0596619, Valid BLER : 0.9323730
[1700/100000] At -3 dB, Loss: 0.8527888, Train BER (-3 dB) : 0.3651733, Valid BER: 0.3655548, Tgt BER: 0.3655548, Noiseless BER 0.0480194, Valid BLER : 0.9366455
[1800/100000] At -3 dB, Loss: 0.8480034, Train BER (-3 dB) : 0.3625031, Valid BER: 0.3532410, Tgt BER: 0.3532410, Noiseless BER 0.0410156, Valid BLER : 0.9240723
[1900/100000] At -3 dB, Loss: 0.8590389, Train BER (-3 dB) : 0.3633881, Valid BER: 0.3530426, Tgt BER: 0.3530426, Noiseless BER 0.0395050, Valid BLER : 0.9205322
[2000/100000] At -3 dB, Loss: 0.8500543, Train BER (-3 dB) : 0.3612976, Valid BER: 0.3584137, Tgt BER: 0.3584137, Noiseless BER 0.0245056, Valid BLER : 0.9256592
[2100/100000] At -3 dB, Loss: 0.8478855, Train BER (-3 dB) : 0.3588104, Valid BER: 0.3535004, Tgt BER: 0.3535004, Noiseless BER 0.0202026, Valid BLER : 0.9172363
[2200/100000] At -3 dB, Loss: 0.8480000, Train BER (-3 dB) : 0.3575745, Valid BER: 0.3551483, Tgt BER: 0.3551483, Noiseless BER 0.0158386, Valid BLER : 0.9114990
[2300/100000] At -3 dB, Loss: 0.8498134, Train BER (-3 dB) : 0.3611145, Valid BER: 0.3554993, Tgt BER: 0.3554993, Noiseless BER 0.0090332, Valid BLER : 0.9150391
[2400/100000] At -3 dB, Loss: 0.8471164, Train BER (-3 dB) : 0.3589478, Valid BER: 0.3554230, Tgt BER: 0.3554230, Noiseless BER 0.0073853, Valid BLER : 0.9160156
[2500/100000] At -3 dB, Loss: 0.8420928, Train BER (-3 dB) : 0.3574677, Valid BER: 0.3520050, Tgt BER: 0.3520050, Noiseless BER 0.0035706, Valid BLER : 0.9088135
[2600/100000] At -3 dB, Loss: 0.8499585, Train BER (-3 dB) : 0.3599396, Valid BER: 0.3543549, Tgt BER: 0.3543549, Noiseless BER 0.0047913, Valid BLER : 0.9166260
[2700/100000] At -3 dB, Loss: 0.8432353, Train BER (-3 dB) : 0.3589020, Valid BER: 0.3515930, Tgt BER: 0.3515930, Noiseless BER 0.0038605, Valid BLER : 0.9053955
[2800/100000] At -3 dB, Loss: 0.8450060, Train BER (-3 dB) : 0.3580017, Valid BER: 0.3519287, Tgt BER: 0.3519287, Noiseless BER 0.0029755, Valid BLER : 0.9062500
[2900/100000] At -3 dB, Loss: 0.8443673, Train BER (-3 dB) : 0.3566589, Valid BER: 0.3480530, Tgt BER: 0.3480530, Noiseless BER 0.0025177, Valid BLER : 0.9073486
[3000/100000] At -3 dB, Loss: 0.8399205, Train BER (-3 dB) : 0.3573914, Valid BER: 0.3466644, Tgt BER: 0.3466644, Noiseless BER 0.0026550, Valid BLER : 0.9019775
[3100/100000] At -3 dB, Loss: 0.8384367, Train BER (-3 dB) : 0.3536072, Valid BER: 0.3491058, Tgt BER: 0.3491058, Noiseless BER 0.0005341, Valid BLER : 0.9047852
[3200/100000] At -3 dB, Loss: 0.8362859, Train BER (-3 dB) : 0.3516083, Valid BER: 0.3573761, Tgt BER: 0.3573761, Noiseless BER 0.0020752, Valid BLER : 0.9066162
[3300/100000] At -3 dB, Loss: 0.8370116, Train BER (-3 dB) : 0.3532104, Valid BER: 0.3532104, Tgt BER: 0.3532104, Noiseless BER 0.0006409, Valid BLER : 0.9055176
