Info positions : [ 7  9 10 11 12 13 14 15]
Target Info positions : [ 7  9 10 11 12 13 14 15]
Frozen positions : [0 1 2 3 4 5 6 8]
embed dim : 64 
Batch size : 8192
Validation SNR : -2.0
Number of heads : 3
Number of layers: 3
Positional encoding : static
Layers : compelete
Print frequency: 100
Num of steps: 200000
combinational training snr:  False
64
Training Model for 8,16 anew
Number of parameters : 149703
Did not find standard validation data
Need to save for: 1000
[0/200000] At -2 dB, Loss: 1.9913044, Train BER (-2 dB) : 0.5295868, Valid BER: 0.4767303, Tgt BER: 0.4767303, Noiseless BER 0.4563751, Valid BLER : 0.9942627
Time for one step is 0.0040 minutes
[100/200000] At -2 dB, Loss: 0.9132446, Train BER (-2 dB) : 0.3801727, Valid BER: 0.3775177, Tgt BER: 0.3775177, Noiseless BER 0.1810760, Valid BLER : 0.9595947
[200/200000] At -2 dB, Loss: 0.8929777, Train BER (-2 dB) : 0.3762817, Valid BER: 0.3785706, Tgt BER: 0.3785706, Noiseless BER 0.1816711, Valid BLER : 0.9572754
[300/200000] At -2 dB, Loss: 0.8857437, Train BER (-2 dB) : 0.3774567, Valid BER: 0.3683929, Tgt BER: 0.3683929, Noiseless BER 0.1548309, Valid BLER : 0.9564209
[400/200000] At -2 dB, Loss: 0.8778789, Train BER (-2 dB) : 0.3708496, Valid BER: 0.3585663, Tgt BER: 0.3585663, Noiseless BER 0.1354065, Valid BLER : 0.9477539
[500/200000] At -2 dB, Loss: 0.8600005, Train BER (-2 dB) : 0.3643494, Valid BER: 0.3500977, Tgt BER: 0.3500977, Noiseless BER 0.1159515, Valid BLER : 0.9426270
[600/200000] At -2 dB, Loss: 0.8454729, Train BER (-2 dB) : 0.3598938, Valid BER: 0.3476562, Tgt BER: 0.3476562, Noiseless BER 0.1125641, Valid BLER : 0.9383545
[700/200000] At -2 dB, Loss: 0.8382463, Train BER (-2 dB) : 0.3562317, Valid BER: 0.3466187, Tgt BER: 0.3466187, Noiseless BER 0.0964203, Valid BLER : 0.9370117
[800/200000] At -2 dB, Loss: 0.8332367, Train BER (-2 dB) : 0.3541565, Valid BER: 0.3462067, Tgt BER: 0.3462067, Noiseless BER 0.0803680, Valid BLER : 0.9335938
[900/200000] At -2 dB, Loss: 0.8305352, Train BER (-2 dB) : 0.3518829, Valid BER: 0.3454895, Tgt BER: 0.3454895, Noiseless BER 0.0795898, Valid BLER : 0.9320068
[1000/200000] At -2 dB, Loss: 0.8299741, Train BER (-2 dB) : 0.3489685, Valid BER: 0.3388824, Tgt BER: 0.3388824, Noiseless BER 0.0748291, Valid BLER : 0.9218750
[1100/200000] At -2 dB, Loss: 0.8235420, Train BER (-2 dB) : 0.3487701, Valid BER: 0.3350372, Tgt BER: 0.3350372, Noiseless BER 0.0616760, Valid BLER : 0.9156494
[1200/200000] At -2 dB, Loss: 0.8196295, Train BER (-2 dB) : 0.3456268, Valid BER: 0.3327026, Tgt BER: 0.3327026, Noiseless BER 0.0620880, Valid BLER : 0.9123535
[1300/200000] At -2 dB, Loss: 0.8173857, Train BER (-2 dB) : 0.3433075, Valid BER: 0.3358307, Tgt BER: 0.3358307, Noiseless BER 0.0620117, Valid BLER : 0.9145508
[1400/200000] At -2 dB, Loss: 0.8107008, Train BER (-2 dB) : 0.3415527, Valid BER: 0.3295288, Tgt BER: 0.3295288, Noiseless BER 0.0563965, Valid BLER : 0.9049072
[1500/200000] At -2 dB, Loss: 0.8127202, Train BER (-2 dB) : 0.3419800, Valid BER: 0.3358917, Tgt BER: 0.3358917, Noiseless BER 0.0446320, Valid BLER : 0.9051514
[1600/200000] At -2 dB, Loss: 0.8092262, Train BER (-2 dB) : 0.3377380, Valid BER: 0.3307953, Tgt BER: 0.3307953, Noiseless BER 0.0447388, Valid BLER : 0.8973389
[1700/200000] At -2 dB, Loss: 0.8068069, Train BER (-2 dB) : 0.3400879, Valid BER: 0.3301392, Tgt BER: 0.3301392, Noiseless BER 0.0388947, Valid BLER : 0.8975830
[1800/200000] At -2 dB, Loss: 0.8048006, Train BER (-2 dB) : 0.3356934, Valid BER: 0.3300629, Tgt BER: 0.3300629, Noiseless BER 0.0361633, Valid BLER : 0.8977051
[1900/200000] At -2 dB, Loss: 0.8068383, Train BER (-2 dB) : 0.3388214, Valid BER: 0.3324585, Tgt BER: 0.3324585, Noiseless BER 0.0301666, Valid BLER : 0.8994141
[2000/200000] At -2 dB, Loss: 0.8002357, Train BER (-2 dB) : 0.3343964, Valid BER: 0.3332520, Tgt BER: 0.3332520, Noiseless BER 0.0250244, Valid BLER : 0.8977051
[2100/200000] At -2 dB, Loss: 0.8041803, Train BER (-2 dB) : 0.3372650, Valid BER: 0.3295593, Tgt BER: 0.3295593, Noiseless BER 0.0169983, Valid BLER : 0.8886719
[2200/200000] At -2 dB, Loss: 0.8056424, Train BER (-2 dB) : 0.3383331, Valid BER: 0.3296356, Tgt BER: 0.3296356, Noiseless BER 0.0126190, Valid BLER : 0.8856201
[2300/200000] At -2 dB, Loss: 0.7957041, Train BER (-2 dB) : 0.3327484, Valid BER: 0.3271179, Tgt BER: 0.3271179, Noiseless BER 0.0134430, Valid BLER : 0.8843994
[2400/200000] At -2 dB, Loss: 0.7954924, Train BER (-2 dB) : 0.3340607, Valid BER: 0.3296051, Tgt BER: 0.3296051, Noiseless BER 0.0047150, Valid BLER : 0.8861084
[2500/200000] At -2 dB, Loss: 0.7960556, Train BER (-2 dB) : 0.3336487, Valid BER: 0.3267365, Tgt BER: 0.3267365, Noiseless BER 0.0025024, Valid BLER : 0.8834229
[2600/200000] At -2 dB, Loss: 0.7931129, Train BER (-2 dB) : 0.3334503, Valid BER: 0.3230743, Tgt BER: 0.3230743, Noiseless BER 0.0010376, Valid BLER : 0.8742676
[2700/200000] At -2 dB, Loss: 0.7938555, Train BER (-2 dB) : 0.3312988, Valid BER: 0.3280487, Tgt BER: 0.3280487, Noiseless BER 0.0016327, Valid BLER : 0.8837891
[2800/200000] At -2 dB, Loss: 0.7895693, Train BER (-2 dB) : 0.3321838, Valid BER: 0.3239288, Tgt BER: 0.3239288, Noiseless BER 0.0013733, Valid BLER : 0.8787842
[2900/200000] At -2 dB, Loss: 0.7943698, Train BER (-2 dB) : 0.3326111, Valid BER: 0.3247986, Tgt BER: 0.3247986, Noiseless BER 0.0010376, Valid BLER : 0.8804932
[3000/200000] At -2 dB, Loss: 0.7901057, Train BER (-2 dB) : 0.3266754, Valid BER: 0.3253632, Tgt BER: 0.3253632, Noiseless BER 0.0006256, Valid BLER : 0.8804932
[3100/200000] At -2 dB, Loss: 0.7892355, Train BER (-2 dB) : 0.3296814, Valid BER: 0.3259277, Tgt BER: 0.3259277, Noiseless BER 0.0010834, Valid BLER : 0.8695068
[3200/200000] At -2 dB, Loss: 0.7951017, Train BER (-2 dB) : 0.3315430, Valid BER: 0.3198395, Tgt BER: 0.3198395, Noiseless BER 0.0011749, Valid BLER : 0.8758545
[3300/200000] At -2 dB, Loss: 0.7873486, Train BER (-2 dB) : 0.3284454, Valid BER: 0.3303223, Tgt BER: 0.3303223, Noiseless BER 0.0000000, Valid BLER : 0.8822021
[3400/200000] At -2 dB, Loss: 0.7875418, Train BER (-2 dB) : 0.3281708, Valid BER: 0.3265686, Tgt BER: 0.3265686, Noiseless BER 0.0014038, Valid BLER : 0.8808594
[3500/200000] At -2 dB, Loss: 0.7859662, Train BER (-2 dB) : 0.3276672, Valid BER: 0.3280487, Tgt BER: 0.3280487, Noiseless BER 0.0000000, Valid BLER : 0.8822021
[3600/200000] At -2 dB, Loss: 0.7920682, Train BER (-2 dB) : 0.3320618, Valid BER: 0.3254852, Tgt BER: 0.3254852, Noiseless BER 0.0000000, Valid BLER : 0.8726807
[3700/200000] At -2 dB, Loss: 0.7842240, Train BER (-2 dB) : 0.3270416, Valid BER: 0.3240509, Tgt BER: 0.3240509, Noiseless BER 0.0000000, Valid BLER : 0.8771973
[3800/200000] At -2 dB, Loss: 0.7867299, Train BER (-2 dB) : 0.3286133, Valid BER: 0.3257141, Tgt BER: 0.3257141, Noiseless BER 0.0000000, Valid BLER : 0.8770752
[3900/200000] At -2 dB, Loss: 0.7848344, Train BER (-2 dB) : 0.3272705, Valid BER: 0.3222656, Tgt BER: 0.3222656, Noiseless BER 0.0000000, Valid BLER : 0.8686523
[4000/200000] At -2 dB, Loss: 0.7898397, Train BER (-2 dB) : 0.3278503, Valid BER: 0.3211823, Tgt BER: 0.3211823, Noiseless BER 0.0000000, Valid BLER : 0.8641357
[4100/200000] At -2 dB, Loss: 0.7841284, Train BER (-2 dB) : 0.3269501, Valid BER: 0.3214569, Tgt BER: 0.3214569, Noiseless BER 0.0000000, Valid BLER : 0.8676758
[4200/200000] At -2 dB, Loss: 0.7831218, Train BER (-2 dB) : 0.3247528, Valid BER: 0.3237152, Tgt BER: 0.3237152, Noiseless BER 0.0000000, Valid BLER : 0.8731689
[4300/200000] At -2 dB, Loss: 0.7780078, Train BER (-2 dB) : 0.3222351, Valid BER: 0.3181000, Tgt BER: 0.3181000, Noiseless BER 0.0000000, Valid BLER : 0.8695068
[4400/200000] At -2 dB, Loss: 0.7803199, Train BER (-2 dB) : 0.3276062, Valid BER: 0.3199005, Tgt BER: 0.3199005, Noiseless BER 0.0000000, Valid BLER : 0.8680420
[4500/200000] At -2 dB, Loss: 0.7885736, Train BER (-2 dB) : 0.3297119, Valid BER: 0.3194275, Tgt BER: 0.3194275, Noiseless BER 0.0000000, Valid BLER : 0.8725586
[4600/200000] At -2 dB, Loss: 0.7834885, Train BER (-2 dB) : 0.3261719, Valid BER: 0.3156738, Tgt BER: 0.3156738, Noiseless BER 0.0000000, Valid BLER : 0.8632812
[4700/200000] At -2 dB, Loss: 0.7786533, Train BER (-2 dB) : 0.3245697, Valid BER: 0.3211670, Tgt BER: 0.3211670, Noiseless BER 0.0000000, Valid BLER : 0.8692627
[4800/200000] At -2 dB, Loss: 0.7794254, Train BER (-2 dB) : 0.3244324, Valid BER: 0.3247681, Tgt BER: 0.3247681, Noiseless BER 0.0000000, Valid BLER : 0.8677979
[4900/200000] At -2 dB, Loss: 0.7864122, Train BER (-2 dB) : 0.3270874, Valid BER: 0.3198395, Tgt BER: 0.3198395, Noiseless BER 0.0000000, Valid BLER : 0.8653564
[5000/200000] At -2 dB, Loss: 0.7852380, Train BER (-2 dB) : 0.3288269, Valid BER: 0.3250427, Tgt BER: 0.3250427, Noiseless BER 0.0000000, Valid BLER : 0.8726807
[5100/200000] At -2 dB, Loss: 0.7789794, Train BER (-2 dB) : 0.3244019, Valid BER: 0.3199768, Tgt BER: 0.3199768, Noiseless BER 0.0000000, Valid BLER : 0.8659668
[5200/200000] At -2 dB, Loss: 0.7902064, Train BER (-2 dB) : 0.3273468, Valid BER: 0.3236542, Tgt BER: 0.3236542, Noiseless BER 0.0000000, Valid BLER : 0.8728027
[5300/200000] At -2 dB, Loss: 0.7825253, Train BER (-2 dB) : 0.3256378, Valid BER: 0.3194885, Tgt BER: 0.3194885, Noiseless BER 0.0000000, Valid BLER : 0.8649902
[5400/200000] At -2 dB, Loss: 0.7834800, Train BER (-2 dB) : 0.3253937, Valid BER: 0.3196716, Tgt BER: 0.3196716, Noiseless BER 0.0000000, Valid BLER : 0.8602295
[5500/200000] At -2 dB, Loss: 0.7896714, Train BER (-2 dB) : 0.3299103, Valid BER: 0.3202820, Tgt BER: 0.3202820, Noiseless BER 0.0000000, Valid BLER : 0.8612061
[5600/200000] At -2 dB, Loss: 0.7776002, Train BER (-2 dB) : 0.3202667, Valid BER: 0.3192291, Tgt BER: 0.3192291, Noiseless BER 0.0000000, Valid BLER : 0.8657227
[5700/200000] At -2 dB, Loss: 0.7794135, Train BER (-2 dB) : 0.3234711, Valid BER: 0.3217621, Tgt BER: 0.3217621, Noiseless BER 0.0000000, Valid BLER : 0.8624268
[5800/200000] At -2 dB, Loss: 0.7849607, Train BER (-2 dB) : 0.3242950, Valid BER: 0.3222961, Tgt BER: 0.3222961, Noiseless BER 0.0000000, Valid BLER : 0.8685303
[5900/200000] At -2 dB, Loss: 0.7873235, Train BER (-2 dB) : 0.3266296, Valid BER: 0.3205414, Tgt BER: 0.3205414, Noiseless BER 0.0000000, Valid BLER : 0.8673096
[6000/200000] At -2 dB, Loss: 0.7822050, Train BER (-2 dB) : 0.3221893, Valid BER: 0.3209229, Tgt BER: 0.3209229, Noiseless BER 0.0000000, Valid BLER : 0.8684082
[6100/200000] At -2 dB, Loss: 0.7790401, Train BER (-2 dB) : 0.3206482, Valid BER: 0.3181305, Tgt BER: 0.3181305, Noiseless BER 0.0000000, Valid BLER : 0.8645020
[6200/200000] At -2 dB, Loss: 0.7859223, Train BER (-2 dB) : 0.3250275, Valid BER: 0.3193817, Tgt BER: 0.3193817, Noiseless BER 0.0000000, Valid BLER : 0.8557129
[6300/200000] At -2 dB, Loss: 0.7838565, Train BER (-2 dB) : 0.3242645, Valid BER: 0.3189392, Tgt BER: 0.3189392, Noiseless BER 0.0000000, Valid BLER : 0.8591309
[6400/200000] At -2 dB, Loss: 0.7745009, Train BER (-2 dB) : 0.3216095, Valid BER: 0.3203430, Tgt BER: 0.3203430, Noiseless BER 0.0000000, Valid BLER : 0.8687744
[6500/200000] At -2 dB, Loss: 0.7827802, Train BER (-2 dB) : 0.3252563, Valid BER: 0.3189697, Tgt BER: 0.3189697, Noiseless BER 0.0000000, Valid BLER : 0.8666992
[6600/200000] At -2 dB, Loss: 0.7757745, Train BER (-2 dB) : 0.3237762, Valid BER: 0.3204956, Tgt BER: 0.3204956, Noiseless BER 0.0000000, Valid BLER : 0.8620605
[6700/200000] At -2 dB, Loss: 0.7803853, Train BER (-2 dB) : 0.3221130, Valid BER: 0.3174133, Tgt BER: 0.3174133, Noiseless BER 0.0000000, Valid BLER : 0.8684082
[6800/200000] At -2 dB, Loss: 0.7818151, Train BER (-2 dB) : 0.3257751, Valid BER: 0.3175812, Tgt BER: 0.3175812, Noiseless BER 0.0000000, Valid BLER : 0.8574219
[6900/200000] At -2 dB, Loss: 0.7786349, Train BER (-2 dB) : 0.3232117, Valid BER: 0.3189545, Tgt BER: 0.3189545, Noiseless BER 0.0000000, Valid BLER : 0.8618164
[7000/200000] At -2 dB, Loss: 0.7827348, Train BER (-2 dB) : 0.3224640, Valid BER: 0.3162231, Tgt BER: 0.3162231, Noiseless BER 0.0000000, Valid BLER : 0.8590088
[7100/200000] At -2 dB, Loss: 0.7757043, Train BER (-2 dB) : 0.3231049, Valid BER: 0.3158112, Tgt BER: 0.3158112, Noiseless BER 0.0000000, Valid BLER : 0.8558350
[7200/200000] At -2 dB, Loss: 0.7758763, Train BER (-2 dB) : 0.3183746, Valid BER: 0.3193359, Tgt BER: 0.3193359, Noiseless BER 0.0000000, Valid BLER : 0.8559570
[7300/200000] At -2 dB, Loss: 0.7768587, Train BER (-2 dB) : 0.3226013, Valid BER: 0.3170166, Tgt BER: 0.3170166, Noiseless BER 0.0000000, Valid BLER : 0.8677979
[7400/200000] At -2 dB, Loss: 0.7845347, Train BER (-2 dB) : 0.3231812, Valid BER: 0.3172913, Tgt BER: 0.3172913, Noiseless BER 0.0000000, Valid BLER : 0.8623047
[7500/200000] At -2 dB, Loss: 0.7830573, Train BER (-2 dB) : 0.3252869, Valid BER: 0.3172913, Tgt BER: 0.3172913, Noiseless BER 0.0000000, Valid BLER : 0.8612061
[7600/200000] At -2 dB, Loss: 0.7806631, Train BER (-2 dB) : 0.3244324, Valid BER: 0.3133545, Tgt BER: 0.3133545, Noiseless BER 0.0000000, Valid BLER : 0.8537598
[7700/200000] At -2 dB, Loss: 0.7722728, Train BER (-2 dB) : 0.3177490, Valid BER: 0.3166962, Tgt BER: 0.3166962, Noiseless BER 0.0000000, Valid BLER : 0.8627930
[7800/200000] At -2 dB, Loss: 0.7748015, Train BER (-2 dB) : 0.3178711, Valid BER: 0.3179169, Tgt BER: 0.3179169, Noiseless BER 0.0000000, Valid BLER : 0.8607178
[7900/200000] At -2 dB, Loss: 0.7765693, Train BER (-2 dB) : 0.3202972, Valid BER: 0.3168182, Tgt BER: 0.3168182, Noiseless BER 0.0000000, Valid BLER : 0.8557129
[8000/200000] At -2 dB, Loss: 0.7797437, Train BER (-2 dB) : 0.3208160, Valid BER: 0.3169250, Tgt BER: 0.3169250, Noiseless BER 0.0000000, Valid BLER : 0.8666992
[8100/200000] At -2 dB, Loss: 0.7801466, Train BER (-2 dB) : 0.3222198, Valid BER: 0.3160553, Tgt BER: 0.3160553, Noiseless BER 0.0000000, Valid BLER : 0.8552246
[8200/200000] At -2 dB, Loss: 0.7733797, Train BER (-2 dB) : 0.3172607, Valid BER: 0.3163147, Tgt BER: 0.3163147, Noiseless BER 0.0000000, Valid BLER : 0.8569336
[8300/200000] At -2 dB, Loss: 0.7781966, Train BER (-2 dB) : 0.3220825, Valid BER: 0.3094177, Tgt BER: 0.3094177, Noiseless BER 0.0000000, Valid BLER : 0.8487549
[8400/200000] At -2 dB, Loss: 0.7729126, Train BER (-2 dB) : 0.3162537, Valid BER: 0.3111725, Tgt BER: 0.3111725, Noiseless BER 0.0000000, Valid BLER : 0.8535156
[8500/200000] At -2 dB, Loss: 0.7770398, Train BER (-2 dB) : 0.3205109, Valid BER: 0.3078156, Tgt BER: 0.3078156, Noiseless BER 0.0000000, Valid BLER : 0.8459473
[8600/200000] At -2 dB, Loss: 0.7718397, Train BER (-2 dB) : 0.3174896, Valid BER: 0.3083801, Tgt BER: 0.3083801, Noiseless BER 0.0000000, Valid BLER : 0.8454590
[8700/200000] At -2 dB, Loss: 0.7760603, Train BER (-2 dB) : 0.3162689, Valid BER: 0.3163605, Tgt BER: 0.3163605, Noiseless BER 0.0000000, Valid BLER : 0.8496094
[8800/200000] At -2 dB, Loss: 0.7710581, Train BER (-2 dB) : 0.3154755, Valid BER: 0.3125610, Tgt BER: 0.3125610, Noiseless BER 0.0000000, Valid BLER : 0.8513184
[8900/200000] At -2 dB, Loss: 0.7726033, Train BER (-2 dB) : 0.3169708, Valid BER: 0.3103790, Tgt BER: 0.3103790, Noiseless BER 0.0000000, Valid BLER : 0.8369141
[9000/200000] At -2 dB, Loss: 0.7761775, Train BER (-2 dB) : 0.3167725, Valid BER: 0.3096924, Tgt BER: 0.3096924, Noiseless BER 0.0000000, Valid BLER : 0.8353271
[9100/200000] At -2 dB, Loss: 0.7770035, Train BER (-2 dB) : 0.3175049, Valid BER: 0.3059845, Tgt BER: 0.3059845, Noiseless BER 0.0000000, Valid BLER : 0.8273926
[9200/200000] At -2 dB, Loss: 0.7700430, Train BER (-2 dB) : 0.3142548, Valid BER: 0.3058319, Tgt BER: 0.3058319, Noiseless BER 0.0000000, Valid BLER : 0.8344727
[9300/200000] At -2 dB, Loss: 0.7705843, Train BER (-2 dB) : 0.3123932, Valid BER: 0.3060913, Tgt BER: 0.3060913, Noiseless BER 0.0000000, Valid BLER : 0.8264160
[9400/200000] At -2 dB, Loss: 0.7610953, Train BER (-2 dB) : 0.3098450, Valid BER: 0.3052673, Tgt BER: 0.3052673, Noiseless BER 0.0000000, Valid BLER : 0.8260498
[9500/200000] At -2 dB, Loss: 0.7633634, Train BER (-2 dB) : 0.3105316, Valid BER: 0.3030243, Tgt BER: 0.3030243, Noiseless BER 0.0000000, Valid BLER : 0.8234863
