Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",,"[0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0.54429, -0.82118, -0.84156, -1.33432, -0.18114, -1.32679, 0.60211, 0.29391, -1.15902, 1.8277, 0.42773, 1.38139, 0.05472, 0.67293, 0.2987, -0.51416]","[-1.05461, -0.93158, -0.88087, -0.98877, -0.94613, -1.00215, -0.62981, -1.05592]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]",,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-1.38107, 1.20425, 1.14008, 0.28565, 1.98266, 1.10567, 0.87495, -0.70418, 1.78881, -0.92366, -0.80406, -0.71894, -0.61927, -1.49528, -0.98053, 1.04167]","[-1.08358, -1.08619, -1.08391, -1.09145, -1.07328, -1.08092, -1.08681, 1.09047]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 0]",,"[1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1]","[-1.2802, -1.43581, 0.7482, -1.16247, 0.40232, -1.18932, 0.78934, -0.06515, 1.8546, 1.91166, -1.7353, 1.78279, -1.4058, 2.51182, -0.44504, -1.00424]","[-1.08943, -1.0181, -0.91908, -0.20009, -0.81327, -0.06084, 0.29275, 0.49958]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1]","[-0.37231, 0.87196, -0.08338, -0.54551, 0.76221, 1.06149, -0.62253, 1.02935, 1.33779, 0.45868, 1.00004, 1.76284, -1.64377, -1.39714, 0.94712, -0.35626]","[-1.07201, -0.91037, -0.98363, -1.07793, -0.96524, 1.02329, -1.05046, -1.06841]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]",,"[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0]","[1.62307, -2.24901, 0.68449, 0.04988, -1.8668, -2.30214, 0.86486, -0.96744, -1.59463, 0.9083, 0.57949, -0.8498, 0.67459, 1.33958, -1.20659, 1.06756]","[-1.04033, -0.9721, -0.77675, -1.01828, -1.02646, 1.00324, -1.02844, 0.98181]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 0, 1, 1, 0, 1, 0, 1]",,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1]","[1.59161, -0.31596, 1.2713, -1.21804, 0.0286, 0.60003, 0.72868, 0.34013, -0.50498, -1.01253, -0.87102, 1.46792, 0.52574, 0.01619, -0.93288, -1.21084]","[-0.98829, 0.36191, -1.00975, -0.9936, 0.03642, -0.18315, 0.97545, -1.03873]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]",,"[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0]","[-1.50285, -0.0667, -0.49489, 1.32733, 0.80896, -0.73514, -0.22544, -0.88682, 0.97697, 0.14703, 1.50491, -0.20572, 0.15674, 2.18109, 1.86975, 0.35657]","[-1.07036, -1.01239, -1.02843, -1.06093, -1.01114, 1.04528, 1.06033, 1.08502]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]",,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[-1.61014, -1.61162, -0.872, -0.87021, 1.39404, 0.44241, -1.42297, 0.34882, 1.52678, 0.35673, 1.18949, 0.28359, -1.23125, 1.85991, 0.96487, -1.55833]","[-1.07926, -0.98426, -1.02145, -1.07427, 0.91177, -0.79613, -1.0547, -1.08548]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]",,"[1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]","[-0.10945, -0.66384, 2.37008, -1.95514, -0.77226, -0.31571, 1.78963, 2.07953, 0.49552, 1.51322, -0.84648, 2.45209, 1.12932, 1.66969, -2.30011, -1.73335]","[-1.0877, -0.26821, -0.30878, -0.96524, 0.67456, -1.02021, 0.83777, -1.08894]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]",,"[1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0]","[-0.50291, 1.29072, -1.05387, 0.84767, 0.89291, 1.70603, -1.33999, -1.60744, -0.39332, -0.02264, 1.59609, 0.07884, -1.9192, -1.27167, 1.37131, 1.00978]","[-1.03616, -0.52345, -0.14243, 0.26785, 1.09819, -1.02213, 1.05282, 0.95286]"
