Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 0, 1, 1, 1, 1]",,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1]","[0.877, -0.74697, -1.86968, -1.10595, -1.88944, -0.98146, -0.78469, -0.41875, -0.58448, -0.0352, 0.5329, -0.21448, 0.89716, 0.57704, 0.92744, -0.90992]","[-0.87995, -0.93882, 0.01878, 0.63564, -0.48941, -0.42225, -0.47152, -0.32673]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]",,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-1.30722, 1.50616, 0.51206, 1.32979, 1.57303, 0.62622, 0.14326, -1.61388, 0.64695, -1.68503, -1.27953, -0.79899, -0.46628, -0.9002, -1.17211, 2.07978]","[-1.09077, -1.07961, -1.08403, -1.08995, -1.07598, -1.08971, -1.08581, 1.10253]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 1, 1, 1, 1]",,"[1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1]","[-1.10386, -0.03301, 0.81929, -0.8375, -0.43834, -1.80655, -0.63696, 0.39297, 0.7013, 2.40754, -2.02436, 0.37668, 0.07924, 1.14399, -0.00936, -0.73427]","[-1.10378, -0.99398, 1.02065, -1.00691, -0.81433, -1.00986, -0.83133, -1.0552]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1]","[-0.23701, 0.40497, -0.1377, -1.84847, 1.73304, 1.02523, -1.05368, 0.4292, 0.06943, -0.51128, 0.88835, 0.62292, -1.05921, -1.28119, -0.48327, -3.10174]","[-1.10652, -1.02676, -1.09701, -1.06813, -0.85067, 0.96735, -0.60263, -0.99202]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]",,"[0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0.01057, -0.79216, 0.00221, 0.01687, 0.89681, -0.6783, 0.26837, -0.29222, -1.08992, 2.51869, -1.4013, -1.67642, 0.45084, 0.91592, -1.0811, 2.48065]","[-1.05815, -1.01418, -1.01599, -0.98504, -0.84768, 1.00779, -1.03873, 1.06327]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 0, 1, 1]",,"[0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1]","[0.66399, 0.99119, -0.04195, -0.96488, -0.33518, 1.73423, 1.11328, 0.65991, -2.17338, -1.1249, -0.41364, 1.49745, 1.38883, -2.21439, 0.43185, -0.77929]","[-1.00387, -1.03806, -0.94851, -1.00954, 0.55047, 1.03966, -0.20126, -1.01213]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 1]",,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[-1.28607, -0.40861, 0.2879, 0.01507, 1.32625, -0.79644, -1.24793, 0.11522, 1.50015, 0.35616, 0.22327, -0.40368, 0.92839, 0.82335, 0.87864, 0.40454]","[-1.02213, -0.27218, -0.39964, -0.02222, 0.39593, 0.15407, 0.11661, -0.35912]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]",,"[1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[-0.95354, -1.66453, -0.35674, -0.7108, 0.55645, -2.37467, 0.31993, 1.2535, 0.53651, 0.63575, 0.65824, 0.8109, -2.25982, 0.83462, 0.2156, -1.7603]","[-1.07948, -1.05046, -0.96008, -1.07179, 0.96414, -1.02925, -0.95651, -1.09056]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]",,"[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0.87796, -0.30612, 1.94631, -0.12461, -0.22088, -0.72493, 0.9427, 1.14, -0.96359, 1.40028, -0.3153, 0.0077, 0.86862, 1.12562, -2.04586, -0.31822]","[-1.08681, -1.08854, -1.10475, -1.09272, 1.1074, -1.11035, 1.09613, -1.11053]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]",,"[0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0]","[1.04313, -0.13335, -1.36533, 1.17264, 0.45646, 2.05779, -1.3292, -0.09376, 0.58182, -2.03379, 0.20902, 0.81933, -0.84501, -1.24003, 0.18552, 0.74896]","[-1.06393, -0.48067, -0.96902, -0.67337, 1.05173, -0.92681, 1.01184, 1.05348]"
10,"[1, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 1]",,"[0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1]","[1.12861, 0.36627, -1.20925, -0.14512, 0.75237, 1.13532, -1.2996, 0.84974, 0.58511, -1.4502, -0.11002, 1.8495, 1.00045, -0.70703, 1.03181, -0.66752]","[-0.94231, -1.04026, 0.4459, -1.01507, 0.92277, 1.04474, -1.04711, -1.06868]"
