Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 0, 0, 0, 0, 1, 1]",,"[0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1]","[0.22923, -0.67448, 0.53467, -0.22965, -0.4483, -1.27138, -0.45301, 1.24443, 0.42018, -0.38065, 0.67842, -0.03256, 2.73922, -0.04992, 0.70982, -2.93443]","[0.45062, -0.15083, 0.06759, 0.08782, 0.88182, 0.33933, -0.82524, -0.34004]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 0]",,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0]","[0.03542, 1.32373, 1.40946, 0.22249, 0.11593, 0.32102, 2.01124, -0.04829, 0.56169, -1.53689, 0.55412, -1.14939, -1.19872, -1.22023, -0.42179, 0.55102]","[-1.10021, -1.04437, 0.17263, -1.02572, -1.00172, -0.98182, -1.00199, 0.91173]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]",,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1]","[-0.92193, -1.79314, 1.30367, -1.3911, 0.28251, -0.76813, 0.37753, 0.80471, 0.34627, 1.69009, -1.21868, 0.51824, -1.49123, -0.83158, -1.04176, -1.77023]","[-1.05406, -0.83689, -1.09212, -1.07691, -0.75153, -0.03237, 1.00829, -1.06743]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1]","[-1.96783, 1.25824, -0.50549, -1.37244, 0.2737, 0.82663, -2.02665, 1.53816, 1.3244, -1.69639, -0.65013, 1.45763, 0.24002, -0.06723, 3.39119, -0.75503]","[-0.95247, -1.0093, -0.51401, -1.01313, -0.00489, 1.06455, -1.01104, -1.00239]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 1]",,"[0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0]","[1.00437, -0.03769, 1.02588, 1.37671, -2.21137, -0.59681, 0.7067, 0.24069, -0.66486, 1.42882, -1.39993, -1.33467, 0.15485, 1.70494, -1.6402, 2.31202]","[-1.09383, -0.46761, -0.50374, -0.06769, -0.7537, 0.0622, -0.11446, -0.41333]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]",,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[1.06509, 1.50867, 0.98082, -1.31392, -0.58202, 1.28993, 0.94068, 0.97571, -0.3024, -1.76528, -1.13335, 2.51943, 0.06118, -0.00775, -2.03894, -1.15634]","[-1.08843, -1.08485, -1.10348, -1.09345, -1.0891, 1.04636, 1.04445, -1.09791]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]",,"[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-1.51363, -0.45817, -2.25802, 0.43544, 1.61022, -1.06898, -1.04682, -0.24306, 0.81302, 1.42351, 1.7914, -1.27258, -1.19726, 1.55558, 1.88611, 1.41201]","[-1.09255, -1.08845, -1.09702, -1.08834, -1.08179, 1.05691, 1.06727, 1.10303]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]",,"[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[-1.18471, -0.74015, -0.91111, -1.53817, 1.80336, -1.58684, -0.39557, 2.63794, 1.35564, 1.09964, 1.03847, 0.13862, -0.0709, 1.2887, 1.9943, -0.07959]","[-1.10563, -1.04987, -1.03861, -1.09064, 1.13353, -1.05289, -1.0229, -1.0858]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]",,"[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0.86028, -0.61496, 0.95041, -2.07252, -0.94972, -0.64222, 1.23238, 0.20452, -0.48264, 0.93127, -0.39527, 1.36361, 0.27951, 2.04713, -2.146, -0.21543]","[-1.09683, -1.0766, -1.09372, -1.07141, 1.13172, -1.08316, 1.06685, -1.10313]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]",,"[1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[-0.85288, 0.30958, -1.43587, 0.46369, -0.14803, 1.38621, -1.41348, -0.08828, 0.25396, -0.41246, 0.19683, -1.38514, -1.27295, -2.40741, 0.53111, 1.60586]","[-1.08574, -1.04702, -1.05069, -1.08466, 0.85958, -1.00875, 1.01921, 1.06362]"
10,"[1, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 0, 1, 1]",,"[0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1]","[1.48275, 1.08998, -1.28746, -1.58699, 0.548, 0.89301, -0.347, 2.28542, -1.82808, -0.30381, 0.68956, 1.8113, 0.96813, -1.44173, 1.42518, -1.76982]","[-1.07617, -1.02887, -1.0282, -1.08249, 0.94997, 1.07736, -1.02274, -1.06404]"
11,"[1, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]",,"[1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0]","[-0.01127, -0.44312, 2.07102, 0.84583, 0.99013, -1.3565, 1.37815, -1.31315, 0.14883, 0.56063, -2.09313, -1.48123, -1.32187, 0.82574, -1.81056, 1.34868]","[-1.06648, -1.09968, -1.11367, -1.10067, 1.13324, 1.08394, -1.07807, 1.11166]"
12,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 1, 0, 0, 0, 1]",,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1]","[-1.58644, 0.30738, 2.22601, -0.91235, 0.10012, 0.99055, 0.78906, 1.08581, 0.24398, -0.69501, -0.73404, 0.62495, -2.5665, -1.19002, -1.07158, -1.79885]","[-1.07734, -1.1045, -1.11907, -1.07751, 1.12132, 1.0543, 1.08316, -1.06985]"
