Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1]","[0.78503, -0.64734, -0.15206, -0.6645, -0.99378, -1.19301, -0.72375, 2.83749, -0.72975, 2.03073, -0.25574, 0.52036, 0.32948, 0.37187, 0.84769, -0.84732]","[-1.01097, -0.38786, -0.60591, -0.91869, -0.20595, -0.88579, -0.94406, -0.87389]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-1.03488, 1.6394, 1.27924, 0.68471, 0.96525, 1.39533, 0.61641, -0.42744, 1.09683, -1.35209, -1.33798, -0.10285, -1.21131, -1.09005, -1.13179, 1.50392]","[-1.06011, -0.3377, -0.57019, -0.88741, -0.28711, -0.77903, -0.9128, 0.86968]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1]","[0.07479, -0.13387, 1.51829, -0.05916, 0.53935, -0.12884, 1.91302, -0.19798, -0.14219, 1.0644, -1.42507, 1.87662, -0.7758, 1.1946, -1.28349, -1.97122]","[-0.78356, -0.01689, -0.18229, -0.76724, -0.72168, -0.77396, 0.76788, -0.87184]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1]","[-0.08219, 1.4325, 0.00518, -1.44799, 0.40771, 1.91517, -0.91262, 0.62448, 0.27208, -1.07672, -0.27658, 1.23029, -0.75961, -1.28393, 0.41343, -0.42043]","[-0.9359, -0.30089, -0.29878, -0.87884, -0.58749, 0.77196, -0.82718, -0.87915]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0]","[-0.63539, -1.88691, 1.06179, -0.55863, -0.90984, -1.18003, 1.26542, -1.09132, -0.80951, -0.0028, -0.41927, -1.73707, 1.6892, 0.43894, -0.98681, 0.5289]","[-0.89773, -0.37094, -0.24239, -0.85419, -0.59615, 0.73335, -0.76548, 0.8707]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0.85311, 0.52877, 0.95485, -1.26709, -1.05907, 0.72057, 1.83713, 1.04873, -1.2308, -1.45073, -0.40645, 0.22558, 1.38655, -1.64324, -0.51906, -1.76893]","[-0.93113, -0.38021, -0.61731, -0.7132, -0.3098, 0.90959, 0.95009, -0.93116]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0]","[-1.12067, -0.87905, -0.46202, 0.29168, 0.02726, 0.11389, -0.0389, -0.54134, 1.00479, -0.02227, 1.95587, -0.50106, -1.85965, 0.65817, 1.35887, 0.07828]","[-0.87588, -0.56395, -0.64406, -0.77318, -0.57044, 1.01193, 1.03757, 0.93894]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[-0.79783, -1.81734, -2.07886, -1.69022, 1.20585, -1.24492, -1.14608, 0.66312, 0.74308, 0.77492, 2.08349, 0.68321, -1.38365, 0.2601, 0.43713, -2.12848]","[-1.03451, -0.41902, -0.57704, -0.88655, -0.00285, -0.87877, -0.92287, -0.83044]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1]","[0.46053, -0.02553, 1.2617, -0.55848, -0.2058, -1.43587, 1.99477, 1.5838, -2.63421, 0.53244, 0.12142, 0.31535, 2.2296, 1.55248, -0.54736, -1.33439]","[-0.8112, -0.05482, -0.18233, -0.75791, 0.45358, -0.78261, 0.72457, -0.89842]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[-0.74279, 1.30129, -1.18867, 0.36394, 1.59683, -0.03604, -2.05532, -0.85674, 1.28301, -1.12302, 2.29992, -0.41747, -0.5579, -1.18843, 1.95717, 1.87088]","[-0.81456, -0.06025, -0.38487, -0.8475, 0.4441, -0.74569, 0.73095, 0.88001]"
10,"[1, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 0, 1, 1]","[0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1]","[0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1]","[0.95029, 0.89204, -1.03751, -2.15629, -0.94804, 0.20207, -1.31647, 1.287, -2.38931, -0.54457, -0.11297, 0.80369, 1.70886, -0.65766, 1.04241, -1.58112]","[-0.9874, -0.30876, -0.34522, -0.93257, 0.49474, 0.72578, -0.82735, -0.89832]"
11,"[1, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0]","[-1.93752, -2.12068, 0.04813, 0.33393, 1.37965, -1.82218, 1.13431, -0.60306, 1.42092, 1.09552, -1.20035, -0.62889, -1.70324, 1.06625, -1.77151, 0.29743]","[-0.99024, -0.28922, -0.33917, -1.00045, 0.40426, 0.76757, -0.77808, 0.87519]"
12,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 1, 0, 0, 0, 1]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1]","[-0.68226, 1.10446, 0.31756, -1.52547, 1.80159, 1.3774, 1.10816, 0.80159, 2.08443, -1.38645, -0.78004, 0.31925, -0.32572, -2.39361, -0.89043, -1.67848]","[-0.8886, -0.78408, -0.64137, -0.7409, 0.75953, 1.09451, 1.14669, -0.93728]"
13,"[1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]","[0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0]","[0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]","[0.34832, -0.95193, -1.1143, -0.14174, -2.79103, 0.63189, -1.4569, -0.56096, 0.08479, 1.50661, 1.88553, -0.05087, 1.07985, 1.09435, 1.3221, -0.042]","[-0.82314, -0.75751, -0.51974, -0.73919, 0.30018, 1.04796, 1.03552, 1.03458]"
14,"[1, 1, 1, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0]","[0.77813, -0.61873, -0.19577, -0.40522, 1.02007, 1.98621, 0.19717, -1.55302, -1.3304, 0.86914, 1.5949, 2.22416, -1.50021, -2.41013, -0.64091, 1.95757]","[-0.98167, -0.15802, -0.3971, 0.87513, -0.32661, -0.7576, -0.82762, 0.86785]"
