Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0.35883, -2.09023, -1.02805, -1.62894, -0.91611, -1.38169, -0.99325, 1.86026, -0.52474, 1.51251, 0.22398, 0.89338, 1.95496, 1.17558, 0.41591, -0.39313]","[-1.05493, -1.05726, -1.04376, -1.06368, -1.03098, -1.04383, -1.03612, -1.08215]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 0, 1, 0]",,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-1.82493, 0.11349, 1.14768, 0.76529, 0.72771, -0.8591, 0.98967, -2.03855, 1.61512, -1.78334, -0.92703, -1.76423, -0.62757, -0.43768, -0.38572, 0.62961]","[-1.08479, 0.16149, -1.06477, -1.07355, -0.14413, 0.21348, -1.05506, 1.05955]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]",,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[-1.29004, -0.14585, -0.52053, -1.40892, 0.33885, 0.11944, 1.09026, 0.52123, 1.07894, 1.96209, -0.87704, 0.45187, -1.57306, 1.09962, -0.87592, -0.63552]","[-1.00517, -0.05087, -0.15079, -1.08362, -0.11746, 0.103, 0.9531, -1.00467]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 1, 0, 1, 1]",,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[-0.44526, 1.93679, -0.29, 0.14436, 0.9567, 1.2444, -1.75631, 1.30843, 1.41549, -0.85761, 0.39798, 0.92534, -1.28408, -2.47125, 0.99978, -0.01668]","[-1.01701, 0.32445, -0.01744, -0.00259, -1.04839, 1.03214, -0.99764, -1.01063]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]",,"[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[1.33514, -1.79298, 1.06998, 0.86116, -2.00027, -2.75668, 1.82525, -0.53766, -0.38644, 1.31232, -0.41707, -1.3341, 0.52286, 1.98151, -0.00617, 1.40221]","[-1.09954, -1.09606, -1.05101, -1.06793, -1.12688, 1.05754, -1.05545, 1.09594]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]",,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0]","[0.0922, 0.96616, 0.72854, -1.36505, -0.19012, 0.05284, 0.44599, 0.98229, -1.31398, -1.1314, -0.72416, 1.93043, 1.22997, -1.53668, -0.67588, 0.5707]","[-1.08156, -0.16057, -0.17827, -0.17378, -0.00224, 0.52449, 0.37393, -0.61131]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]",,"[1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-0.83057, -1.17446, -0.83242, 1.5719, 1.04562, 0.47554, -0.76582, -0.86619, 0.09646, 1.83295, 0.09115, -0.96934, -0.47993, 1.40331, 1.46122, 2.31318]","[-1.0768, -0.33931, -1.07018, -1.06083, 0.07996, 0.08871, 1.01515, 1.10442]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]",,"[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[-1.74643, -2.20239, -1.04323, -0.68257, 1.34535, -0.32702, -1.20289, 1.88452, 1.93144, 0.25963, 1.50067, 0.15284, 0.83055, 0.54102, 0.94318, -2.17534]","[-1.04088, -1.05292, -1.01918, -1.04563, 0.27252, -1.00869, -1.03305, -1.06563]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 1, 1, 0]",,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0]","[0.98008, -1.24261, -0.26038, -1.13476, -2.24674, -0.98983, -0.51429, 1.84679, -1.49085, 1.04781, -0.47246, 1.17042, 0.5613, -0.49112, -1.23361, 0.93867]","[1.04529, 0.11378, 0.08838, 0.24402, 0.18412, -0.95765, -0.95841, 0.98816]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]",,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[-0.58215, 0.99492, -1.86278, 2.48263, 0.81131, 0.45613, -1.51421, -0.5175, 1.84489, -0.74975, 1.31328, -1.40204, -0.01343, -1.62951, 1.21581, 0.67349]","[-1.07641, -1.08309, -1.09447, -1.07512, 1.15451, -1.10414, 1.0519, 1.09474]"
