Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1]","[1.10812, -1.18827, -0.7818, -1.76704, -1.06543, -1.04639, -0.48158, -0.61571, -0.83909, 2.21583, -3e-05, 0.09389, 0.60232, 1.29057, 0.75911, -1.06714]","[-1.0754, -0.89678, -0.52374, -0.30877, -0.73744, -0.4375, -0.48813, -0.14604]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]",,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-0.96307, 1.21985, 1.474, 1.36117, 0.28446, 0.94374, 1.49244, -0.95996, 1.11741, -0.29627, -0.60528, -0.99538, -0.73107, -0.84135, -1.72476, 0.77714]","[-1.09343, -1.08316, -1.08455, -1.08946, -1.0679, -1.09564, -1.08574, 1.11894]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]",,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[-1.57972, -2.28711, 0.75868, -1.82146, 1.34238, -0.7505, 0.03963, 0.50926, 1.32007, 0.56398, -0.0924, 0.40235, -1.85012, 0.87144, -0.87516, -1.51551]","[-1.08904, -1.0878, -1.11057, -1.07849, -1.09238, -1.08255, 1.06539, -1.08522]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[0, 1, 1, 0, 1, 0, 1, 0]",,"[1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0]","[-0.51124, 0.77663, 0.82846, 0.19126, 2.23223, 0.09159, -1.96863, 1.35186, -0.57154, -0.6421, 0.76943, 1.0053, -1.19976, -0.69386, -0.26125, 0.11908]","[0.96178, -0.28034, -0.9971, 0.71743, -0.37771, 0.77494, -0.86139, 1.00359]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]",,"[0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0]","[0.00955, -1.11872, 0.48295, 1.32414, -2.40114, -1.20162, 1.83153, -1.88946, -1.32611, -0.23853, -1.02878, -0.28464, 1.13431, 3.54154, -1.57644, 1.31645]","[-1.10212, -0.96445, -0.95684, -1.04068, -1.01808, 1.05159, -1.07141, 1.08918]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]",,"[0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0.9267, -0.53149, 0.66994, 0.31657, -1.0847, 1.64589, 1.03292, 0.59846, -1.76161, -1.03503, -2.02711, 2.17861, 0.94186, -1.71365, -1.78776, -1.48829]","[-1.02943, -0.94319, -0.10747, -0.18504, -1.0876, 1.0336, 1.06108, -0.99474]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]",,"[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-1.19494, -1.49122, -0.05379, 0.19845, 1.3362, -1.69679, -0.58635, -1.03068, 1.16258, 1.71651, 1.86486, -2.71097, -0.02342, 2.2105, 0.97357, 1.28835]","[-1.09854, -1.09107, -1.10375, -1.09284, -1.08221, 1.07819, 1.09789, 1.09644]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]",,"[1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]","[-0.23383, -1.75954, -0.22222, -1.66111, 0.36773, -1.55954, -1.22659, 1.04253, 1.43629, -0.01699, 1.62523, 0.85955, -1.79881, 0.37562, 1.25724, -0.48429]","[-1.07101, -1.04699, -0.97772, -1.01344, 0.85943, -1.0298, -1.03309, -1.06788]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]",,"[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1]","[0.05345, -0.67691, 1.3382, -1.53173, -2.37192, -1.01993, 1.36444, 2.19931, -1.08273, 2.06747, -0.94446, 1.53735, 0.95476, -0.28981, -2.06824, -1.32358]","[-1.0707, -0.945, -1.07143, -1.02862, 1.00151, -0.78808, 1.01607, -1.09662]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]",,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[-1.31808, 1.70893, -0.65886, 1.59969, 1.03412, 1.31914, -0.46561, -1.14469, 0.76463, -1.62275, 1.25382, -1.82825, -0.40666, -0.43977, 0.81413, 1.34061]","[-1.0915, -1.10794, -1.11972, -1.08719, 1.12557, -1.09865, 1.10989, 1.11738]"
10,"[1, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 0, 1, 1]",,"[0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1]","[1.01126, 0.98868, -0.98075, -1.82829, -0.91953, 0.50656, -1.08997, 0.73049, -2.09976, -0.69726, 1.30489, 1.16663, 1.75025, -0.46877, 0.52004, -0.58581]","[-1.09336, -1.13039, -1.0972, -1.08162, 1.12799, 1.11307, -1.08305, -1.11203]"
11,"[1, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]",,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0]","[-0.45143, 0.28656, 1.74618, 0.64939, 0.83107, -1.3774, 0.86419, -0.14223, 1.45861, 0.72828, -0.99574, -2.60461, -0.809, 1.43696, -1.42776, 1.36681]","[-1.08315, -0.88496, -1.01989, -1.04859, 0.99853, 1.06104, -1.04178, 1.08293]"
