Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 1, 1, 1]",,"[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1]","[0.0938, -0.84918, 0.6325, -1.54717, -1.2023, -0.70837, 0.38883, 0.65527, -0.63847, -0.23915, -0.22803, -0.68607, 1.60365, 1.00923, 1.24644, -1.91119]","[-0.75255, -0.08401, -0.02615, 0.79555, 0.3976, -0.84654, -0.8458, -0.92524]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]",,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0]","[-0.22544, 0.29539, 0.50332, 0.78548, 1.63319, 0.90296, 0.94807, -0.55155, 0.33631, -2.42926, 1.0029, -0.70905, -0.59481, -1.40091, -1.21523, 0.0068]","[-0.86844, -0.05987, 0.02899, -1.01265, 0.23599, -0.75424, -0.86219, 0.8537]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]",,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]","[-1.98228, -1.17826, 1.4341, -1.11333, 0.58787, -0.38675, 1.64312, 0.28685, 1.77238, 0.13167, 0.74691, 0.03261, -2.84274, 0.41596, -0.65845, -1.02768]","[-0.67179, -0.02745, -0.01959, -0.63891, -0.4162, -0.62403, 0.74782, -0.90159]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[0, 1, 0, 0, 1, 0, 1, 1]",,"[1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1]","[-1.26403, -0.01966, -0.1383, -1.23669, 0.41235, 1.57995, -1.78152, -0.51274, 1.84439, -1.43503, 0.98573, -0.28965, -0.26704, -1.74155, 0.89789, -1.43209]","[0.76088, -0.06871, 0.10855, 0.79015, -0.37391, 0.71837, -0.79336, -0.92313]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0, 1]",,"[0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1]","[1.78496, -2.33463, 1.32689, 1.26461, 0.26174, -1.62712, 2.0759, -1.5245, -0.40658, 1.91465, -0.562, -2.2633, 0.68615, 1.32523, -0.55196, -0.20849]","[0.76329, 0.31269, 0.04973, 0.80849, 0.36757, -0.7186, 0.77343, -0.99882]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[0, 1, 0, 1, 1, 0, 0, 1]",,"[0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1]","[0.34707, 1.01024, 0.24477, -0.25214, -1.60171, 1.8389, 0.3375, -0.03044, -1.58172, -0.87427, -0.84415, 1.10332, 0.78563, -1.13849, -1.4219, -1.63591]","[0.70901, -0.19105, 0.02449, -0.62552, -0.03542, 0.72501, 0.76727, -1.01381]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]",,"[1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-0.82038, 0.03453, -1.5226, 2.03522, 1.43923, -2.26375, -0.18652, -1.71958, 1.28094, 0.54678, 0.98817, -1.68081, -1.81294, 0.53462, 0.30704, 0.78947]","[-0.82973, -0.22975, -0.09339, -0.7317, -0.49235, 0.91061, 0.92591, 0.91716]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",,"[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[-0.81424, -2.39849, -1.1068, -1.64192, 2.25811, -1.1625, -0.55125, 0.55641, 1.0983, 0.99618, 1.52945, 0.49286, -0.57152, 0.38875, 0.93106, -0.25938]","[-0.73092, -0.02735, -0.05801, -0.77213, -0.24234, -0.6631, -0.75932, -0.85866]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]",,"[0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[2.50802, -0.71312, 1.4523, -0.12295, 0.84223, -0.06571, 0.8783, 1.8161, -1.0173, 1.32245, -1.09091, 0.45451, 1.66134, 1.0799, -0.92478, -1.75267]","[-0.64578, -0.0406, -0.01652, -0.64266, 0.30388, -0.75505, 0.78406, -0.94218]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]",,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[0.28861, 0.86908, -1.59281, 1.64475, 0.19131, 0.69488, -1.34841, -1.46689, 1.15127, -1.12113, 0.17293, -1.02748, -0.18254, -0.51349, 1.63677, 2.47948]","[-0.8537, -0.07998, -0.08259, -0.82346, 0.30576, -0.78083, 0.76711, 0.87959]"
10,"[1, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 0, 1, 1]",,"[0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1]","[1.75814, 1.76496, -0.86717, 0.13163, -0.60449, 0.97347, -1.15467, 1.65438, -1.78926, -1.18904, 0.616, 0.38769, 0.05755, -0.73786, 0.43717, -1.57793]","[-0.77049, -0.09882, -0.08698, -0.86468, 0.37879, 0.70193, -0.81523, -0.90471]"
11,"[1, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]",,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0]","[-1.37028, -0.89303, 2.5882, 0.12778, 0.91784, 0.02303, 0.32008, -1.85964, 1.02843, 1.68046, -1.04433, -0.26117, -0.54433, 0.12351, -0.83911, 0.28633]","[-0.88025, -0.09424, -0.11843, -0.99368, 0.25865, 0.75967, -0.84653, 0.85676]"
