Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[1.28869, -0.44788, -0.99756, -0.95514, -0.48567, -0.71622, -1.93451, 1.38982, -1.28261, 1.87446, 0.54198, 0.20733, 1.3419, 0.90699, 1.29759, -1.16139]","[-1.0981, -1.08951, -1.09028, -1.10362, -1.10275, -1.09276, -1.08309, -1.11687]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 0, 0, 1, 0, 0, 0]",,"[1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-1.6449, 0.17406, 1.03161, -0.27355, 0.55884, -0.06528, -0.04995, -1.15707, 1.86264, -0.33433, -1.42766, -0.32236, -1.14675, -0.27103, -1.522, 0.82054]","[-0.21533, -0.04842, 0.31906, 0.00592, -0.06233, 0.38388, 0.13643, 0.43913]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]",,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[-0.79252, -0.54359, 2.59404, 0.36809, 1.10861, -1.5754, 0.17067, 0.47374, 2.34941, 2.0074, -0.51164, 0.99379, -1.45911, 1.65709, -1.03728, -0.53147]","[-1.06462, -1.00475, -0.95889, -0.47584, -0.92774, -1.04208, 0.96045, -0.87943]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 0, 0, 1, 1]",,"[1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1]","[-1.38759, -0.01759, -1.69124, -1.56265, -0.20858, 0.99102, -0.27758, 0.271, 0.20965, -0.19896, 1.33923, 0.41404, -1.11708, -1.00228, -0.02773, -1.52838]","[-1.07146, -0.11967, -0.08578, -1.01988, 0.39216, 0.95266, -0.35985, -1.03608]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]",,"[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[1.08792, -0.83874, 1.06525, 0.17243, -1.43585, -0.31223, 1.50483, -1.60525, -1.28593, 0.49027, -1.29147, -1.56605, 2.36759, 2.32289, -0.4381, 1.10368]","[-1.09586, -1.09568, -1.1041, -1.0909, -1.11884, 1.07807, -1.09134, 1.07984]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]",,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1]","[0.04352, 0.98201, 0.55751, -0.53518, -0.73656, 1.57356, 0.81376, 0.32567, -1.39817, 0.11062, -1.79132, 1.69458, 0.74878, -0.46916, -0.62031, -0.34059]","[-1.08849, -0.9104, -0.99489, -1.06859, -0.97348, 1.03568, 1.02702, -1.12195]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]",,"[1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[-0.34759, -1.23531, -0.89038, 0.83334, 0.97145, -1.02084, -0.53981, 0.06876, 0.6326, 0.90167, 1.27926, -0.72534, -0.12688, 2.00372, 0.77405, 1.00353]","[-1.06989, -1.06906, -0.94714, -0.90786, -0.76781, 0.84204, 0.71563, 0.58604]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]",,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[-1.06551, -2.33249, -1.91453, -0.90505, 1.74755, 0.41604, -2.02706, 1.05571, 0.93719, 0.45115, 2.86898, 0.31439, -0.59678, 0.20318, 0.77649, -1.54806]","[-1.09165, -1.02782, -1.01925, -1.08136, 0.9785, -0.83036, -1.04247, -1.09843]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 0, 0, 0, 1, 0, 1]",,"[1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1]","[-0.05287, -0.90106, 1.10553, -1.0406, -1.58716, -1.40149, 1.18789, 0.89068, -0.85132, 1.15828, -0.43191, -0.90494, 1.52247, 0.98206, -0.71251, -0.5188]","[-1.06052, -0.10901, 0.38681, 0.03563, 0.86987, -0.693, 0.88964, -0.91442]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]",,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0]","[-0.36671, 1.61907, -2.09315, 0.5861, 1.32521, 0.35557, -0.19351, -2.27036, 1.16868, -1.3144, 0.88109, 0.44321, -0.9552, -0.8653, 0.93536, 0.82691]","[-1.09019, -0.91609, -1.06213, -0.64043, 1.07117, -0.94249, 1.00359, 1.01889]"
10,"[1, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 0, 1, 1]",,"[0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1]","[2.81518, 1.64206, -0.56936, -1.44229, -0.42283, -0.65661, -0.00631, 0.20993, -2.8402, -1.1318, 0.29959, 0.86265, -0.30061, -1.81688, 0.69144, -0.35542]","[-1.08237, -0.37495, -0.99951, -0.9837, 0.7133, 0.16018, -0.94891, -1.01601]"
11,"[1, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]",,"[1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0]","[-1.2118, -2.29616, -0.43682, 1.99189, 0.5267, -1.68324, 0.86725, -2.05126, 1.44292, 0.95079, -0.8151, -1.07353, -1.41747, 1.63017, -0.27697, 0.23042]","[-1.09863, -1.06402, -1.00863, -1.07048, 1.03572, 1.09315, -1.04594, 1.10318]"
12,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 1, 0, 0, 0, 1]",,"[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1]","[-1.03964, 0.14765, 1.28157, -1.73485, 0.84623, 0.43114, 0.89952, 1.88763, 0.34502, -0.1466, -1.23412, 1.86435, -0.09905, -0.78784, -0.19327, -0.23517]","[-1.10001, -1.08516, -1.11138, -1.1034, 1.10232, 1.07646, 1.0903, -1.1004]"
13,"[1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]",,"[0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0]","[0.55765, -1.79278, -0.65463, 0.86993, -1.40377, -1.05311, -0.13739, -0.76723, -0.71683, 0.50294, 1.91217, -0.8179, 0.16209, 1.48202, 1.30018, 1.13751]","[-1.10066, -1.10115, -1.10794, -1.08377, 1.08707, 1.08234, 1.09724, 1.10489]"
