Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",,"[0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.37986, -0.10575, -0.70247, -0.75183, -2.38459, -1.37683, -1.36089, 3.01509, 0.32318, 0.75417, 0.46395, 1.28702, 1.22558, 1.20273, 1.38612, -1.20901]","[-1.08971, -1.01425, -1.01204, -1.07048, -1.01924, -1.04085, -1.04789, -1.10344]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]",,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-0.64082, 1.37368, 1.85593, 1.43559, 1.20463, 1.08099, 0.49805, -1.44906, 1.31096, -1.75125, -1.48796, -1.99059, -0.07374, -0.08467, -0.36744, 1.36443]","[-1.08432, -1.08228, -1.08291, -1.0829, -1.07893, -1.08634, -1.08243, 1.10671]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",,"[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1]","[-1.3253, -1.1155, -0.3546, -1.6161, 0.87541, 1.23138, 1.3975, -0.18882, 0.30469, 0.74135, -1.16921, 2.25741, -1.73929, 0.40025, -0.97805, -0.33304]","[-1.01339, -0.66099, -0.01915, -0.06874, -0.18145, -0.93752, -0.28646, -0.19508]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[-1.48786, 1.95879, -2.42966, 0.00201, 0.69006, 1.20323, -0.92597, 1.33053, 1.71932, -2.28786, 0.36876, 1.31753, -0.82814, -1.37479, 0.12811, -0.22851]","[-1.04078, -0.88817, -0.92675, -0.65071, -1.00448, 1.02477, -1.04628, -1.01767]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 0, 0, 1, 1, 0, 1]",,"[1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1]","[-0.75256, -0.84048, 1.6646, 0.80585, -1.41122, -0.67369, 0.89651, -0.47425, -0.91493, -0.42407, -1.76156, -1.42616, 1.03033, 0.56096, -0.37951, -0.27672]","[-0.53215, -0.0066, 0.1245, 0.12086, -0.00068, -0.2612, 0.52587, -0.46102]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]",,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0]","[0.41335, 1.11101, 0.74793, -0.59217, -1.48578, 0.97743, 0.78128, 1.87145, -0.83971, -1.04023, -1.07139, 1.22118, 0.37382, -0.21151, -1.07977, 0.61871]","[-1.04779, -0.92191, -0.93565, -0.78254, -0.87536, 0.82757, 0.70859, -0.73069]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]",,"[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-0.25839, -0.51217, -1.67882, 1.72383, 0.2563, -1.00498, -1.3596, -1.63476, 0.31621, 2.39841, 2.38252, -0.47355, -0.44069, 0.34219, 0.46785, 1.27157]","[-1.09301, -1.08564, -1.09917, -1.08323, -1.06058, 1.05483, 1.07141, 1.07901]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0]",,"[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1]","[-1.48662, -1.45816, -1.35798, -2.17288, 1.70209, -2.08583, -1.22782, -0.31026, 1.29102, 0.58664, 1.37317, 0.61633, -1.13824, 0.7652, 0.58235, -1.91876]","[-1.09433, -0.88084, -0.79274, -0.34965, 0.94726, -0.38427, -0.3717, 0.01662]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 0, 0, 1, 1, 0, 0]",,"[1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1]","[-0.03825, -1.76796, 1.99699, -2.30039, -0.36427, -1.04866, 1.04418, -0.18751, -0.54851, 0.40303, -0.19873, 0.39121, 0.63282, 0.90216, -1.35614, -1.41405]","[-1.00031, -0.05973, 0.51445, 0.2495, -0.28373, -0.01633, 0.01117, 0.49309]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[0, 0, 0, 1, 1, 0, 1, 0]",,"[0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0]","[0.89193, 0.04881, -2.16109, 0.66967, -0.37767, 1.39788, -0.92928, 0.22052, 2.13688, 0.76963, 1.07734, -0.7326, -0.46905, -0.26481, -0.13956, 0.53394]","[0.9645, 0.85768, 0.03976, -0.24479, -0.74127, 0.03482, -0.94066, 1.02418]"
10,"[1, 1, 1, 1, 0, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 0]",,"[0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0]","[2.23486, 0.83263, -1.40752, -0.14225, -0.0999, 0.6834, -1.73989, 0.9366, -2.94146, -1.11255, 0.12892, 1.47609, -0.61924, -1.5323, 0.7517, 0.0065]","[-1.04182, 0.40247, -0.58918, -0.05801, 1.06564, 0.0604, -0.12856, 0.32302]"
11,"[1, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]",,"[1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0]","[-1.73073, -0.45524, 1.26264, 0.74076, 1.56076, -0.94581, 1.72319, -0.22199, -0.01929, 0.96526, -1.0956, -1.14212, -0.58676, 0.22328, -0.5159, 0.44971]","[-1.0526, -1.06626, -1.06162, -1.00143, 1.07306, 1.02471, -1.05289, 1.05854]"
12,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 1, 1, 1, 0, 0, 0, 1]",,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1]","[-0.45928, -0.35847, 0.47931, -0.92248, 1.19669, 1.04729, 0.50347, 0.36145, 0.94132, -1.75058, -0.77746, 1.23094, -0.38491, -1.05642, 0.71615, -1.3582]","[-0.96883, -0.823, -0.7042, -0.98254, 0.17263, 0.80981, 0.24413, -0.71193]"
13,"[1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]",,"[0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0]","[1.08041, -1.14045, -1.03168, 1.57386, -1.31915, -0.24942, -2.15365, -0.26856, -1.87261, 0.48525, 1.35951, -0.77291, 1.49218, 1.30398, 0.80621, 0.27624]","[-1.08599, -1.07485, -1.08286, -1.08448, 1.05575, 1.05409, 1.07476, 1.09233]"
14,"[1, 1, 1, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]",,"[0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0]","[1.39316, -0.10849, -2.23141, -1.11503, 2.28996, 0.71503, 1.10922, -2.14737, -1.75665, 1.27073, 1.35638, 0.81012, 0.49177, -2.13772, -1.15792, 1.94256]","[-1.07247, -1.00579, -1.04179, 0.98808, -0.68506, -1.07049, -1.02623, 1.06809]"
15,"[1, 1, 1, 0, 1, 1, 0, 1]","[1, 1, 0, 0, 1, 1, 0, 1]",,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1]","[1.08864, 0.75802, -1.26193, 0.5645, 0.85133, -0.10617, 1.77371, 0.35308, -1.80161, -0.25512, -0.87699, -1.4007, 0.84765, 1.58035, -1.45027, -1.44649]","[-1.07469, -0.98963, 0.07629, 1.05075, -0.00919, -1.05931, 1.01715, -1.04868]"
16,"[1, 1, 1, 0, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0, 0]",,"[1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0]","[-0.97955, -1.62183, 2.07687, 0.33394, -1.74606, 1.04064, -1.26554, -1.85257, -0.45653, 1.07495, -0.29451, 0.76674, 0.84871, -1.58942, 0.62437, 1.0734]","[-0.97178, -0.58943, -0.46871, -0.135, -0.49417, -0.99112, 0.80708, 0.82069]"
17,"[1, 1, 1, 0, 1, 0, 1, 1]","[0, 1, 0, 0, 1, 0, 1, 1]",,"[0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1]","[0.18288, -3.19859, 1.97366, 1.37355, 0.52018, 2.6239, 0.08516, -0.38675, -0.82598, 0.88934, -0.94414, -1.39769, 0.17169, -0.40917, 1.39209, -1.62973]","[0.96952, -0.47461, 0.492, 0.29602, -0.9216, 0.35406, -0.70967, -0.92852]"
18,"[1, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 0]",,"[0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]","[0.19638, 0.54776, -0.83378, -0.63287, -2.20134, -1.61055, 0.0224, -0.86383, 1.27448, -1.74731, 1.18935, 1.68844, 0.89414, 0.95999, -0.79657, 0.43717]","[-1.0857, -1.00159, -1.0182, 1.01043, -0.98588, 0.99405, -1.04667, 1.06521]"
19,"[1, 1, 1, 0, 1, 0, 0, 0]","[1, 0, 0, 1, 1, 0, 0, 0]",,"[0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0]","[0.31055, 1.14559, 1.46315, -1.73827, 0.26716, -0.72802, -0.84875, -1.60941, 0.65417, -0.29011, -1.79973, -0.00583, -1.72295, 1.7532, 1.26511, 0.53088]","[-1.05072, 0.41187, 0.05675, -0.53483, -1.07417, 1.02548, 1.03684, 1.00954]"
20,"[1, 1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 0, 1, 1, 1, 1]",,"[0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1]","[1.10706, 1.82233, -0.27706, 1.45374, 0.91762, -1.32846, -0.02286, -0.17638, -0.72992, -1.60473, -1.99237, -1.1733, -2.02142, 1.67159, 0.60492, -0.62561]","[-0.99676, -0.12786, -0.74805, 0.2932, -0.08206, -0.18787, -0.2553, -0.08681]"
21,"[1, 1, 1, 0, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0]",,"[1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0]","[-0.66593, -0.53135, -1.42518, -1.0707, -0.55382, 0.10475, 0.1404, -0.80343, 0.48547, 1.2087, 1.33802, 1.24833, 1.21432, -0.59187, -1.54654, 0.04873]","[-1.09814, -1.09731, -1.10589, 1.05726, 1.09742, -1.09496, -1.06942, 1.07597]"
22,"[1, 1, 1, 0, 0, 1, 0, 1]","[1, 1, 1, 0, 0, 1, 0, 1]",,"[1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1]","[-1.64508, 1.30371, -2.38948, 1.42474, -1.01046, -0.40886, 1.6285, 0.00645, 0.22594, -0.49476, 1.21954, -2.08048, 1.26894, 1.0304, -0.53705, -0.80849]","[-1.06744, -1.08404, -1.10278, 1.09217, 1.10431, -1.0784, 1.08877, -1.08222]"
23,"[1, 1, 1, 0, 0, 1, 0, 0]","[1, 1, 1, 0, 0, 1, 0, 0]",,"[0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0]","[0.89211, -0.9359, 1.58991, -1.325, 0.03811, 1.30079, 0.41958, -0.95184, -0.36785, 0.82016, -1.15277, 1.00524, -0.82169, -1.20853, 2.66999, 1.08148]","[-1.05846, -1.04088, -0.96888, 1.03763, 0.94583, -1.03736, 0.5688, 1.03786]"
24,"[1, 1, 1, 0, 0, 0, 1, 1]","[1, 1, 1, 0, 1, 0, 1, 1]",,"[0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1]","[1.09067, -1.3245, 1.11896, 0.36286, -0.17554, 0.77639, -1.37719, 0.76152, 2.21814, 0.90645, -1.88759, -1.35969, -0.15728, -1.4748, 0.07137, -0.19669]","[-1.01111, -0.92258, -1.03297, 0.92134, -0.30956, 0.99531, -1.06098, -1.02836]"
25,"[1, 1, 1, 0, 0, 0, 1, 0]","[1, 1, 1, 0, 0, 0, 1, 0]",,"[1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0]","[-0.30869, 0.81804, -0.97463, -0.87151, 1.65014, -0.99227, 0.33272, -0.47074, -0.63645, -2.34743, 0.83162, 1.29559, -1.35588, 1.6687, -0.47304, 1.59596]","[-1.07016, -1.05341, -1.03855, 1.06426, 1.00799, 1.03803, -1.03641, 1.07369]"
