Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[0, 0, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0]","[-0.34827, 0.35786, -2.81714, -1.88722, -1.61856, -2.32536, -0.73235, 1.54441, -1.31999, 1.05451, 0.9154, -1.66438, -0.60104, -1.28221, -0.92834, 1.47999]","[1.07022, 0.82554, 0.16958, -1.11827, -0.81688, -1.02139, -1.06883, 1.00739]"
1,"[1, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 0, 1, 0, 0, 1, 1]","[0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0]","[-0.87702, -1.15492, 0.04344, 0.92696, -1.3728, 0.78707, 0.88685, 0.44794, -0.94378, 1.36163, 0.04418, -1.24915, 1.70552, -0.53846, -1.03356, 1.24969]","[0.61763, 0.51631, 0.04585, -0.14453, 0.96672, 0.05913, -0.21198, -0.03352]"
2,"[1, 0, 1, 0, 1, 1, 0, 1]","[1, 0, 1, 0, 1, 1, 0, 1]","[1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1]","[-0.47081, -0.6901, -1.47205, 1.35181, 1.25486, -2.81578, 0.6506, 0.74246, -0.41315, 0.96317, 1.33854, -2.42094, -0.54641, 1.51275, -1.59289, -2.04992]","[-1.04261, 0.76423, -1.02824, 1.07493, -0.98876, -1.03992, 1.03355, -1.00524]"
3,"[0, 0, 1, 1, 1, 0, 1, 0]","[0, 0, 1, 1, 1, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0]","[1.61529, -0.00556, -1.72821, -1.12234, 1.75623, 1.16944, -1.24904, 0.87625, 0.20592, -1.56574, -1.15239, -0.52717, 1.62829, 0.67814, -0.96377, 0.78439]","[1.05996, 1.11007, -1.13352, -1.05585, -1.12144, 1.04937, -1.06529, 1.00462]"
4,"[1, 0, 1, 1, 1, 0, 0, 1]","[1, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1]","[1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1]","[-1.45176, -0.19056, 1.82402, -1.37416, -0.95539, 1.4438, 1.80344, 1.1708, 0.36438, -0.30767, 0.03713, -0.67365, 1.22474, -0.63442, -0.61661, -1.2245]","[-0.80103, 0.2952, 0.14722, 0.32319, -0.79641, 1.02046, 1.06167, -0.99024]"
5,"[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0]","[0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0]","[0.13807, 2.25311, -2.47384, 0.88113, -0.01981, 0.68587, 0.13229, -1.58996, 0.42555, -1.91713, 0.54263, -1.25101, 2.15314, -0.59599, -1.35363, 0.6001]","[-1.03032, -0.69901, 0.82018, -0.90439, 0.72981, -0.97145, -0.94396, 0.9627]"
6,"[1, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1]","[1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1]","[-0.65272, 0.92645, -0.21054, 0.09537, -1.86308, -1.82061, -0.89676, 1.37636, 0.25674, -0.72532, -1.11672, -1.76724, 2.4233, 1.27848, -0.0048, -1.80959]","[-0.74421, -1.04583, -0.09464, 1.04841, 0.15739, -1.05126, 0.27727, -1.03662]"
7,"[1, 1, 0, 1, 0, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[-1.28361, -0.64206, -0.18838, -0.59494, -0.76356, -1.81591, 0.88209, 1.94907, 1.86067, 1.34998, 1.05362, 0.83372, 1.30471, 1.14579, -1.12777, -1.3115]","[-1.06293, -1.04947, 0.89396, -0.97055, 0.87751, -1.09987, 1.10557, -0.88888]"
8,"[1, 0, 0, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]","[-0.50716, 0.5113, -0.85915, -1.33396, 0.6847, -1.46887, 2.16333, 0.53864, 1.59435, 0.33894, 1.01291, 1.30331, -1.4774, 1.5096, -0.03318, -0.59385]","[-1.04626, -0.69178, 1.0931, -1.09535, -0.8557, -1.09572, 1.07179, -0.98542]"
9,"[1, 0, 0, 1, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]","[-0.56118, -1.04882, 2.12318, -1.80131, 1.08282, -0.17931, -0.80765, 1.09158, 0.05333, 0.03136, -1.59011, 1.64606, -0.11294, -1.51231, 1.9361, -2.01693]","[-1.1194, -0.25272, 0.49115, -1.00551, -0.66218, -0.05655, -1.05296, -1.08185]"
