Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[0, 0, 1, 1, 1, 1, 1, 0]","[0, 0, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0]","[-1.41445, 1.87394, -1.46238, -0.82022, -0.92902, -0.80555, -1.59809, 1.04693, -0.94158, 2.29185, -1.49549, -1.19772, -1.17379, -0.47868, -0.24422, 0.82681]","[0.95963, 0.75539, -0.83058, -1.19043, -0.8657, -1.09941, -1.06588, 0.90947]"
1,"[1, 0, 0, 1, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0]","[0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0]","[0.94721, -1.42008, -0.67257, 0.76469, -0.93958, 1.85219, 1.81498, 0.23527, -1.54819, 0.42284, 2.42575, -2.24805, 0.68649, -1.18493, -0.69742, 1.06506]","[-0.58651, 0.03403, 0.11455, 0.012, 0.07186, 0.24995, 0.05041, 0.48587]"
2,"[1, 0, 1, 0, 1, 1, 0, 1]","[1, 0, 1, 0, 1, 1, 0, 1]","[1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]","[-0.07013, -1.19207, -0.53706, 0.56933, 1.43286, -0.11527, 1.18363, 0.68663, 1.25856, 1.81915, 0.43419, -1.63569, -0.616, 1.22491, -1.18522, -0.89994]","[-1.21176, 0.89688, -1.00603, 0.98775, -0.71421, -0.99528, 1.05984, -1.01173]"
3,"[0, 0, 1, 1, 1, 0, 1, 0]","[0, 0, 1, 1, 1, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0]","[0.63813, -0.78492, -2.48163, -1.88144, 0.84702, 1.27604, -1.0212, 2.13969, 1.60854, -2.15558, -0.37453, -0.67715, 1.36483, 1.53958, -1.50844, 0.31893]","[1.09583, 1.04952, -0.87943, -1.07052, -1.03974, 1.01675, -1.0804, 0.99963]"
4,"[1, 0, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1]","[1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1]","[-0.3423, -1.00177, 0.64467, -1.68116, -0.93685, -0.20867, 1.6439, 1.05987, 0.36233, 0.31122, -0.48288, 2.03554, 0.36325, -1.62784, -0.52116, -1.57444]","[-1.12041, -0.03758, -0.89097, -1.00329, 0.62124, -0.11785, 1.00038, -1.01579]"
5,"[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0]","[-0.39999, -0.66917, -0.92812, 0.79777, -2.27667, 1.27107, 0.7778, -1.74275, 0.22327, -1.2361, 0.52617, -1.33432, 0.25588, -0.35337, -0.75139, 0.32521]","[-1.16799, -0.03015, 1.049, -1.00057, 0.29187, -1.05809, -1.01297, 0.98658]"
6,"[1, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 0, 0, 1, 1, 1, 1]","[1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1]","[1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1]","[-1.02065, 1.01765, 1.91815, 2.27022, -1.75266, -0.94297, -2.06964, 1.32394, -0.00382, -1.22065, 0.2849, -1.27241, 1.82742, 1.23234, 0.83137, -0.59605]","[-1.11106, -1.07971, 0.63402, 1.04394, -0.74948, -1.1302, -1.0081, -1.04647]"
7,"[1, 1, 0, 1, 0, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[-1.5028, -1.69161, -0.9522, -1.52283, -0.09078, -0.4702, 1.86406, 2.30625, 1.539, 0.41171, 0.63054, 0.83162, 1.08416, 0.99335, -1.83973, -0.65663]","[-1.10782, -1.03899, 0.84942, -1.01927, 0.46317, -1.05382, 0.99486, -0.98707]"
8,"[1, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1]","[1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1]","[-1.17302, 1.12146, -0.08901, -0.69945, -0.84856, -0.3813, 1.06356, 0.97813, 0.71716, -0.6756, 0.91632, 0.72688, -0.94634, 1.54188, -1.23415, -0.69267]","[-1.06489, 1.06564, 0.82831, -0.97472, -0.05075, -1.02978, 1.00171, -1.05981]"
9,"[1, 0, 0, 1, 1, 0, 1, 1]","[1, 0, 0, 1, 1, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]","[0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]","[0.01044, -1.6132, 1.87309, -0.85711, 0.41605, 0.54386, -0.51554, 1.21397, 0.94707, 0.74236, -0.9537, 0.42116, -1.03365, -1.13216, 1.58888, -0.54671]","[-0.98653, 0.68121, 0.96525, -1.01411, -1.03916, 1.04931, -1.1327, -1.02585]"
