Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 1, 1, 0, 1]",,"[0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1]","[0.7653, -1.83711, -1.01592, -0.94966, -0.73446, -1.24649, 0.66456, 1.5773, -0.81392, 0.6654, 1.98948, 1.13939, -0.12185, 1.11194, -0.69552, -1.54471]","[-1.0781, -1.05863, 1.07837, -1.08117, -0.51826, -1.07675, 1.05625, -1.04291]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 0, 1, 0]",,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-1.26528, 1.05719, 1.40516, 0.44145, 0.10711, -0.6434, 0.51658, -2.01781, 0.84558, -1.74156, -1.09517, -1.33876, -1.74371, -0.86279, -0.60199, 1.25653]","[-1.07431, 0.26432, -1.05604, -1.06227, -0.38504, 0.29569, -1.01892, 1.06289]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",,"[1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1]","[-2.55444, -0.4148, 0.21366, -1.96219, 0.95821, -1.46324, -0.04252, 1.73921, -0.60403, 1.46251, 0.07719, 0.79012, -1.09372, 1.69924, -1.24267, -2.18007]","[-0.56159, -1.08345, -0.04009, -0.9661, -0.42727, -0.96204, -0.00175, -0.71125]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[-1.20874, 1.03297, -1.13162, -0.20339, 0.59043, 0.01099, -0.06064, 1.44888, 0.98708, -0.61346, 0.72085, 0.8312, -1.91314, -0.67551, 0.92972, -0.71632]","[-1.08789, -1.09398, -1.05689, -1.07228, -1.10348, 1.02937, -1.06182, -1.07802]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]",,"[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0.76535, -0.13263, 1.03571, 0.10101, -0.43605, -0.82816, 0.76838, -1.60094, -0.82375, 1.37493, -0.39114, -1.92361, 1.80811, 0.9327, -1.57433, 1.29697]","[-1.10181, -1.07037, -1.06543, -1.07394, -1.12593, 1.06452, -1.04572, 1.08714]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]",,"[1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[-0.36661, 1.05492, 0.63422, -2.71247, -0.72782, 1.30962, 0.57097, 0.23414, -0.6116, -1.25381, -1.79073, 2.57782, 0.68301, -1.34088, -1.41282, -2.11203]","[-1.07673, -1.02587, -1.06623, -1.06483, -1.00305, 1.06686, 1.11192, -1.06615]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]",,"[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-1.06958, -0.70097, -0.56207, 3.26904, 1.93843, -0.63987, -1.17031, -0.5372, 1.35353, 1.40316, 0.66221, -1.29289, -0.43561, 1.63095, 1.2715, 1.91599]","[-1.09166, -1.05618, -1.10471, -1.08416, -1.09256, 1.04291, 1.08175, 1.08811]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]",,"[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[-0.91001, -0.49455, -0.10187, -1.47343, 1.02927, -1.47814, -0.43675, 0.01701, 0.78686, 1.7846, 0.46648, 1.2253, -1.01914, 0.1107, 1.05937, -0.11032]","[-1.06249, -1.04949, -1.02277, -1.07243, 1.06986, -1.05273, -1.04754, -1.05851]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]",,"[1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[-0.05901, -0.60934, 2.19039, -1.64266, -2.06285, -1.62959, 1.74101, 0.56819, -0.0228, 0.34682, -2.48862, 0.48435, 0.03338, 0.72945, -0.68685, -0.64535]","[-1.08765, -1.04055, -1.08626, -1.0571, 1.12109, -1.05208, 1.09772, -1.06683]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]",,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[-0.6917, 1.99675, 0.34522, 0.65718, 1.74927, 0.0238, -1.49479, -1.27741, 1.09187, -1.0016, 0.99019, -2.01607, -0.55362, -1.22519, 0.74139, 1.34992]","[-1.05342, -1.01653, -0.09632, -1.00744, 1.10014, -1.05472, 1.07022, 1.04224]"
