Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1]","[0.96681, -0.99469, -1.15991, -1.60323, -0.50498, -0.45671, -0.99941, 1.60964, -2.73123, -0.43581, 1.20584, 1.02998, 1.68076, 1.24409, 0.90054, -1.57594]","[-1.09922, -0.86422, -0.92273, -1.0182, -0.99448, -0.98268, -0.95685, -1.08657]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 1, 1, 0, 0, 0]",,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0]","[-0.30329, 1.69723, -0.36486, -0.22662, 0.84108, 1.78139, 1.39973, 0.74737, 0.24609, -1.38984, -1.18008, -1.36933, -0.98083, 0.07694, -1.11902, 0.56517]","[1.0084, -0.11893, -0.21692, -0.93081, -0.66712, 0.98251, 0.29085, 0.9718]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 0, 1, 0]",,"[1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1]","[-0.23689, -1.27296, 0.99091, -1.26627, 0.40414, -0.59724, 1.40897, -0.1631, 0.69874, 0.66651, -0.80648, 1.99537, -0.67855, 1.29573, -0.9742, -0.90505]","[-1.00809, -0.96168, -0.78595, 0.15114, -0.7147, 0.16303, -0.15013, 0.34685]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[-1.613, 1.29258, -2.33268, -0.27365, 0.87945, 1.76116, -0.40727, 1.47933, 1.25903, -0.84658, 0.79824, 1.26726, -0.11443, -2.38229, 0.27748, -2.17148]","[-1.09959, -1.0948, -1.1158, -1.04903, -1.07168, 1.05088, -1.08315, -1.04964]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]",,"[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[1.91083, -0.5224, 2.77191, 0.58082, -0.61384, -1.49106, 1.25685, -0.8434, -0.66432, 0.90016, -1.0214, -1.57463, 1.36794, 1.10982, -1.81333, 1.75472]","[-1.10121, -1.10587, -1.12896, -1.10475, -1.09806, 1.05657, -1.10534, 1.10706]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]",,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[1.58973, 0.97586, 1.11842, -1.17706, -1.8865, 0.32934, 1.25524, 1.36117, -0.79148, -1.2526, -1.51181, 1.29078, 1.43636, -1.67002, -0.21352, -0.78164]","[-1.09873, -1.10525, -1.12666, -1.09357, -1.09824, 1.0394, 1.03754, -1.11941]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]",,"[0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0]","[0.19229, -1.24201, -0.04292, 0.20657, 0.62646, -0.33275, -1.87023, -1.21457, 0.67047, 1.38664, 0.58616, -2.31168, -1.71037, -0.19383, 1.23614, 1.37267]","[-1.08285, -0.15348, -1.06344, -1.04845, 0.07733, -0.23502, 1.01324, 1.0639]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[-0.44079, 0.96988, -0.69697, -0.11549, 0.76431, 0.82718, -0.53503, 1.66702, 0.77955, 0.8431, 1.74216, 1.29027, -2.02503, 1.84597, 0.65034, -0.30403]","[-1.11105, -0.48009, -1.02916, -1.02001, -0.4825, 0.22477, -1.05364, -1.05005]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 1, 0, 1]",,"[0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1]","[1.93484, -1.11326, 0.99696, 0.76016, -0.82317, -0.46059, 0.23872, 1.98445, -1.56673, 0.13997, -1.38838, -0.19442, 0.07453, 1.51252, -0.53046, -0.58798]","[-1.10921, 0.80664, 0.82734, 0.92989, 0.88432, -1.05219, 1.0396, -1.08517]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 1, 0]",,"[1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0]","[-0.06334, 1.63586, -0.18655, -0.25735, -0.09137, 0.66648, -2.16148, 0.0971, 1.40403, -1.77229, 0.62199, -0.97925, 0.25259, -0.67529, 0.93701, 1.13348]","[0.72889, 0.99809, 0.72183, -0.8924, 0.03058, 0.21301, -0.00509, 0.74112]"
