Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0.91536, -0.937, -0.94387, -0.43811, -0.53342, -1.89092, -0.35294, 0.81951, -0.92829, 2.86009, 1.88178, 0.17001, 1.99966, 1.03745, 1.55605, -1.90078]","[-1.09608, -1.07881, -1.07628, -1.09751, -1.11075, -1.09035, -1.08272, -1.12204]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]",,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[-0.73424, 1.49704, 2.17093, 1.75931, 2.06289, 1.31562, 1.60068, -1.28107, -0.18816, -0.52622, -0.7645, -0.84181, -0.27847, -0.89629, -0.74276, 1.23026]","[-1.10694, -1.00633, -1.02838, -1.07031, -0.9811, -1.08378, -1.08528, 1.07419]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 0, 1, 1, 1, 1, 0, 1]",,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1]","[-1.74314, -0.09056, -0.73082, -1.42538, -0.49918, -0.09341, 1.93921, 1.57547, 1.41152, 0.93794, -0.72615, 1.20943, 0.16533, -0.12758, -1.09181, -1.29891]","[-1.08808, 0.57722, -0.27472, -0.89731, -0.15298, -0.0938, 0.9794, -1.08904]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",,"[1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[-1.58485, 1.62294, -0.8542, -0.41094, -0.20156, 0.42876, -0.98732, 0.8243, 0.49198, -0.65238, 0.94672, 1.65361, -1.82282, -1.55968, 0.42831, -1.87441]","[-1.05569, -1.07842, -1.02434, -1.03308, -0.77767, 1.00163, -1.03697, -1.04675]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]",,"[0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[3.40933, -0.48815, 0.43701, 1.14906, -0.75872, 0.47925, 1.65345, -2.56056, -0.70236, 0.71821, -1.39454, -1.08254, 1.07609, 1.09074, -1.06759, 0.95416]","[-1.08038, -0.905, -1.05852, -1.07328, -1.01185, 0.93376, -1.06955, 1.09015]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]",,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[1.15686, 0.56498, 0.90789, -0.66955, -1.10462, 1.27421, 1.67961, 0.47764, -0.89216, -0.38589, -1.08543, 1.17665, 0.72161, -1.3135, -0.87065, -0.88402]","[-1.09504, -1.09204, -1.11044, -1.08654, -1.0942, 1.07736, 1.0884, -1.11999]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]",,"[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-1.07903, -1.07645, -0.91408, 1.3686, 0.85073, -1.96214, -1.5537, -2.02709, 2.36307, 0.57522, 1.01699, -0.34533, -1.94686, 0.82115, 0.75752, 1.95756]","[-1.10574, -1.0969, -1.11411, -1.09319, -1.07252, 1.08827, 1.10776, 1.09949]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]",,"[1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1]","[-0.2583, -0.01505, -1.81898, -1.83274, 1.63625, -1.40882, -1.31335, 0.67585, -0.77115, 2.19469, 0.50322, 2.46972, -1.49435, 1.45971, 1.68608, -0.69187]","[-1.06268, -0.98803, -0.9784, -1.00191, 0.97352, -1.0055, -0.9891, -1.04056]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 0, 1, 1, 1, 1, 1]",,"[0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0]","[0.31306, -0.07559, 1.04217, -0.40871, 0.31173, -1.68078, 1.25264, 0.41007, -1.34956, 1.4704, -0.92885, 0.04318, 1.89574, 1.24902, -0.45404, 0.10299]","[-1.00711, -0.21753, 0.46349, -0.11115, -0.23323, -0.06541, -0.02013, -0.16609]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 0, 0, 1, 1, 0, 0]",,"[1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[-0.53517, 0.76067, -1.09623, -0.58219, -0.32797, 1.7353, -1.84069, -1.02696, 2.25221, -1.81912, 1.83288, -1.09328, -1.62165, -1.03471, 1.28809, 0.65747]","[-0.92823, 0.26936, 0.32905, 0.20617, -0.38758, -0.93117, 0.95971, 0.74651]"
