Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[0, 0, 1, 1, 1, 1, 1, 0]","[0, 0, 1, 1, 0, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0]","[-1.4862, 1.17948, -0.89857, -1.22363, -0.37949, -2.33171, -1.28689, 0.01252, -0.72908, 0.88269, -0.86749, -1.95229, -2.19358, -0.19849, -0.76064, 0.74325]","[1.12845, 0.7924, -0.23569, -0.75078, 0.05752, -0.62796, -1.00089, 0.82046]"
1,"[1, 0, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0]","[0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0]","[0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0]","[1.2742, -0.22492, -1.17589, 1.38582, -1.04243, -1.17518, 1.66357, -0.91533, -2.05497, 0.33624, -0.45394, 0.27772, 1.16758, -0.64298, -0.38125, 2.08019]","[-1.04472, -1.01312, 0.93124, 0.83975, 0.17783, -0.63559, -0.77709, 0.90778]"
2,"[1, 0, 1, 0, 1, 1, 0, 1]","[0, 0, 0, 0, 1, 1, 0, 1]","[1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1]","[-1.4556, -0.81967, -0.50468, 0.69796, 2.45587, -2.09099, 1.07078, -0.01911, 1.61263, 0.16692, -0.27159, -0.35681, -0.93504, 0.6782, -0.41133, -0.98986]","[0.423, 0.59247, 0.63642, 0.75082, -0.84284, -0.78587, 0.5115, -0.84026]"
3,"[0, 0, 1, 1, 1, 0, 1, 0]","[1, 1, 0, 0, 0, 1, 0, 1]","[0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1]","[0.94581, -1.36008, -0.4797, -0.93769, 0.84341, 1.58485, -0.76492, 1.10039, 0.11262, -2.16864, -0.84343, -2.13767, 1.12373, 1.6053, -1.12769, -0.04891]","[-0.51172, -0.88335, 0.58716, 0.72925, 0.6941, -0.70865, 0.38381, -0.86346]"
4,"[1, 0, 1, 1, 1, 0, 0, 1]","[0, 1, 0, 0, 0, 1, 1, 0]","[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1]","[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0]","[-0.68611, -2.23498, 1.69616, -1.72538, -1.09717, 0.26977, 1.17952, 0.59946, 1.38987, 0.84136, -0.0015, 1.60357, 0.97922, -1.03679, -1.20087, 0.28268]","[0.04378, -0.54549, 0.13028, 0.66132, 0.44912, -0.72298, -0.29432, 0.96891]"
5,"[1, 1, 0, 1, 0, 1, 1, 0]","[1, 0, 1, 0, 0, 1, 1, 0]","[1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0]","[1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0]","[-2.34228, 1.87675, -1.45622, 1.15037, -0.99637, 0.31983, 0.96069, -0.68106, 1.92136, -1.43637, 0.50873, 0.21578, 2.19012, -0.35056, -0.96621, 1.18124]","[-1.16618, 0.765, -0.72805, 0.91056, 0.723, -0.78549, -0.95172, 0.94012]"
6,"[1, 1, 1, 0, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1, 1, 1]","[1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1]","[1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1]","[-1.15006, 0.51725, 0.60053, 0.40328, -0.79108, -0.75911, -0.48593, 0.92719, 0.40083, 0.41679, -1.11384, -0.66063, 1.95304, 1.48135, 2.54986, -1.2721]","[-1.14989, 0.69591, -0.86995, 0.79056, -0.57264, -0.76763, -0.82077, -0.86637]"
7,"[1, 1, 0, 1, 0, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1]","[-1.31124, -0.7067, -0.86848, -1.6135, -1.3909, -2.10559, -0.66646, 0.69332, -0.30125, 0.20535, 1.13252, 1.40286, 0.41493, 1.04797, -1.07347, -1.2262]","[-0.82739, -0.88465, 0.12994, -0.52669, 0.12713, -0.81343, 0.21399, -0.89007]"
8,"[1, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1]","[-1.82181, 0.81691, -2.14659, -2.54721, 1.57826, -0.54043, 0.40322, 1.13275, 1.53362, -0.00203, 0.54353, 1.63479, -2.23352, 0.75267, -1.21299, -1.81575]","[-1.12121, 0.37618, 0.4943, -0.76117, -0.94086, -0.67292, 0.97359, -0.86019]"
9,"[1, 0, 0, 1, 1, 0, 1, 1]","[0, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1]","[-1.12852, -1.33606, -0.10112, -0.94625, 1.27938, 1.70158, 0.09708, 0.4811, 0.77841, 1.21354, -1.72089, 1.22321, -2.4518, 0.12632, 1.30464, -1.36806]","[0.27642, -0.0217, -0.18923, -0.57576, 0.33779, -0.47795, -0.1981, -0.78441]"
10,"[0, 0, 1, 0, 0, 1, 1, 0]","[0, 0, 1, 1, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0]","[-2.29588, -1.03797, 1.08907, 0.97619, 1.03414, -2.29608, -1.21942, 2.32124, -0.91614, 0.36148, -0.09001, -0.26515, -0.05337, -0.77379, -2.06437, 1.3946]","[0.24666, 0.45741, -0.6243, -0.95663, 0.09464, -0.61417, -0.81189, 0.6965]"
11,"[0, 1, 1, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0]","[0.58146, -0.65587, -0.20682, -0.04061, 1.22262, 0.48159, 0.10141, -0.99115, 0.75819, -0.95333, -2.4125, 0.76845, 0.78545, 1.71771, 1.14693, 2.27698]","[0.45951, -0.50945, -0.52396, 0.59987, 0.30979, 0.61385, 0.31667, 0.67927]"
