Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",,"[0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[1.22519, -1.27021, -0.28706, -2.65634, -1.60349, 0.5128, -0.81668, 1.01366, -0.71435, 1.65774, 1.54413, 1.38689, 1.72473, 0.62758, 1.72939, -1.10029]","[-0.78226, -0.13135, -0.12324, -0.31948, -0.44515, -0.56457, -0.74384, -0.85367]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]",,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0]","[-1.90511, -0.91408, 0.99414, 2.00096, 0.17595, 0.39025, 1.50797, -2.52168, 0.56011, -1.87436, -1.06705, -0.80313, -0.78336, 0.59411, -1.15103, 1.02773]","[-0.77848, -0.09423, -0.11848, -0.3045, -0.43471, 0.46929, -0.77589, 0.88745]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 1]",,"[1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[-1.74298, 0.26022, -0.36464, -1.11202, 1.82609, -1.06875, 0.74029, 0.33401, 1.15057, 0.31133, -1.27632, 0.77111, -0.66138, 1.06465, -0.92029, -1.37849]","[-0.79944, -0.12604, 0.11356, -0.34009, 0.45894, -0.59627, 0.70018, -0.91166]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 0, 0, 1, 1]",,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[-1.02069, 0.35644, 0.56959, -0.93515, 1.1903, 1.09397, -0.1909, 1.7684, 0.65215, -1.28048, 1.37201, 0.37105, -0.85822, -2.01788, 0.9962, -1.26446]","[-0.78843, -0.10104, -0.12443, -0.32656, 0.43063, 0.51206, -0.76168, -0.91167]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 1, 0]",,"[0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[2.34116, 0.21651, 0.66557, 2.0377, -1.73737, -1.45503, 0.68194, -1.68438, -1.31352, 2.30759, -0.41456, -0.31121, 0.4196, 1.24918, -1.05743, 1.41744]","[-0.74175, -0.1921, -0.17721, -0.32129, 0.39449, 0.50567, -0.7484, 0.90934]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 0, 1, 1, 0, 0, 1]",,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0.05818, 0.55398, 0.08732, -1.42146, -1.07112, 1.00704, 1.39978, 1.71958, -2.44262, -0.58441, -2.45512, 0.91724, 1.67514, -1.60551, -1.26245, -1.30965]","[-0.82261, -0.02991, 0.19565, -0.34037, -0.47859, 0.55596, 0.67741, -0.78666]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 0, 1, 1, 0, 0, 0]",,"[1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0]","[-0.52909, -0.22358, -0.93685, 0.65902, 1.69228, -1.59725, -1.14985, -2.0523, 1.3012, -1.50475, 1.80011, -0.45002, -1.79772, 1.31961, 0.07422, 0.72317]","[-0.82011, -0.11358, 0.02781, -0.3432, -0.48272, 0.51702, 0.71736, 0.80989]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]",,"[1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[-1.52249, -1.60109, -1.01532, 0.24487, 2.00042, -0.92509, 0.64034, 0.43723, 1.65147, 1.78362, 1.10634, 0.96877, -1.97942, 1.90244, 0.99266, -1.24368]","[-0.7774, -0.13922, -0.13963, -0.33034, 0.43199, -0.57224, -0.74485, -0.89298]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 1]",,"[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1]","[0.34043, -1.00044, 0.78815, -0.68215, -0.51615, -0.8478, 1.78159, 1.31669, -1.85687, 1.13488, -0.92413, 1.11862, -0.08802, 2.32819, -1.10449, -0.52225]","[-0.78394, -0.1218, 0.1322, -0.33671, 0.46603, -0.59377, 0.70346, -0.91126]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[0, 1, 0, 1, 1, 1, 0, 0]",,"[1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0]","[-0.52433, 0.82832, -0.4336, 2.41117, 1.1847, 0.5709, -0.0956, 0.13229, 0.93776, -0.68106, 0.58104, -0.63871, -1.52414, -0.98289, 1.46505, 0.18922]","[0.70349, -0.10295, 0.04648, -0.33385, -0.47316, -0.61238, 0.75242, 0.87033]"
