Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[0, 0, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 1, 0, 1, 0, 0]","[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0]","[0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0]","[0.94734, 1.81445, -0.60112, -2.09035, -0.18523, -1.09181, -0.56328, 0.97098, -0.49129, 0.49642, -0.20339, -1.92108, -2.06372, -0.90798, 0.52719, 0.17274]","[1.00925, 0.6668, 0.63608, -0.91376, 0.56561, -1.02367, 0.7031, 0.99895]"
1,"[1, 0, 0, 1, 0, 1, 1, 0]","[0, 1, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0]","[0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1]","[1.28631, -0.58206, -0.21599, 1.68894, -0.20028, 1.04169, 1.78148, -1.12056, -1.30018, 1.8373, -0.53593, -0.5399, -0.4916, -0.60813, -1.00438, -0.36076]","[0.20394, -0.5084, 0.01278, 0.25989, 0.08684, 0.37694, 0.31695, -0.93196]"
2,"[1, 0, 1, 0, 1, 1, 0, 1]","[1, 0, 1, 0, 1, 1, 0, 1]","[1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]","[-0.87091, -0.65459, -1.12551, 1.55856, 0.17566, -0.89397, 1.12927, 0.35838, 2.26372, 1.3774, 1.45647, -0.47641, -0.93119, 1.51515, -1.90454, -0.58701]","[-1.11308, 0.99638, -0.99148, 1.06835, -1.06696, -1.10388, 1.05386, -1.07453]"
3,"[0, 0, 1, 1, 1, 0, 1, 0]","[0, 0, 1, 1, 0, 1, 1, 0]","[0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0]","[1.50693, -0.51828, -1.61411, -0.58165, 0.8173, -0.07999, -1.2726, 2.31231, 1.1027, 0.17658, -0.92363, -1.5443, 0.51342, -0.42157, -1.25429, 0.88316]","[1.06963, 0.97595, -1.00989, -1.06733, 0.97854, -1.02548, -1.01463, 1.06169]"
4,"[1, 0, 1, 1, 1, 0, 0, 1]","[1, 0, 1, 1, 1, 0, 0, 1]","[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1]","[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1]","[-1.42821, -1.48426, 0.79742, -1.15745, -0.40728, 0.98734, 0.24124, 0.99059, 1.50489, 1.60797, -0.1575, 1.497, 1.03062, -1.6009, -0.30248, -1.40198]","[-1.11095, 1.04508, -1.10668, -1.09286, -1.07341, 1.0272, 1.07682, -1.08287]"
5,"[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0]","[1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0]","[-1.01431, 0.24809, -0.56491, 0.86528, -0.93552, 0.13323, 1.10529, -0.5528, 1.25523, -0.72683, 0.603, -2.28168, -0.49096, -0.94917, -1.96786, 0.49077]","[-1.09258, -0.91661, 0.98866, -1.06103, 0.77568, -1.02684, -1.03146, 1.08683]"
6,"[1, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 0, 1, 1, 1, 1]","[1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1]","[1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1]","[-1.89216, 0.38557, 0.88086, 0.52373, -0.30383, -0.99277, -0.56383, 1.53333, 0.79115, -0.23443, -1.4577, -2.22944, 0.55679, 1.17631, -0.52964, -1.03599]","[-1.10014, -0.83536, -0.92181, 1.02335, -0.92536, -1.03653, -0.5134, -1.00888]"
7,"[1, 1, 0, 1, 0, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]","[-1.0719, -1.63475, -1.43612, -0.28088, 0.36615, -1.81264, 1.23404, 1.57028, 0.31187, 1.50301, 0.74086, 0.60318, -0.41135, 1.09938, -1.04307, -1.19218]","[-1.11189, -0.90999, 0.67298, -1.07614, 0.78398, -1.07153, 0.98418, -1.09555]"
8,"[1, 0, 0, 1, 1, 1, 0, 1]","[0, 1, 1, 0, 0, 0, 1, 0]","[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1]","[1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0]","[-0.5822, 0.64616, -0.98837, -2.01022, -0.49563, -3.18297, 1.80224, 1.04622, 1.02204, -1.88721, -0.26203, 1.83976, -1.70995, 0.2541, -0.50203, 0.22201]","[0.64527, -0.37092, -0.10775, 0.64183, 1.01538, 0.70982, -0.12637, 0.91557]"
9,"[1, 0, 0, 1, 1, 0, 1, 1]","[1, 0, 0, 1, 1, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]","[-0.79934, -1.01079, 1.59646, -1.123, 1.50761, 1.31869, -1.861, 1.80125, 1.88018, 1.25362, -0.39153, 1.38523, -1.44218, -0.90777, 0.88815, -1.76184]","[-1.10723, 1.00953, 0.93697, -1.11736, -1.08234, 1.07867, -1.10434, -1.0878]"
