Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[0, 0, 1, 1, 1, 1, 1, 0]","[0, 0, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0]","[-1.15925, 1.20007, -0.9336, -0.34443, -1.68239, -2.44732, -0.14134, 1.8413, -0.86035, 0.90952, -1.59935, -2.55198, -0.80735, -0.91329, -1.49522, 1.39497]","[1.02457, 0.77042, -0.9121, -1.16149, -1.01556, -1.0267, -1.0465, 0.96365]"
1,"[1, 0, 0, 1, 0, 1, 1, 0]","[1, 1, 1, 0, 0, 1, 1, 0]","[0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0]","[0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0]","[1.05925, -1.0925, -1.3544, -0.22171, -1.10866, 2.23844, 0.9567, -1.64103, -1.47473, 1.25042, 1.08726, -1.08327, 1.45984, -0.52408, -0.82963, 0.21256]","[-1.08217, -0.59661, -0.44779, 0.11476, 1.04127, -1.06471, -1.02124, 0.99734]"
2,"[1, 0, 1, 0, 1, 1, 0, 1]","[1, 1, 1, 0, 0, 1, 0, 1]","[1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[-1.75666, -0.45096, -0.39831, 0.58521, 1.58047, -0.20242, 0.13942, 0.32032, 1.51707, 0.26756, 2.14232, 0.20846, 0.24398, 0.54161, -0.7719, -0.21019]","[-1.08577, -0.68661, -0.09472, 0.03455, 0.35576, -0.91639, 0.96232, -0.86291]"
3,"[0, 0, 1, 1, 1, 0, 1, 0]","[0, 0, 1, 1, 1, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0]","[1.14732, -1.02206, -1.31906, -0.88895, 0.15628, 0.90098, -1.09904, 1.2441, 1.7883, -1.47324, -1.13229, -0.12667, 0.72585, 1.49059, -0.77581, 1.19271]","[1.04621, 1.05408, -1.13257, -1.11425, -1.17834, 1.0419, -1.03995, 1.00349]"
4,"[1, 0, 1, 1, 1, 0, 0, 1]","[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1]","[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[-2.43282, -1.57361, 0.78302, -1.51047, -0.24363, 2.00852, 1.17865, 0.87, 0.66503, 0.49096, 0.05514, 3.30215, 1.34503, -0.92042, -1.43297, 0.06285]","[-0.82084, -0.06457, 0.04832, -0.00979, 0.25968, -0.05967, -0.07884, 0.24536]"
5,"[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0]","[-1.52133, -0.68959, -0.27198, 0.75459, -0.24725, 0.12674, 0.45294, -1.09755, 0.85471, -1.64642, 1.49909, -2.34923, 0.61406, -2.46419, -0.65297, 1.39523]","[-1.10544, -0.05563, 1.16529, -1.11493, 0.84756, -1.02056, -1.02693, 1.06436]"
6,"[1, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1]","[1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1]","[-0.54089, 1.05651, 1.08267, 0.69323, -0.8373, -0.8877, 0.69511, 0.23865, 1.5646, -0.37701, -1.16769, -1.5206, 1.30615, 2.07288, 0.36741, -1.00698]","[-1.10419, -1.05755, 0.39398, 1.07626, 0.4119, -1.05723, 0.0313, -0.86094]"
7,"[1, 1, 0, 1, 0, 1, 0, 1]","[1, 1, 0, 0, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1]","[-0.74082, -1.41132, -1.02964, -1.66764, -1.65901, -2.04725, 0.79331, -0.22875, 0.42898, 1.04685, 0.16375, 0.28994, 1.76412, 1.47915, -2.39435, -1.21359]","[-1.04181, -0.04538, 0.14618, 0.14252, 0.46431, 0.1881, -0.25262, 0.56739]"
8,"[1, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1]","[-0.58762, 0.95713, -1.62678, -0.86291, 0.87662, -2.07863, 0.51523, 1.45057, -0.16818, -0.59956, 1.81206, 0.41653, -1.40318, 0.1218, -1.1158, -0.98884]","[-0.99717, 0.63621, 1.14716, -0.95165, -0.97953, -1.04166, 1.01436, -0.95659]"
9,"[1, 0, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1]","[-2.27014, -0.94021, 0.55982, -1.14522, 0.7635, -0.28979, -0.52702, -0.00682, 0.86095, 2.70523, -0.23229, 1.07996, -0.8924, 0.36091, 1.67697, -1.64104]","[-1.12181, -0.07532, -0.29749, 0.25656, -0.89907, 0.18857, 0.12994, -0.18566]"
10,"[0, 0, 1, 0, 0, 1, 1, 0]","[0, 0, 1, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0]","[-0.28024, -1.61865, 1.07508, 1.53978, 0.5254, -1.13999, -0.94146, 1.31999, -1.17341, -1.13606, 0.52248, 0.69551, 0.30814, -0.57312, -0.48423, 1.26794]","[1.10946, 1.14356, -1.02318, 1.09415, 1.16155, -1.0215, -1.06345, 1.09762]"
11,"[0, 1, 1, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]","[-0.12037, -0.84576, -0.89074, 1.58735, 2.49765, 1.46044, 1.36585, 0.36325, -0.15593, -0.88531, -0.95278, 1.18683, 0.2506, 0.75102, 1.6682, 0.20308]","[1.02857, -0.89617, -0.95682, 1.04151, 0.40818, 0.99923, 1.00702, 1.06607]"
12,"[1, 0, 0, 1, 1, 1, 1, 1]","[1, 0, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1]","[0.48906, 0.6893, 0.02412, -0.44033, -0.26078, -1.19955, -1.20982, 1.3367, 0.03372, -1.2371, -0.98811, 1.71961, 0.884, 0.70974, 1.30267, -0.29174]","[-1.142, 0.90307, 0.88548, -0.82673, -0.74099, -1.03852, -1.04415, -1.00173]"
13,"[0, 0, 0, 0, 0, 0, 1, 1]","[0, 1, 0, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1]","[1.56942, -0.68674, 1.55951, -0.79701, -0.12615, 0.3094, -0.643, -0.28578, 0.93782, -1.46532, 1.6652, -0.52974, 0.28181, -2.48181, 0.07417, -0.67259]","[0.7662, -0.45821, 0.53852, 1.00661, 1.00338, 0.05635, -0.13501, -0.84738]"
14,"[0, 1, 1, 1, 1, 0, 0, 0]","[0, 0, 1, 1, 0, 1, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[0.81697, -0.21267, 2.03313, -0.73603, -1.15565, -0.39205, 2.26489, 0.22892, 1.53627, 0.88966, 1.03622, -0.66387, -0.44406, 1.54424, 1.09614, 1.85325]","[1.02143, 0.32641, -1.09061, -1.07214, 0.30542, -0.02271, 1.01162, 1.02007]"
15,"[1, 0, 0, 0, 1, 1, 1, 1]","[1, 0, 0, 0, 1, 1, 1, 1]","[1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]","[-1.91283, -0.64651, -0.85426, 1.72519, -1.06601, -0.14673, -1.33341, 1.1975, 0.97226, 0.10701, 2.68846, -0.71088, 1.84873, 1.44172, 0.37231, -0.91057]","[-1.1124, 0.88747, 0.94316, 1.03078, -1.00239, -1.07517, -1.08957, -1.03037]"
16,"[0, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 1, 1]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]","[0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1]","[0.51725, -0.2442, 2.05216, -0.30582, -0.73611, -0.7334, 0.82207, -0.56823, 1.99212, 0.31515, 1.60637, 2.05368, -0.10768, -0.93889, -0.26788, -0.15536]","[0.85807, 0.00478, 0.06972, -0.24858, 0.23034, 0.96985, -0.2994, -0.61097]"
17,"[0, 0, 1, 1, 0, 0, 0, 1]","[0, 0, 1, 1, 0, 0, 0, 1]","[1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1]","[1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1]","[-1.03548, 0.62107, -1.34009, 0.09999, -0.57564, -1.31493, -2.28757, -2.18832, -2.04728, 0.96679, -1.19269, 0.98121, -0.69497, -0.00168, -0.82086, -1.46521]","[1.10659, 0.74451, -1.09224, -1.11352, 1.15071, 1.05154, 1.05095, -1.06067]"
18,"[0, 0, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 0]","[0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[0.64206, -0.8822, 0.06884, 0.15298, -0.15816, -2.22174, 0.90954, 1.96949, 0.42034, -1.82331, 0.57279, 0.69402, 2.23936, -1.27515, 2.61719, 1.15972]","[1.07431, 0.91568, 1.11211, 1.07599, -1.12205, -1.01826, 1.06564, 1.06821]"
19,"[0, 0, 1, 1, 1, 0, 0, 1]","[0, 0, 1, 0, 1, 0, 0, 1]","[0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1]","[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1]","[1.58724, 1.73469, -1.74205, 1.63771, 1.26726, 0.06093, -0.37494, -0.43552, 1.45078, 1.31982, -0.44407, -0.797, 0.29876, -1.35626, -0.67379, -1.05812]","[1.09303, 0.13302, -0.3932, 0.15523, -0.0095, 0.05993, 0.94051, -0.90991]"
20,"[0, 1, 1, 1, 0, 1, 1, 0]","[0, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0]","[-0.75106, -0.97483, -0.2304, -1.05924, 1.12492, -0.58125, -0.33666, 0.81201, -0.4417, -0.15101, -2.46361, -1.39232, 2.29026, -0.59677, -1.09082, 0.7948]","[1.0747, -1.00592, -1.06513, -1.17973, 0.74136, -1.00712, -1.02752, 1.02293]"
21,"[1, 0, 0, 1, 0, 1, 0, 0]","[1, 0, 0, 1, 0, 1, 0, 0]","[1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0]","[1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0]","[-2.35515, -1.57366, 0.553, 1.23045, 0.99496, 0.6242, -1.3963, -2.43052, 1.27526, 1.68257, -0.25851, -0.64603, 0.01358, 0.00465, 1.79408, 1.00797]","[-0.96542, 0.00184, 0.6757, -1.07615, 0.75253, -0.11977, 0.99301, 1.04233]"
22,"[1, 1, 0, 1, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 0]","[1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0]","[1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0]","[-1.3409, -1.55043, 0.92081, 1.20306, -1.56248, -0.27142, -1.12435, -1.08504, -0.08674, 1.20445, -1.08921, -0.074, 0.49744, 1.11761, 2.68076, 1.9555]","[-1.06755, -1.1159, 0.78739, -1.09703, 0.33565, 0.98577, 1.00655, 1.02976]"
23,"[0, 1, 1, 0, 0, 0, 1, 1]","[0, 1, 1, 0, 0, 0, 1, 1]","[0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1]","[0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1]","[0.45124, 1.57021, -2.42257, -1.17978, 0.54216, -0.50846, 1.74081, -0.47507, 0.66278, 1.00444, -1.43087, -1.92215, 2.64435, -2.36471, 1.78056, -1.18649]","[1.09772, -0.99289, -1.09558, 1.055, 1.11042, 1.04518, -1.11742, -1.08884]"
24,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[1.20903, 1.76578, 0.21765, 0.83282, 0.95827, 0.72084, 0.85674, 1.86704, 0.71785, 0.12748, -0.22504, 0.24754, 1.21486, 0.17332, 1.25653, 1.00212]","[1.06585, 0.95448, -0.44899, 1.09898, -0.34132, 1.0639, 0.7887, 1.03877]"
