Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0.68195, -1.8253, -0.8305, -0.04041, -1.07634, -1.27705, -0.54357, 0.25086, -0.3588, 1.43592, 1.26073, 2.47008, 0.1054, 1.43426, 0.7257, -0.69404]","[-1.14084, -1.10029, -1.11246, -1.19858, -0.88788, -1.13781, -1.0213, -1.0624]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-0.84322, 1.63138, 1.86139, 0.4297, 0.7226, 1.53429, 0.98624, -1.50801, 0.03746, -1.08823, -0.90543, -0.98616, -1.16635, -1.66518, -0.0012, 1.05968]","[-1.13792, -1.18048, -1.19736, -1.19415, -0.94185, -1.07796, -1.04073, 1.28577]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[0.0641, 0.7793, 1.74444, -2.21412, 1.02678, -0.97545, -0.0325, 0.31362, 0.70106, 1.57998, -2.04621, 1.59337, -1.1698, 0.70032, -0.25258, -0.03131]","[-1.10626, -1.04458, -1.09699, -1.04845, -0.71124, -1.02751, 1.0553, -1.03036]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1]","[-0.3645, 1.33714, -0.83513, -1.43885, 1.22281, 0.26106, -0.98573, 1.29213, 2.5856, -0.35152, 0.41432, 0.88061, -1.17895, -1.29583, -0.32017, -0.93209]","[-1.16187, -1.21313, -1.1256, -1.13843, -0.89528, 1.0457, -1.142, -1.01377]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0]","[2.10045, -0.5266, -0.14732, 1.02865, -1.04205, -2.32951, 0.6677, -2.25022, -1.8387, 1.25059, 0.62775, -2.22542, 1.89788, 1.33893, -0.65149, 0.44382]","[-1.19108, -1.06172, -1.12321, -1.1484, -1.14677, 1.03391, -1.03845, 1.0625]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1]","[1.53684, -0.24418, 0.11765, -1.48446, -0.49216, 2.00864, 0.57343, 0.89644, 0.4425, -1.07996, 0.34761, 0.23309, 2.0323, -0.70568, -0.63761, -1.701]","[-1.15015, -1.25036, -1.15922, -1.17088, -1.04178, 1.00799, 1.06326, -1.11286]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0]","[0.37237, -0.93704, -2.63736, 2.632, 1.78138, -1.10157, -0.69653, -0.60185, 1.64118, 1.38985, 1.46581, -0.57019, -1.01952, 2.49295, -0.28291, 1.86467]","[-1.21307, -1.29126, -1.27008, -1.17414, -0.91928, 1.0388, 1.05636, 1.07787]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1]","[-1.58665, -1.14297, -1.18024, -1.56952, 0.06631, -0.33602, -1.20003, 1.54951, 1.61775, 2.41961, 1.17608, 1.04125, -0.48617, -0.2514, 1.7513, -3.06183]","[-1.18701, -1.14767, -1.15753, -1.19457, 0.79807, -1.07806, -1.03448, -1.01094]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[0.18174, -0.90841, 0.28779, -1.03211, -0.40998, -0.71253, 1.90136, 0.88725, 0.99932, 1.5277, -0.44622, 0.22126, -0.09161, 0.75256, -1.84859, -1.0172]","[-1.1596, -0.96373, -1.08532, -1.08594, 1.26326, -1.03874, 1.09162, -1.07756]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[0.00753, 0.78199, -1.71976, 0.93543, 0.21347, 0.79968, -1.1107, -1.2554, 0.45759, -0.70675, 0.50637, -2.75885, -1.15085, -1.28347, 0.7516, 0.02891]","[-1.13573, -0.94748, -1.06534, -1.07048, 1.19252, -0.98573, 1.04132, 1.04395]"
