Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[0, 0, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 1, 0, 1, 0, 0]","[1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0]","[1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0]","[-0.46831, 1.43136, -1.05177, -0.45804, -0.49391, -0.5015, -0.78536, 1.64616, 0.11238, 0.85692, -0.81043, -0.15693, -0.80305, -1.11703, 0.3431, 0.04936]","[1.02552, 0.86261, 0.01013, -0.93705, 0.52791, -0.99908, 0.69504, 0.98836]"
1,"[1, 0, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 0, 1, 1]","[0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0]","[1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1]","[-0.0444, -0.88352, -0.47443, 1.13774, -0.11939, 0.60741, 0.58207, -0.75153, -0.76927, 1.31327, 0.77218, -1.53739, 0.1413, -1.01903, -0.61557, -0.59187]","[-1.05515, -0.09607, 0.03114, -0.31574, 0.42149, 0.13841, -0.17651, -0.29726]"
2,"[1, 0, 1, 0, 1, 1, 0, 1]","[1, 0, 1, 0, 1, 1, 0, 1]","[1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]","[1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1]","[-0.81063, -0.78175, -1.57963, 0.8048, 0.79667, -2.17879, 1.77753, 0.90181, 0.99019, 1.81528, 0.31274, -1.09574, -0.3261, 1.57443, -0.03526, -1.12352]","[-1.13072, 0.80823, -1.04253, 1.02794, -1.10084, -1.02485, 1.02976, -1.06481]"
3,"[0, 0, 1, 1, 1, 0, 1, 0]","[0, 0, 1, 1, 1, 0, 1, 0]","[0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0]","[0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0]","[0.75399, -0.88768, -1.16871, -2.21648, 2.2267, -0.88877, -1.94943, 0.542, 0.05866, -1.80853, -0.52396, -1.0794, 0.95846, 0.12285, -1.22746, 0.5013]","[1.08562, 0.89696, -1.07881, -1.08225, -0.89382, 0.58439, -1.04788, 1.04734]"
4,"[1, 0, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 0, 1, 0, 0, 1]","[1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1]","[-1.46394, -0.61044, -0.09754, 0.11592, -0.41412, 1.22199, 0.30443, 2.26255, 0.8923, 0.96031, -0.68412, 2.68184, 0.38076, -0.78697, -1.32171, -0.15042]","[-0.97642, -0.50706, -0.37396, 0.29023, -0.90934, 1.04031, 1.03673, -1.02938]"
5,"[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0]","[1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0]","[-1.3086, 0.75815, -1.22948, 0.38592, -0.34772, 0.55038, 1.17665, -0.26039, 2.1553, -0.46825, 0.12261, -1.48974, 1.21046, -1.27122, -0.61483, 1.10487]","[-1.1102, -1.09805, 1.09173, -1.07467, 1.06777, -1.04229, -1.03473, 1.02756]"
6,"[1, 1, 1, 0, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 0, 1, 1]","[1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1]","[1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1]","[-1.44315, 0.77539, 0.69593, -0.24969, -0.68689, 0.04055, -1.2837, 1.85212, 0.75034, -0.66673, -1.03787, -0.28342, 1.063, 0.99562, 0.15421, -1.83535]","[-0.89183, -0.90589, -0.63321, 0.0929, 0.51387, 0.36418, -0.98317, -0.99107]"
7,"[1, 1, 0, 1, 0, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]","[-2.32284, -1.92594, -0.78255, -1.42743, -1.48767, -1.57214, 1.68953, 1.19693, 0.4016, 1.39096, 1.78792, -0.06519, 1.51982, 0.87735, -1.4423, -1.23878]","[-1.00625, -0.70637, 0.58528, -0.54629, 1.04857, -1.04372, 0.87704, -0.76879]"
8,"[1, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1]","[-1.92546, 2.70773, -1.58674, -0.62065, 2.44672, -1.10125, 1.04902, 0.92214, 1.28932, -0.0964, 1.68716, 0.42561, -1.86284, 0.81883, -1.36255, -1.25034]","[-1.08999, 0.52383, 1.07126, -1.12274, -1.12065, -1.08914, 1.08192, -1.08597]"
9,"[1, 0, 0, 1, 1, 0, 1, 1]","[1, 0, 0, 1, 1, 0, 1, 1]","[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1]","[-0.56644, -1.24305, 0.54154, -1.47015, 3.52672, 1.38689, -0.73541, 1.2709, 1.71336, 1.40118, -1.04649, 0.46657, -0.47888, -1.05016, -0.07059, -1.15369]","[-1.08536, 0.63532, 0.04423, -1.03377, -0.91518, 0.94065, -0.59384, -0.9762]"
10,"[0, 0, 1, 0, 0, 1, 1, 0]","[0, 0, 1, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0]","[-1.66934, -1.13236, 1.73476, 1.71299, 0.22435, -1.63548, -1.09654, 1.06589, -1.54323, -0.64233, 1.24461, 0.0975, 1.76459, -1.12142, -0.93502, 0.27451]","[1.09491, 1.07415, -1.12688, 1.07898, 1.09511, -1.11225, -1.08658, 1.08189]"
11,"[0, 1, 1, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","[-0.02528, -1.37037, -0.65072, 1.16274, 2.1449, 2.41318, 1.29635, 1.16287, 0.37132, -0.90181, -0.05735, 1.14011, 1.10501, 0.84556, 0.89733, 1.03659]","[1.05855, -0.96432, -1.05145, 0.98499, 0.90022, 0.95605, 0.92893, 0.98651]"
12,"[1, 0, 0, 1, 1, 1, 1, 1]","[1, 0, 0, 1, 1, 1, 1, 1]","[0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1]","[0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1]","[2.47655, 0.57608, -0.423, -1.19532, -1.75797, -1.26481, -1.3068, 2.33495, -1.51035, -0.21034, -1.35582, 1.23641, 1.07927, 0.49159, 1.4951, -1.68259]","[-1.01056, 0.63314, 0.51377, -0.93362, -0.90456, -1.03228, -0.92999, -1.0304]"
13,"[0, 0, 0, 0, 0, 0, 1, 1]","[0, 0, 0, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1]","[1.31527, -1.66317, 1.72703, -0.56707, 1.74856, -1.79506, 0.83962, -0.82142, 1.46788, -1.06174, 0.79701, -0.931, 1.3546, -0.10339, 0.75099, -1.51412]","[1.07361, 0.83125, 1.09235, 1.03432, 1.08105, 1.07798, -1.11374, -1.07448]"
14,"[0, 1, 1, 1, 1, 0, 0, 0]","[0, 1, 1, 1, 1, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[0.89084, 2.0251, 0.73213, -1.04131, -0.17007, 0.03653, 1.58866, 2.37654, 1.77414, 2.04333, 1.02196, -0.32323, -0.85094, 0.10784, 0.09852, 0.79681]","[1.06971, -1.09187, -1.12423, -1.12903, -1.12883, 1.03288, 1.03542, 1.04413]"
15,"[1, 0, 0, 0, 1, 1, 1, 1]","[1, 0, 0, 0, 1, 1, 1, 1]","[1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]","[1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]","[-0.74502, -1.47228, -0.86357, 0.06709, 0.40222, -0.94752, -0.24917, 1.50511, 1.32151, 1.41751, 0.97437, -0.99572, 1.65029, 0.61728, 2.02231, -1.20375]","[-1.12131, 0.85732, 0.8467, 1.00933, -0.58664, -1.03966, -1.04006, -1.09309]"
16,"[0, 1, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]","[1.25451, 0.3071, 0.62217, 0.69939, -1.97116, -0.94665, 0.56163, 0.96716, 0.44545, 0.8982, 1.18195, 0.39838, -1.04278, -0.30658, 0.80569, 1.37034]","[1.05034, -1.10888, 1.00322, 1.06821, 1.01923, -1.12874, 0.98524, 1.0291]"
