Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0.85635, -1.08368, -1.2668, -1.4824, -0.39453, -0.8585, 0.44383, 0.37829, -2.16637, 1.94149, 1.66968, 0.42865, 1.84554, 1.68504, 0.94466, -1.00864]","[-1.21947, -0.91812, -1.12013, -1.26266, -0.85692, -1.13801, -1.09616, -0.91758]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-0.7286, 1.35887, 1.03416, 2.30008, 0.74384, 1.54242, 1.31115, -1.53757, 1.94679, -0.85447, -1.25064, -0.44982, -0.76958, -0.70187, -1.31133, 1.42659]","[-1.22963, -0.93908, -1.15083, -1.32969, -1.01311, -1.06618, -0.95169, 1.03946]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[0.57354, -0.68874, 1.64233, -1.65191, 1.09555, -1.70772, 2.27771, 1.24479, 2.46981, 0.62262, -1.85995, 0.66626, -1.30727, 0.76766, -1.01425, -0.19513]","[-1.12261, -0.89017, -1.20868, -1.09911, -0.95761, -1.17755, 1.07268, -1.08033]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[-2.62292, 1.18693, -0.00529, -2.38381, 1.40101, 1.58905, -1.22852, 0.24311, 0.83553, -1.65446, 1.04287, 2.15793, -1.24293, -2.11843, 1.93056, -0.53003]","[-1.07366, -1.031, -1.00558, -1.19513, -0.80729, 0.96958, -1.16258, -0.96541]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[1.60442, -0.67708, 0.89062, 1.83037, -0.48629, -1.07354, 0.54951, -0.89742, -2.2705, 0.91746, -1.0042, -0.90721, 1.60636, 0.06142, -0.31731, 0.60971]","[-1.0436, -0.895, -0.93444, -1.21521, -0.91903, 1.13801, -1.1008, 1.11174]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[1.70947, 0.21049, 0.07051, -0.24304, -1.33749, 2.07119, 0.50277, 0.33196, -1.12018, -1.31045, -1.64772, 0.41705, 0.38533, -1.90875, -1.53147, -0.77563]","[-1.07137, -1.1892, -1.22028, -1.22323, -0.82973, 0.97581, 1.03603, -1.12982]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0]","[-0.52628, -1.00963, -0.91961, 1.47207, 0.88938, -0.06484, -1.75753, -1.50587, 1.44616, -0.83986, 0.98941, -0.89803, -0.92524, 1.07414, 0.41346, 1.28818]","[-1.08338, -0.99986, -0.97141, -1.19948, -0.89969, 1.10398, 1.06882, 1.11766]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[-0.38108, -1.4785, -0.98918, -0.50987, 0.65579, -0.87592, 0.34573, 0.12185, 1.67126, 2.11733, 0.48205, 1.69187, -0.66944, 1.42109, 0.78713, 0.14344]","[-1.30966, -0.79635, -1.01333, -1.2678, 0.73182, -1.18921, -1.18473, -0.92253]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[1.38023, 0.34289, 1.41745, -0.18677, -0.7351, -1.12758, 0.63979, 2.35697, -1.14251, 1.12912, -0.46105, 0.64219, 1.29652, 0.29568, -0.67278, -0.55444]","[-1.08493, -0.96396, -1.08573, -1.1612, 0.97502, -1.16759, 1.14894, -1.02826]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[-1.03288, 0.94349, -1.15005, -0.63492, 2.50176, 1.09346, -0.95897, -1.40536, 1.3467, -0.19639, 1.39222, -0.39304, -0.11417, -1.3352, 2.20985, 1.13423]","[-1.03444, -0.82564, -0.80546, -1.12957, 0.91262, -1.07349, 1.17825, 1.15954]"
