Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 0, 1, 1, 0, 0]",,"[0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[1.18408, -0.3852, -0.79445, -1.64898, -0.77337, 0.41288, -0.93565, 0.21819, -1.27937, 1.75589, 1.73661, 1.46242, 1.04772, 0.84212, 1.97226, 0.18291]","[-1.03634, -0.958, 0.12127, 0.14262, -0.82046, -0.31977, 0.00345, 0.04357]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[0, 1, 1, 0, 0, 0, 1, 1]",,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1]","[-1.2589, 1.47615, 1.22971, 1.27503, 2.29465, -0.4065, 0.59202, -1.18392, 1.91158, -0.36248, 0.32448, -0.69089, -1.27164, -0.73591, 0.04409, -0.12658]","[0.88736, -0.24884, -0.15564, 0.13911, 0.13893, 1.00675, -0.94744, -0.88928]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 1, 1, 0]",,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1]","[-0.807, 0.09111, 1.07305, -0.4415, 2.05817, 0.4723, 1.17633, -0.10125, 0.89402, 1.14316, -0.56638, 0.52743, -1.61824, 1.09884, -1.40656, -0.51943]","[-1.0011, -0.94637, -0.32942, 0.31242, -0.36692, -0.95155, -0.00415, 0.31403]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[-2.03783, 1.44633, -1.78957, -1.64354, 0.7324, 0.23085, -0.11796, 0.68704, 0.47641, -0.85126, 0.88441, 0.95345, -0.83928, -0.30796, 2.298, -1.48558]","[-1.09107, -1.10391, -1.10467, -1.08591, -1.06808, 1.05002, -1.0719, -1.08796]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]",,"[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0]","[0.41105, -0.45917, 0.79635, 1.45756, -0.65433, -1.58938, 0.05731, -1.28244, -2.23051, 1.41938, -1.25899, -1.45878, -0.43618, 1.5186, -0.3304, 1.87055]","[-1.05821, -0.96678, -1.02303, -1.01383, -0.79482, 1.06109, -1.03343, 1.02763]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]",,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0.12222, 0.37869, 0.8927, 0.09317, -1.53475, 0.52357, 0.56916, 1.75046, -0.69567, -1.70727, -1.64567, 1.00658, 0.27192, -0.85346, -2.16473, -1.33228]","[-1.08353, -0.75442, -0.86687, -0.59086, -1.03234, 1.07372, 1.0621, -1.07548]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]",,"[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-0.07864, -0.56112, -1.00391, 1.61869, 1.33705, -0.04004, -0.37771, -1.0508, 0.74056, 0.48253, 0.89297, -1.72147, -2.07253, 1.566, 1.60569, 0.18929]","[-1.08847, -1.08926, -1.10892, -1.08638, -1.07279, 1.07761, 1.09139, 1.08884]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]",,"[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[-1.85591, -0.83673, -1.06043, -0.59462, 1.07338, -0.20457, -1.08083, 1.25392, 2.20209, 0.94671, 2.62684, 0.68092, -1.6989, 0.03695, 0.31507, -0.80825]","[-1.09228, -1.09222, -1.08516, -1.10115, 1.1152, -1.05909, -1.07077, -1.10806]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 0, 0, 1]",,"[0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1]","[2.5488, 0.07712, 0.57087, -0.65434, -2.59092, -1.72931, 0.36664, 1.68346, -1.01708, 1.85392, -0.92649, 1.20379, 1.20711, -0.06303, -0.89099, -0.07549]","[-1.05966, -0.73017, -0.95622, -0.99557, 0.44023, 0.12804, 1.01168, -1.07824]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]",,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[-1.85459, 0.58587, -1.15212, 0.77942, 0.63362, 0.77131, -2.45326, -1.25963, 0.80437, -1.44561, 1.28793, -1.31961, -0.91982, -1.08141, 0.59424, 0.69457]","[-1.08056, -1.0997, -1.1215, -1.08008, 1.12771, -1.09518, 1.10102, 1.09933]"
