Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 0, 1, 1, 1]",,"[0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1]","[0.71969, -0.70854, -1.90652, -0.50788, -1.52341, -1.57705, 0.04628, 0.59161, -2.74161, 2.07532, -0.00725, 0.88925, 0.62128, 0.4061, 1.24154, -0.5885]","[-0.75147, -1.07339, 0.14217, -0.94324, 0.42563, -0.99771, -0.02539, -0.9199]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]",,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[-2.23555, 0.67616, 0.13019, 0.51499, 0.8068, 0.05638, 1.06529, -1.42281, -0.76879, -2.14831, -0.23939, -1.36887, -2.15403, -0.44306, -0.97417, 1.66548]","[-1.09981, -1.12721, -1.11546, -1.05387, -1.07644, -1.04541, -1.01661, 1.02988]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 0, 1, 1, 0, 1]",,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[-0.10012, -0.725, 0.56602, 0.53023, 1.46241, -0.37343, 1.08057, 1.29772, 0.27457, 2.80739, -0.87001, 1.31113, -2.3293, 0.27732, -2.0071, -1.55498]","[-0.83669, -0.09939, -0.11937, 0.02533, -1.10087, -1.0705, 1.01416, -0.84696]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 0, 1, 1, 0, 1, 1]",,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]","[-0.4332, 0.94673, -0.67652, -1.26183, 1.32692, 1.21727, -0.626, 2.88279, 0.69677, 0.10342, -0.1904, 1.21809, -1.13891, -1.38729, 0.56887, -0.1244]","[-1.08266, 0.18581, 0.11988, -1.09504, -1.11769, 1.04768, -1.06871, -1.09002]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]",,"[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[3.06298, -1.34655, 0.56353, 0.18096, -0.1296, -0.91885, 0.39927, -0.84639, -0.89813, 0.7691, -0.4884, -0.26667, 1.48008, 0.40085, -0.88261, 1.14369]","[-1.09515, -1.16865, -1.09949, -1.10383, -1.08012, 1.12247, -1.06064, 1.06583]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]",,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0.95269, 0.81045, 0.95267, -0.30481, -0.83658, 0.20978, 0.28236, 0.7077, -1.1121, -1.06788, -1.91338, 1.42224, 0.93917, -0.02444, -0.30559, -1.63219]","[-1.09039, -1.09127, -1.1218, -1.12518, -1.09556, 1.06173, 1.09916, -1.10595]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]",,"[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-0.94907, -0.16298, -0.4609, 1.2172, 0.12189, -1.5988, -0.51276, -0.85445, 1.58774, 0.34289, 1.0133, -0.84743, -1.04522, 1.54656, 1.41662, 0.47554]","[-1.15303, -1.16779, -1.20605, -1.16607, -1.12454, 1.04784, 1.05935, 1.09534]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 0, 0, 1, 0, 0, 0]",,"[1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1]","[-0.88162, -1.60454, -0.47322, -2.01005, 1.28729, -0.60321, -1.01318, -0.33921, 2.27516, -0.19164, 1.35387, 1.11643, -1.03214, 0.62847, 1.5476, -1.59706]","[-0.96577, -0.23127, 0.13708, 0.22702, -0.4049, 0.15156, 0.26368, 0.23158]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 0, 0, 0, 1]",,"[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1]","[1.99318, -1.19568, 0.53769, 0.02974, -0.69253, -1.55454, 2.06558, -0.20569, -1.69537, 1.16052, -0.98746, 1.61275, 0.03502, 1.67149, -0.2616, -1.8544]","[0.68512, -0.22898, 0.06656, -1.02582, 0.07366, 0.06171, 0.06185, -0.85054]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]",,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[-1.70759, 2.05744, -1.66049, 1.8187, 1.92949, 1.10923, -1.09047, -1.20639, 1.391, -1.08023, 0.80934, -0.85342, -0.95934, -1.68061, 1.11883, 0.65383]","[-1.13596, -1.10564, -1.20483, -1.12058, 1.12405, -1.12015, 1.05543, 1.09004]"
10,"[1, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 0, 0, 0, 0, 1, 0]",,"[0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1]","[0.12999, 1.06632, -0.99906, -1.47495, -0.04461, 1.11986, -0.63702, -0.12204, -1.03624, -1.03404, 0.51236, 1.98508, 1.23033, -1.83412, 0.74825, -1.18007]","[-0.95507, -0.06464, 0.15673, 0.20666, 0.12485, 0.01704, -0.03253, 0.10869]"
11,"[1, 1, 1, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]",,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0]","[-1.18816, -1.00866, 0.82592, 2.68273, 0.02855, 0.07493, 1.11503, -1.89071, 0.70851, 0.37284, -1.18784, -0.86156, 0.01811, 1.96654, -0.16891, 1.39434]","[-1.09681, -0.38713, -1.10161, -1.0714, -0.43728, 0.12928, -1.04842, 1.07703]"
12,"[1, 1, 1, 1, 0, 0, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 1]",,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1]","[-1.21714, 1.30763, 0.91878, 0.5487, 0.84884, 2.09518, 1.72534, 1.30329, 1.71597, -0.57561, -1.34484, 1.17379, -0.72903, -2.02154, -2.01441, -0.58199]","[-0.9503, 0.29791, 0.10102, 0.02737, 1.0041, 1.05516, 0.99475, -0.93355]"
13,"[1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0]",,"[0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0]","[2.28743, -0.66663, -0.05688, 0.81462, -1.5649, -1.84388, -0.47696, -1.55353, -0.66972, 1.4825, 0.29667, -1.99535, 1.14726, 1.73011, 1.51634, 1.26366]","[-1.13412, -1.16955, -1.19475, -1.16925, 0.92558, 1.06021, 1.0447, 1.07175]"
14,"[1, 1, 1, 0, 1, 1, 1, 0]","[1, 1, 1, 0, 1, 1, 1, 0]",,"[1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0]","[-0.22924, -1.56222, -1.09569, -1.14592, 1.54585, 1.06329, 1.53887, -0.72782, -1.27955, 1.28301, 1.43147, 1.59588, -0.08845, -0.81124, -1.58588, 1.67392]","[-1.05074, -1.12264, -1.0906, 1.084, -1.09274, -1.07678, -1.0384, 1.08543]"
