Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",,"[0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0.41747, 0.13239, -0.02826, -1.08075, -1.97145, -1.84443, -1.24863, 0.12321, -1.93366, 1.94159, 0.68515, 0.15404, 1.01082, 0.99422, 1.86199, -0.57371]","[-1.06952, -0.34482, -1.0179, -1.07303, -1.02142, -0.99983, -0.99283, -1.06678]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1]",,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0.13793, 1.78938, 1.33186, 1.83997, 1.24642, 0.53928, 0.97195, 0.14719, 1.30353, -1.43012, -1.42425, -0.83258, -2.35652, -0.61411, -1.41442, -0.16294]","[-1.04094, 1.05714, 1.05523, 1.10158, 1.03209, 1.06931, 1.07776, -1.06345]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 0, 1, 1, 0, 1]",,"[1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[-1.10222, -2.53388, 0.44412, 0.15462, 1.49006, -2.16159, 1.25347, 1.33552, 0.96214, 1.68375, -1.71943, 0.65977, -0.50404, 0.25382, -0.10204, -1.52189]","[-1.00429, -0.16421, 0.36826, 0.16898, -0.82509, -1.07404, 1.02911, -1.04683]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[-0.98726, 1.15282, -1.21013, -0.8548, 1.52649, 1.22034, -0.92223, 0.01346, 0.99779, -0.94293, 1.35273, 1.6643, -2.88063, -0.91816, 1.2233, -0.92176]","[-1.07027, -1.07894, -1.0738, -1.08696, -1.10015, 1.05779, -1.0531, -1.07138]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]",,"[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[1.01331, -0.60721, 1.07106, 0.80961, -1.04269, -0.31555, 0.66479, -0.69668, -0.86342, 1.2752, -0.82758, -1.12974, 1.32174, 0.34631, -0.83815, 0.34013]","[-1.10475, -1.04896, -1.07444, -1.10787, -1.14477, 1.06326, -1.08443, 1.07707]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]",,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0.76494, 1.79364, 1.47025, -0.57565, -1.09844, 0.47972, 1.8584, 1.71025, -1.2977, -0.55551, -1.54128, 2.17554, 0.17145, -1.36823, -0.50641, -1.85787]","[-1.0601, -1.05233, -1.06881, -1.06537, -1.08305, 1.08277, 1.09143, -1.08149]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 1, 0]",,"[1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[-1.12243, -1.88825, -1.99598, 0.54569, 1.21681, -0.58619, -2.25661, 0.22389, 0.95016, 0.83297, 1.65247, -0.24182, -1.48527, 0.65658, 1.99208, 1.18607]","[-1.02637, -0.73133, -0.20608, -0.35712, -0.38165, 0.19251, -0.06727, 0.04349]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 0, 1, 1, 1, 0, 1, 1]",,"[0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.48649, -1.68552, -1.4378, -3.02062, 0.76154, 0.31615, -1.63005, 1.06269, 1.24957, 0.83793, 2.03485, 1.37167, 0.02275, 1.51513, 1.00693, -0.54513]","[-1.03516, 0.24543, -1.03897, -1.05317, -0.3862, 0.13613, -1.04075, -1.0836]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 1]",,"[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0]","[0.66117, -0.67653, 1.22738, -1.51701, -0.02931, -0.80256, 0.34082, 1.79218, -0.74409, 1.00686, -0.0835, 0.54884, 0.64375, -0.29864, -1.76823, 0.09814]","[-1.02584, -0.04968, 0.26224, -0.00729, 0.88023, -0.95202, 0.06005, -0.00651]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]",,"[1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[-0.5109, 0.92469, -1.75904, 1.37908, 1.69815, 1.62713, 0.17659, -1.1859, 1.85794, -1.47753, 0.16803, -1.00742, -1.05471, -0.95107, 0.76951, 0.97015]","[-1.0707, -0.99036, -0.59719, -1.0145, 1.04165, -0.99066, 0.20795, 1.07002]"
