Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",,"[0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[1.30322, 0.17101, -1.46745, -0.4679, -1.12158, -1.22463, -0.00351, 1.87768, -1.62837, 0.59705, 0.223, 0.02061, 1.73026, 0.13307, 2.07854, -0.55617]","[-1.07719, -0.48429, -1.0482, -1.08884, -1.09807, -1.01535, -1.02933, -1.0868]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]",,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-0.48427, 1.18211, 0.776, 0.5879, 1.58331, 1.32099, 0.6562, -1.22679, 0.11517, -0.91085, -1.58008, -0.51036, -1.73136, -1.52981, -0.94148, 1.33643]","[-1.07879, -1.05779, -1.04649, -1.0831, -1.09965, -0.99951, -1.01291, 1.05528]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]",,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[-0.54661, -1.04308, 0.21439, -1.34802, 1.57144, -1.04273, 1.72542, 1.48158, 2.53569, 0.71679, -0.57028, 1.50713, -1.80308, 0.76714, -0.01273, -1.22451]","[-1.08204, -1.04851, -1.10014, -1.04201, -1.12783, -1.11437, 1.05012, -1.12278]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 0, 0, 1, 0, 1, 1]",,"[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1]","[-0.85626, 0.91329, -0.02705, -1.74477, 0.88092, 0.90034, -0.38722, 0.94304, 0.78397, -0.19785, 0.16496, -0.28397, -2.64864, -1.23404, 2.4344, -1.67648]","[-1.08391, -0.24217, 0.03621, 0.06332, -1.04704, 1.0503, -1.01786, -0.94418]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 0, 0, 1, 0, 1, 0]",,"[0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0]","[0.75172, -0.79703, -0.26093, 0.36811, -0.11702, -1.12593, 1.48352, -0.67034, -1.2099, -0.13559, -0.93108, 0.70326, 1.20706, 0.64566, -1.4573, 0.32695]","[-0.56867, -0.04327, 0.05268, 0.0687, -0.97373, 1.05833, -1.01385, 0.65145]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]",,"[0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1]","[1.47539, 1.79257, 1.59368, -1.41357, -1.04784, 0.96952, -0.33311, 1.86133, -0.33302, -1.3691, -0.91803, 1.95767, 1.45513, 0.29384, -0.92776, -0.19224]","[-1.04248, -0.45112, -0.37397, -1.04329, 0.50814, -0.06333, 0.22534, -0.99263]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]",,"[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-1.60409, -1.44917, -0.32188, 1.1406, 1.75368, -2.23642, -1.07086, -0.47605, 1.12005, 0.7996, 1.41839, -0.3507, -0.55358, 0.31874, 1.27837, 1.57412]","[-1.09206, -1.07957, -1.11396, -1.10123, -1.1123, 1.04556, 1.06847, 1.09266]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]",,"[1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[-0.99432, -1.7715, 0.14464, -1.1786, 1.25727, -1.71906, -1.88848, 0.36648, 0.67059, 1.23186, 1.3089, 1.20197, -0.9546, 0.70192, 0.15225, -1.563]","[-1.04231, -1.0679, -0.1835, -1.03856, 0.98238, -1.05178, -1.02507, -1.02467]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 1, 1, 1, 1, 0, 0]",,"[0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0.88001, -1.67692, 0.32888, -0.53721, 0.31717, -1.36638, 0.17372, 1.42199, -0.85183, 0.7847, 0.00979, 0.81415, 1.81187, 1.3499, 0.04652, 0.37708]","[0.5536, -0.03987, -0.26047, -0.14824, -0.52557, -0.12908, 0.92675, 0.76171]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 0, 1, 0, 1, 0, 0]",,"[0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[0.19318, 0.41191, 0.02656, -0.22174, 1.67772, 0.34911, -1.49107, -1.35149, 0.81298, -0.89761, 2.14471, -0.00021, -1.20258, -2.12525, 0.18363, 0.97055]","[-0.83948, 0.81271, 0.18577, -0.21553, 0.97903, -1.03592, 0.89271, 0.53054]"
10,"[1, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 1, 1, 0, 0, 1, 1]",,"[0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1]","[1.44474, 1.87807, -2.07571, -1.41105, -2.05134, 1.79345, -0.02953, 1.34738, -0.5761, -0.21597, 0.31528, 1.14615, 2.02777, -1.29607, 2.2654, -0.29455]","[-1.07112, -1.09531, -1.06809, -1.07802, 1.1448, 1.06087, -1.04679, -1.07706]"
