Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0.64295, -1.39918, -0.58186, -1.56887, -0.85457, -0.85695, -0.23756, 0.92414, -0.16451, 2.63396, 0.04971, 1.61347, 0.28853, 0.61256, 1.65659, -0.57663]","[-1.08934, -1.07329, -1.08137, -1.09678, -1.09195, -1.08373, -1.07769, -1.10751]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]",,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-1.50607, 1.51384, 0.23653, 0.00062, 1.6236, 1.10297, 1.22383, -1.00821, 0.0952, -1.04955, -1.03714, -1.36067, -0.11537, -1.97455, -1.72318, 0.87172]","[-1.08205, -1.078, -1.08339, -1.07825, -1.0768, -1.07113, -1.07838, 1.09284]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]",,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1]","[-1.45815, -0.57854, 1.32569, -1.09928, 1.61613, -1.00196, 0.45822, 1.64816, 0.99167, 1.88741, -0.15116, 1.19566, 0.59234, 0.46563, -0.75373, -1.95494]","[-1.07896, -0.97798, -0.96527, -0.9938, -0.83909, -1.03033, 1.03272, -1.08328]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",,"[1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1]","[-1.07763, 0.49541, -1.27137, -1.17649, 1.6538, 2.26862, -0.75719, 0.6512, -0.6703, -0.91468, 1.39298, 0.97443, -1.90256, -1.66575, 0.83954, -0.66381]","[-1.06759, -0.99756, -0.993, -1.02002, -1.01339, 1.03282, -1.02912, -0.9884]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]",,"[0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0]","[0.74389, -2.71797, 1.28617, 1.64153, -1.33387, -1.70597, -0.18002, -0.67803, -1.9541, 1.03952, 0.0538, -0.99418, 2.54888, 0.53591, -1.58974, 0.5011]","[-0.82094, -0.9401, -0.64637, -1.02638, -0.43091, 0.87675, -0.14026, 0.79311]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]",,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1]","[2.17845, 0.5609, 1.15607, -0.60279, -1.89702, 0.72849, 1.40831, 1.47717, -1.01495, -1.70363, 0.28019, 1.29223, 1.00045, -1.23667, -0.91866, -0.44174]","[-1.07295, -0.90931, -0.95278, -1.03642, -0.95648, 1.01901, 1.00532, -1.09209]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]",,"[1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[-0.29663, -1.42499, -2.05845, 1.74685, -0.21682, -0.60877, -0.13021, 0.22619, 0.03837, 1.73227, 0.84417, -1.04077, -2.40362, 1.60535, 0.70134, 1.08208]","[-1.04061, -0.94082, -0.77315, -0.90432, -0.88881, 0.86048, 0.80054, 0.74753]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]",,"[1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]","[-1.53104, -0.60223, -1.40646, -1.0815, 1.88619, -0.70649, -1.28162, 3.15649, 1.21461, -0.01444, 0.48985, 0.23869, -0.45207, 1.84571, 0.37244, -0.8801]","[-1.06505, -1.0472, -1.02376, -1.03835, 0.98001, -0.98824, -1.0119, -1.07052]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]",,"[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1]","[1.75233, -2.00698, 1.52417, -1.4687, -0.56843, -1.13057, 1.14332, 1.45393, -1.05813, -0.02876, -0.55235, 1.40642, 1.64443, 1.36023, 0.18786, -1.97375]","[-1.06038, -0.43137, -0.48244, -0.94317, 0.62359, -0.98428, 0.81976, -1.01352]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]",,"[1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]","[-0.55365, 1.29241, -0.89079, 1.87514, -1.03306, 2.3119, -1.12591, -0.31854, 0.30135, -1.19735, 0.52615, -0.70131, -1.39647, -2.75692, -0.13137, 0.24504]","[-0.92374, -0.88249, -0.0681, -0.85218, 0.90281, -0.72378, 0.5671, 0.96916]"
