Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 0, 0, 0, 0, 1, 1, 1]",,"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]","[2.05067, -2.64752, -1.19694, -1.14936, -1.34362, -2.1885, -2.10784, 0.77605, -1.37853, 1.34658, 1.06923, -0.01242, 0.96461, 1.59223, 1.78722, -0.12671]","[-0.84619, 0.02492, 0.04035, 0.72829, 0.21977, -0.78968, -0.89543, -0.845]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 1, 0, 1, 1, 0]",,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-0.15626, 0.68487, 1.80879, 1.2424, 0.22545, 1.06494, 1.357, -0.77749, 0.34191, -1.66311, -0.97461, -1.01222, -0.21977, -1.78706, -1.16793, 1.27906]","[-0.84998, 0.01461, 0.0001, -0.89056, 0.22344, -0.7229, -0.82326, 0.82661]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 1, 0, 0, 1]",,"[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1]","[-1.3542, -1.01285, 1.10871, -0.9053, 0.17289, -0.71867, 0.52077, 0.33947, 0.19978, 2.64703, -1.95583, 0.52922, -1.19404, -0.06048, -1.13428, -0.91724]","[-0.78631, -0.11486, 0.0803, -0.75419, -0.02407, 0.77187, 0.80006, -0.89955]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",,"[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[-2.11517, 0.58761, 0.23977, -1.84071, 0.06734, 1.41321, -1.47246, 2.12272, 0.05478, -1.41634, 2.34084, 0.64753, -1.09422, -0.74086, 1.20506, -0.85132]","[-0.81206, -0.00594, -0.08069, -0.86992, -0.14741, 0.77577, -0.81803, -0.88838]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 0, 1, 1, 0, 0, 0]",,"[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]","[1.10511, -0.10976, 0.31491, 2.25597, -1.21573, -1.15579, 0.81744, -0.15124, -1.5474, 0.04142, -1.18737, -0.77089, 1.3182, 1.5909, 0.65534, 1.65621]","[-0.82633, -0.05329, 0.00849, -0.72912, -0.27786, 0.76084, 0.75751, 0.83302]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 0, 1, 1, 0, 0, 1]",,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[1.3687, 1.90963, 1.04208, -0.57818, -1.0069, 2.58864, 1.42493, 0.67088, -0.28893, -0.41405, -1.60984, 1.85226, 1.13099, -0.60528, -1.55422, -0.07059]","[-0.74023, -0.00881, 0.06489, -0.69267, -0.19794, 0.74931, 0.80201, -0.93059]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 1, 1, 1]",,"[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1]","[-1.72509, -0.75581, -1.08494, 0.75891, 1.432, -1.60959, -1.6028, -0.84755, 0.54094, 0.87434, 1.558, -1.75443, -0.63426, 1.3439, 0.05322, -0.08932]","[0.75823, 0.02785, 0.1178, 0.77862, -0.08943, -0.64789, -0.73723, -0.83194]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",,"[1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[-0.88838, 0.85409, -1.0151, -1.69294, 1.50536, -1.37904, -1.55281, 0.91522, 0.76783, 1.73574, 0.79956, 1.10434, -0.8388, 1.5464, 0.85283, -0.39342]","[-0.80617, -0.09531, -0.07675, -0.86862, -0.15075, -0.69186, -0.82266, -0.8252]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 0, 1, 1, 1, 0, 1]",,"[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[1.66823, -1.86544, 0.72095, -1.9862, -0.54973, -0.78394, 0.42261, 1.3992, -2.33559, 1.24517, -1.18646, 0.94166, 1.61378, 0.31461, -0.54163, -1.59659]","[-0.7477, -0.10264, 0.03614, -0.72538, -0.00724, -0.7341, 0.77498, -0.90995]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 0, 1, 1]",,"[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1]","[-1.63298, 2.85896, -1.01375, 1.62171, 1.93843, 1.05226, -0.71104, -0.62377, 2.02403, -1.61684, 0.75859, -0.8772, -1.44911, -1.25024, 1.15753, -0.27753]","[0.74881, 0.00847, 0.01721, 0.79859, -0.12057, 0.77035, -0.81314, -0.89338]"
