Example,Original_Message,Decoded_Bits,Polar_code,Binary_Corrupted_codeword,Corrupted_codeword,Output
0,"[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]","[0.54798, -1.11609, -2.14985, -1.28906, -1.35373, -0.42865, -1.79469, 1.21196, -2.4711, 0.94219, 1.08604, 1.40755, 0.47955, 0.25005, 1.20224, -2.014]","[-1.13478, -1.09914, -1.11303, -1.16976, -0.89831, -1.1252, -1.0112, -1.04421]"
1,"[1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[-1.4645, 0.86258, 1.53862, 1.24237, 1.02978, 1.24529, -1.34505, -1.09076, 1.25495, -1.36802, -0.12943, -0.77971, -1.96159, -1.06688, -1.31321, 2.27662]","[-1.13088, -1.09703, -1.10767, -1.15448, -0.84443, -1.06079, -1.02405, 1.29331]"
2,"[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 1, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1]","[-0.40121, -0.44305, 2.74819, -0.58218, 0.20387, -0.86511, 2.04856, 0.81756, 1.46522, 1.17633, -2.03606, 0.95043, -1.78593, -0.78122, -2.15277, -0.31016]","[-1.09559, -0.94184, -1.05771, -1.0496, -0.57079, -1.02443, 1.02715, -0.97812]"
3,"[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]","[-0.95573, 1.15826, -0.66682, -1.12155, 1.31415, -0.11103, -0.94705, 1.10221, 0.51186, -0.2162, 2.44989, 1.1882, -0.59173, -1.2506, 1.1514, -0.07752]","[-1.16701, -1.14806, -1.12928, -1.1586, -0.66151, 1.06416, -1.1331, -0.99079]"
4,"[1, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0]","[1.57337, -0.80131, 0.03602, 1.66572, -0.59262, -1.01108, 0.40034, -1.25131, -0.01222, 1.28842, -1.44172, -1.54929, -0.22882, 1.28354, -1.09535, 0.01686]","[-1.17116, -0.96603, -1.0741, -1.10032, -1.12346, 1.06596, -1.05348, 1.06914]"
5,"[1, 1, 1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 0, 0, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1]","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1]","[1.01615, 0.91035, 0.52342, -0.4148, -0.7755, 1.58808, 0.58985, 0.7938, -1.43697, -1.29775, -1.93539, 0.83955, 1.25648, -1.54077, 1.02353, -1.93923]","[-1.11952, -1.281, -1.14315, -1.10597, -0.91554, 1.01557, 1.0385, -1.04577]"
6,"[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0]","[-2.12289, -0.54749, -2.1564, 1.1471, 1.03941, 0.10748, -1.88336, -1.99118, 1.05167, 0.52915, 0.3611, -1.04329, -1.02617, 0.74737, 0.87541, 0.12947]","[-1.17909, -1.25281, -1.22698, -1.12372, -0.92488, 1.02617, 1.07256, 1.07741]"
7,"[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1]","[-0.86959, -0.44393, -1.52603, -1.50299, 1.0675, -1.3198, -0.91037, 0.78556, 0.81887, 1.24236, 1.63847, 0.85808, -1.06711, 1.09976, 2.07356, -0.14185]","[-1.18552, -1.04401, -1.11264, -1.23331, 0.92127, -1.11025, -1.03856, -1.00669]"
8,"[1, 1, 1, 1, 0, 1, 0, 1]","[1, 1, 1, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1]","[0.08167, -0.22328, 1.05383, -0.42741, -0.90605, -1.00531, 2.7728, 0.49531, -1.23972, -0.20604, -0.40833, 1.85888, 0.25232, 1.03545, -1.05006, -1.48043]","[-1.15028, -0.99221, -1.0351, -1.05741, 1.23239, -1.05165, 1.08847, -1.02344]"
9,"[1, 1, 1, 1, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0]","[1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0]","[-0.38828, 1.63527, -0.53403, -0.65043, 0.9793, 2.54234, -1.3536, -0.10607, 1.17634, -2.35353, 0.59492, -1.74075, -1.98639, 0.47516, 1.5829, 0.91319]","[-1.13628, -0.89856, -1.01374, -0.99618, 1.2151, -0.98423, 1.08487, 1.06743]"
